Year	MSHA ID	Mine Name	Mine State	Mine County	Mine Status	Mine Type	Company Type	Operation Type	Operating Company	Operating Company Address	Union Code	Coal Supply Region	Production (short tons)	Average Employees	Labor Hours
2013	1511162	Plant No. 1	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Preparation Plant	High Ridge Mining Llc	108 Trivette Drive, Suite 210, Pikeville, KY 41501	 	Appalachia Central	0	3	4,733
2013	1512896	Jamboree Loadout	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Preparation Plant	Cam Mining Llc	P.O. Box 1169, Pikeville, KY 41502	 	Appalachia Central	0	2	6,330
2013	1513193	Phelps Coal Tipple (T-2)	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Preparation Plant	Revelation Energy Llc	P.O. Box 249, Stanville, KY 41659	 	Appalachia Central	0	10	29,520
2013	1514468	Rob Fork Processing	Kentucky (East)	Pike	Active, men working, not producing	Underground	Indepedent Producer Operator	Preparation Plant	Cam Mining Llc	P.O. Box 1169, Pikeville, KY 41502	 	Appalachia Central	0	15	38,288
2013	1515215	#3	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	Pike Floyd Mining, Inc.	P.O. Box 249, Stanville, KY 41659	 	Appalachia Central	45,051	20	32,906
2013	1516470	Burke Branch Tipple	Kentucky (East)	Pike	Active	Surface	Contractor	Preparation Plant	Premier Elkhorn Coal Company	6920 Ky Highway 610 W, Jenkins, KY 41537	 	Appalachia Central	0	26	65,468
2013	1516470	Burke Branch Tipple	Kentucky (East)	Pike	Active	Underground	Contractor	Preparation Plant	Premier Elkhorn Coal Company	6920 Ky Highway 610 W, Jenkins, KY 41537	 	Appalachia Central	0	34	83,324
2013	1516734	Clintwood Elkhorn Ii	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Preparation Plant	Clintwood Elkhorn Mining Compa	23956 Hwy. 194 E., Feds Creek, KY 41524	 	Appalachia Central	0	1	1,342
2013	1516734	Clintwood Elkhorn Ii	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Preparation Plant	Clintwood Elkhorn Mining Compa	23956 Hwy. 194 E., Feds Creek, KY 41524	 	Appalachia Central	0	54	132,883
2013	1516855	Stonecoal	Kentucky (East)	Pike	Active, men working, not producing	Underground	Indepedent Producer Operator	Mine only	Coal Mining, Inc.	Box 345 Fisher Hollow, Printer, KY 41655	 	Appalachia Central	5,893	8	4,748
2013	1516958	Apex No. 3 Burke	Kentucky (East)	Pike	Active, men working, not producing	Underground	Operating Subsidiary	Preparation Plant	Apex Energy, Inc.	1148 Longfork Rd, Kimper, KY 41539	 	Appalachia Central	0	14	30,301
2013	1517733	Preparation Plant	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Preparation Plant	Mc Mining Llc	9462 Meathouse Rd, Pilgrim, KY 41250	 	Appalachia Central	0	24	52,734
2013	1517789	No 3	Kentucky (East)	Pike	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Apex Energy Inc	P.O. Box 2100, Pikeville, KY 41502	 	Appalachia Central	22,800	5	7,190
2013	1517799	S-4 Netley Branch	Kentucky (East)	Pike	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Revelation Energy, Llc	P.O. Box 249, Stanville, KY 41659	 	Appalachia Central	24,345	24	10,624
2013	1517941	No 2	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Mine only	Apex Energy Inc	P.O. Box 2100, Pikeville, KY 41502	 	Appalachia Central	296,498	45	115,270
2013	1517979	Mine No. 8	Kentucky (East)	Pike	Active	Underground	Contractor	Mine only	Woodman Three Mine, Inc.	2412 Feds Creek Road, Steele, KY 41566	 	Appalachia Central	61,149	13	35,196
2013	1518015	Bent Mtn	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Mine only	Kentucky Fuel Corporation	P.O. Box 130, Mousie, KY 41839	 	Appalachia Central	179,401	43	99,410
2013	1518025	S-15 Flag Knob	Kentucky (East)	Pike	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Revelation Energy, Llc.	76 George Rd, Betsy Layne, KY 41605	 	Appalachia Central	23,602	3	3,954
2013	1518029	No 2	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Mine only	C W Augering Inc	P.O. Box 2100, Pikeville, KY 41502	 	Appalachia Central	56,676	7	19,087
2013	1518040	No. 6	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Mine only	Apex Energy Inc	P.O. Box 2100, Pikeville, KY 41502	 	Appalachia Central	445,611	58	165,245
2013	1518280	S-1 Hunts Branch	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Revelation Energy Llc	P.O. Box 249, Stanville, KY 41659	 	Appalachia Central	378,157	36	102,724
2013	1518363	Bevins Branch Surface Mine	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Mine only	Kentucky Fuel Corporation	5957 Windswept Blvd., Wise, VA 24293	 	Appalachia Central	366,025	72	175,436
2013	1518369	Black Pearl Mining Inc No 3	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	Black Pearl Mining Inc	290 Big Shelby Creek, Jenkins, KY 41537	 	Appalachia Central	8,597	8	10,015
2013	1518381	Taylor Fork Energy	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Mine only	Sidney Coal Company Inc	P.O. Box 299, Sidney, KY 41564	 	Appalachia Central	370,986	63	142,066
2013	1518436	Mine No. 1	Kentucky (East)	Pike	Permanently abandoned	Underground	Indepedent Producer Operator	Mine only	Ranger Contracting	P.O. Box 392, Pikeville, KY 41502	 	Appalachia Central	18,373	10	8,559
2013	1518570	Bevins Branch #1	Kentucky (East)	Pike	Active, men working, not producing	Surface	Operating Subsidiary	Mine only	Cam Mining Llc	P.O. Box 1169, Pikeville, KY 41502	 	Appalachia Central	323,293	48	121,971
2013	1518626	Mine No. 2	Kentucky (East)	Pike	Active, men working, not producing	Underground	Indepedent Producer Operator	Mine only	Hubble Mining Company, Llc	P.O. Box 392, Pikeville, KY 41502	 	Appalachia Central	24,715	8	18,981
2013	1518713	No 009	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Mine only	C W Augering Inc	24044 State Hwy 194 East, Fedscreek, KY 41524	 	Appalachia Central	59,876	8	20,516
2013	1518721	Mine #23	Kentucky (East)	Pike	Active, men working, not producing	Underground	Operating Subsidiary	Mine only	Mccoy Elkhorn Coal Corp.	1148 Long Fork Road, Kimper, KY 41539	 	Appalachia Central	448,883	87	175,614
2013	1518775	Mine #15	Kentucky (East)	Pike	Active, men working, not producing	Underground	Operating Subsidiary	Mine only	Mccoy Elkhorn Coal Corp.	1148 Longfork Rd, Kimper, KY 41539	 	Appalachia Central	337,460	106	225,376
2013	1518784	Job #45	Kentucky (East)	Pike	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Premier Elkhorn Coal Company	6920 Ky Highway 610 W, Jenkins, KY 41537	 	Appalachia Central	151,054	37	67,612
2013	1518823	Job #42	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Mine only	Premier Elkhorn Coal Company	6920 Hwy. 610 West, Myra, KY 41537	 	Appalachia Central	400,510	40	105,378
2013	1518911	Mine #28	Kentucky (East)	Pike	Active, men working, not producing	Underground	Operating Subsidiary	Mine only	Cam Mining Llc	P.O. Box 1169, Pikeville, KY 41502	 	Appalachia Central	330,069	58	171,750
2013	1518914	Highwall Miner #1	Kentucky (East)	Pike	Active	Surface	Contractor	Mine only	Jrc Mining, Inc	P.O. Box 952, Hyden, KY 41749	 	Appalachia Central	67,591	12	15,486
2013	1518943	Mine No 5	Kentucky (East)	Pike	Active	Underground	Contractor	Mine only	Falcon Coal Corporation	P.O. Box 1247, Wise, VA 24293	 	Appalachia Central	84,998	15	35,686
2013	1518946	Job #49	Kentucky (East)	Pike	Active	Surface	Contractor	Mine only	Premier Elkhorn Coal Company	Highway 610, Myra, KY 41549	 	Appalachia Central	152,291	29	67,472
2013	1519021	Long Fork Mine	Kentucky (East)	Pike	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Rhyno Corp Llc	125 Locust Drive, Pikeville, KY 41501	 	Appalachia Central	12,005	4	1,633
2013	1519039	Coal Hollow Mine	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	Williams Bros. Coal Co., Inc.	258 Cantrell Road, Mouth Card, KY 41548	 	Appalachia Central	91,118	19	28,782
2013	1519094	Center Creek Mine	Kentucky (East)	Pike	Active	Underground	Contractor	Mine only	C S & S Coal Corporation	P.O. Box 1247, Wise, VA 24293	 	Appalachia Central	80,416	16	40,477
2013	1519097	Process Energy	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Mine only	Sidney Coal Company, Inc.	P.O. Box 299, Sidney, KY 41564	 	Appalachia Central	766,591	133	302,630
2013	1519140	Auger No 1  Sn #11	Kentucky (East)	Pike	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Mill Branch Processing Inc	P.O. Box 100, Ashcamp, KY 41512	 	Appalachia Central	2,245	1	163
2013	1519145	No 8	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Mine only	Apex Energy Inc	P.O. Box 2100, Pikeville, KY 41502	 	Appalachia Central	118,676	13	34,819
2013	1519153	#1 Mine	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	Dynasty Mining Inc.	1368 Powells Creek, Pikeville, KY 41501	 	Appalachia Central	70,039	15	32,978
2013	1519167	S-10	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Revelation Energy, Llc	P.O. Box 249, Stanville, KY 41659	 	Appalachia Central	399,069	29	83,656
2013	1519180	M3 Energy	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Mine only	Sidney Coal Company, Inc.	P.O. Box 299, Sidney, KY 41564	 	Appalachia Central	316,117	52	115,783
2013	1519196	#1	Kentucky (East)	Pike	Active, men working, not producing	Underground	Indepedent Producer Operator	Mine only	Freedom Coal, Inc.	P.O. Box 249, Stanville, KY 41659	 	Appalachia Central	6,884	9	6,681
2013	1519199	S-4 Calloway North	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Revelation Energy, Llc	P.O. Box 249, Stanville, KY 41659	 	Appalachia Central	42,712	13	28,954
2013	1519208	# 4	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	Inspiration Resources Inc.	P.O. Box 431, Hardy, KY 41531	 	Appalachia Central	59,223	14	19,376
2013	1519280	No 4	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	Cavalier Mineral Inc	17339 River Drive Suite B, Vansant, VA 24656	 	Appalachia Central	112,379	27	41,962
2013	1519325	Mine No. 7	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Mine only	Clas Coal Company Inc.	P.O. Box 643, Elkhorn City, KY 41522	 	Appalachia Central	101,222	37	87,432
2013	1519359	Bear Branch Mine Auger No. 1	Kentucky (East)	Pike	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Hard Rock Energy, Llc	P.O. Box 887, Elkhorn City, KY 41522	 	Appalachia Central	1,100	3	280
2013	1519371	# 8	Kentucky (East)	Pike	Active	Surface	Contractor	Mine only	Pia Company, Inc.	P.O. Box 249, Stanville, KY 41659	 	Appalachia Central	79,479	15	15,541
2013	1519396	Persimmon #1	Kentucky (East)	Pike	Active	Surface	Operating Subsidiary	Mine only	Clintwood Elkhorn Mining	23956 State  Highway 194e, Feds Creek, KY 41524	 	Appalachia Central	48,246	8	13,901
2013	1519433	Eagle 2	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	Jet Coal Company Inc	P.O. Box 276, Virgie, KY 41572	 	Appalachia Central	129,212	22	58,601
2013	1519451	S-9 Findlay Br	Kentucky (East)	Pike	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Revelation Energy, Llc	P.O. Box 249, Stanville, KY 41659	 	Appalachia Central	232,611	25	46,319
2013	1519461	Surface #1	Kentucky (East)	Pike	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Augustus Augering And Contract	P.O. Box 203, Lowmansville, KY 41232	 	Appalachia Central	6,800	4	2,880
2013	1519475	Beech Creek Surface Mine	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Kentucky Fuel Corporation	5957 Windswept Blvd., Wise, VA 24293	 	Appalachia Central	114,647	32	71,940
2013	1519501	Mine No 11	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	Hubble Mining Co Llc	P.O. Box 392, Pikeville, KY 41502	 	Appalachia Central	275,719	74	161,505
2013	1519515	Mine #4	Kentucky (East)	Pike	Active	Underground	Operating Subsidiary	Mine only	Excel Mining, Llc.	4126 State Hwy, Pikeville, KY 41501	 	Appalachia Central	1,039,510	184	389,709
2013	1519534	Eagle 3	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	New Jet Llc	P.O. Box 276, Virgie, KY 41572	 	Appalachia Central	230,096	42	92,135
2013	1519541	7-E	Kentucky (East)	Pike	Active	Underground	Indepedent Producer Operator	Mine only	Dags Branch Coal Co, Inc.	P.O. Box 159, Fedscreek, KY 41524	 	Appalachia Central	50,108	15	33,564
2013	1519544	No 9	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Apex Energy, Inc.	P.O. Box 2100, Pikeville, KY 41502	 	Appalachia Central	187,552	28	71,211
2013	1519604	Beaver Mine No. 1	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Mill Branch Processing, Inc.	P.O. Box 100, Ashcamp, KY 41512	 	Appalachia Central	48,125	10	14,113
2013	1519622	Job 51	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Premier Elkhorn Coal Company	6920 Hwy. 610 West, Myra, KY 41537	 	Appalachia Central	302,034	42	103,423
2013	1519689	No 24	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Cw Augering Inc	24044 State Highway  194, Fedscreek, KY 41524	 	Appalachia Central	81,027	7	19,811
2013	1519710	E-2 Hurricane	Kentucky (East)	Pike	Temporarily closed	Underground	Indepedent Producer Operator	Mine only	Cheyenne Mining, Inc.	P.O. Box 1500, Pikeville, KY 41502	 	Appalachia Central	6,317	9	4,722
2013	1519711	Pegs Branch #2	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Mountain Reclamation And Const	P.O. Box 1091, Phelps, KY 41553	 	Appalachia Central	3,966	6	3,678
2013	1519722	No. 11 Allen Branch Job	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Apex Energy, Inc.	7567 Upper Johns Creek Rd., Phelps, KY 41553	 	Appalachia Central	1,335	2	242
2013	4407293	H-3	Kentucky (East)	Pike	Active	Surface	Indepedent Producer Operator	Mine only	Revelation Energy, Llc.	P.O. Box 249, Stanville, KY 41659	 	Appalachia Central	90,613	9	26,441
2013	1518843	Line Creek No. 1	Kentucky (East)	Rockcastle	Active	Surface	Indepedent Producer Operator	Mine only	Jamieson Construction Co.	30 Jamieson Lane, London, KY 40744	 	Appalachia Central	13,441	5	8,719
2013	1502709	Highland 9 Mine	Kentucky (West)	Union	Active	Underground	Operating Subsidiary	Mine only	Highland Mining Company Llc	530 French Rd, Waverly, KY 42462	UNIT	Illinois Basin	2,931,435	425	989,532
2013	1503178	River View Facilities	Kentucky (West)	Union	Active	Underground	Operating Subsidiary	Preparation Plant	River View Coal Llc	835 Sr 1179, Waverly, KY 42462	 	Illinois Basin	0	49	131,096
2013	1511012	Camp 9 Prep Plant	Kentucky (West)	Union	Active	Underground	Operating Subsidiary	Preparation Plant	Heritage Coal Company Llc	530 French Road, Waverly, KY 42462	United Mine Workers of America	Illinois Basin	0	45	116,109
2013	1518335	Dodge Hill Mine #1	Kentucky (West)	Union	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Dodge Hill Mining Company Llc	P.O. Box 165, Sturgis, KY 42459	 	Illinois Basin	1,023,871	184	462,139
2013	1519374	River View Mine	Kentucky (West)	Union	Active	Underground	Operating Subsidiary	Mine only	River View Coal Llc	835 Sr 1179, Waverly, KY 42462	 	Illinois Basin	9,310,310	587	1,468,688
2013	1518547	Onton #9	Kentucky (West)	Webster	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Sebree Mining Llc	3603 St Rt 370 E, Sebree, KY 42455	 	Illinois Basin	2,367,700	300	823,616
2013	1519572	Mobile Auger #3 Unit 57	Kentucky (West)	Webster	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Valley Mining, Inc.	P.O. Box 152, Uhrichsville, OH 44683	 	Illinois Basin	8,832	2	773
2013	1519599	Wynn/Diamond Mine	Kentucky (West)	Webster	Active	Surface	Indepedent Producer Operator	Mine only	Winn Energy Llc	8390 Hwy 140 West, Calhoun, KY 42327	 	Illinois Basin	29,031	4	6,346
2013	1519701	Wynn / Diamond Mine	Kentucky (West)	Webster	Active	Surface	Indepedent Producer Operator	Mine only	Highwall Mining, Llc	P.O. Box 2303, Pikeville, KY 41501	 	Illinois Basin	9,595	2	500
2013	1509938	Gatliff Tipple	Kentucky (East)	Whitley	Active	Surface	Indepedent Producer Operator	Preparation Plant	Alden Resources Llc	332 W Cumberland Pkwy #100, Corbin, KY 40701	 	Appalachia Central	0	25	50,791
2013	1509938	Gatliff Tipple	Kentucky (East)	Whitley	Active	Underground	Indepedent Producer Operator	Preparation Plant	Alden Resources Llc	332 W Cumberland Pkwy #100, Corbin, KY 40701	 	Appalachia Central	0	21	43,266
2013	1517871	Ghm #40	Kentucky (East)	Whitley	Active	Surface	Indepedent Producer Operator	Mine only	Green Hill Mining Inc	P.O. Box 760, London, KY 40743	 	Appalachia Central	33,439	2	3,840
2013	1518466	F-M #4	Kentucky (East)	Whitley	Active	Underground	Contractor	Mine only	F-M Coal Corp	P.O. Box 1733, Corbin, KY 40702	 	Appalachia Central	117,576	22	55,339
2013	1518716	Hatfield Gap Surface Mine	Kentucky (East)	Whitley	Active	Surface	Indepedent Producer Operator	Mine only	Mountainside Coal Co	7692 S. Hwy 25w, Williamsburg, KY 40769	 	Appalachia Central	65,946	24	46,866
2013	1518819	Shm-35 (Lick Fork)	Kentucky (East)	Whitley	Active	Surface	Contractor	Mine only	Contract Highwall Mining Llc	P.O. Box 1469, Pikeville, KY 41502	 	Appalachia Central	59,172	8	7,971
2013	1519002	Josie Mine #2	Kentucky (East)	Whitley	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	American Highwall Mining Llc	P.O. Box 1539, Chilhowie, VA 24319	 	Appalachia Central	7,245	9	17,350
2013	1519594	Job #2	Kentucky (East)	Whitley	Active, men working, not producing	Surface	Indepedent Producer Operator	Mine only	Fraziernantz Llc	239 Ellen Lane, Gray, KY 40734	 	Appalachia Central	8,945	4	1,841
2013	1519614	Maple Creek Mine #1	Kentucky (East)	Whitley	Active	Surface	Indepedent Producer Operator	Mine only	Alden Resources, Llc	332 W. Cumberland Gap Pkw., Corbin, KY 40701	 	Appalachia Central	64,648	21	48,468
2013	1519668	Jellico Creek Job	Kentucky (East)	Whitley	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Mountainside Coal	7692 S. Hwy 25w, Williamsburg, KY 40769	 	Appalachia Central	111,242	39	104,099
2013	1519687	Mulberry Mine #1	Kentucky (East)	Whitley	Permanently abandoned	Surface	Indepedent Producer Operator	Mine only	Alden Resources, Llc	332 W Cumberland Gap Parkway, Corbin, KY 40701	 	Appalachia Central	28,646	14	23,116
2013	1601031	Dolet Hills Lignite Company	Louisiana	De Soto	Active	Surface	Operating Subsidiary	Mine only	Dolet Hills Lignite Company Ll	377 Highway 522, Mansfield, LA 71052	 	Interior	2,715,366	262	577,707
2013	1601499	Five Forks Mine	Louisiana	Natchitoches	Active	Surface	Operating Subsidiary	Mine only	Demery Resources Com	839 Five Forks Road, Saline, LA 71070	 	Interior	94,405	18	38,458
2013	1800133	Cabin Run	Maryland	Allegany	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Vindex Energy Corporation	265 Glass Drive, Mt. Lake Park, MD 21550	 	Appalachia Northern	483,904	65	133,678
2013	1800170	Jackson Mountain	Maryland	Allegany	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Vindex Energy Corporation	265 Glass Drive, Oakland, MD 21550	 	Appalachia Northern	62,244	16	52,711
2013	1800391	No 1 Strip	Maryland	Allegany	Active	Surface	Indepedent Producer Operator	Mine only	Beechwood Coal Llc	19709 Winner View Terrace, Frostburg, MD 21532	 	Appalachia Northern	85,470	15	35,310
2013	1800529	Cobra No 1	Maryland	Allegany	Active	Surface	Indepedent Producer Operator	Mine only	Cobra Mining Inc	P.O. Box 356, Barton, MD 21521	 	Appalachia Northern	25,230	8	16,901
2013	1800713	Job #3	Maryland	Allegany	Active	Surface	Indepedent Producer Operator	Mine and Preparation Plant	Tri-Star Mining Inc	2278 Michael Rd. / P.O. Box 33, Barton, MD 21521	 	Appalachia Northern	237,781	42	98,982
2013	1800744	No 1 Strip	Maryland	Allegany	Active	Surface	Indepedent Producer Operator	Mine only	G & S Coal Company Inc	21557 Maryland Highway, Bloomington, MD 21523	 	Appalachia Northern	3,347	2	1,320
2013	1800748	Taylor # 1	Maryland	Allegany	Active	Underground	Indepedent Producer Operator	Mine only	Arj Construction Company Inc	P.O. Box 886, Lewisburg, WV 24901	 	Appalachia Northern	315,247	62	104,481
2013	1800752	Federal Hill Mine	Maryland	Allegany	Active	Surface	Indepedent Producer Operator	Mine only	Beechwood Coal, Llc	19709 Winner View Terrace, Frostburg, MD 21532	 	Appalachia Northern	63,680	7	16,320
2013	1800760	No. 1 Mine	Maryland	Allegany	Active	Surface	Indepedent Producer Operator	Mine only	Ritchie Trucking & Excavating,	19709 Winner View Terrace, Frostburg, MD 21532	 	Appalachia Northern	71,159	6	12,541
2013	1800769	Carlos Surface	Maryland	Allegany	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	Vindex Energy Corporation	265 Glass Drive, Mountain Lake, MD 21550	 	Appalachia Northern	3,795	2	497
2013	1800776	No. 1 Surface	Maryland	Allegany	Active	Surface	Indepedent Producer Operator	Mine only	Walker Brothers Mining, Inc.	P.O. Box 583, Midlothian, MD 21543	 	Appalachia Northern	40,354	10	20,183
2013	1800777	Jackson	Maryland	Allegany	Active	Surface	Indepedent Producer Operator	Mine only	C & S  Coal Llc	15400 Blacksmith Lane, Lonaconing, MD 21539	 	Appalachia Northern	4,557	3	4,298
2013	1800372	No 1 Strip	Maryland	Garrett	Active	Surface	Indepedent Producer Operator	Mine only	G & S Coal Company Inc	P.O. Box 185, Bloomington, MD 21523	 	Appalachia Northern	77,916	16	27,447
2013	1800630	#1 Strip	Maryland	Garrett	Active	Surface	Indepedent Producer Operator	Mine only	Pine Mountain Coal Company, In	15615 Raynor Hill Drive Sw, Frostburg, MD 21532	 	Appalachia Northern	6,459	6	8,473
2013	1800671	Mettiki General	Maryland	Garrett	Active	Underground	Operating Subsidiary	Preparation Plant	Mettiki Coal Llc	293 Table Rock Rd, Oakland, MD 21550	 	Appalachia Northern	0	39	83,595
2013	1800756	Laoc Strip #1	Maryland	Garrett	Active	Surface	Indepedent Producer Operator	Mine only	Laoc Corporation	3388 George Washington Hwy, Oakland, MD 21550	 	Appalachia Northern	12,347	1	1,640
2013	1800761	Steyer Ii	Maryland	Garrett	Active, men working, not producing	Underground	Contractor	Mine only	Steyer Fuel Mining Co Inc	P.O. Box 549, Dellslow, WV 26531	 	Appalachia Northern	106,686	32	64,616
2013	1800765	No. 1 Surface	Maryland	Garrett	Active	Surface	Indepedent Producer Operator	Mine only	Savage Mountain Minerals, Inc.	19606 Sugar Maple Road Sw, Barton, MD 21521	 	Appalachia Northern	56,190	12	27,122
2013	1800770	Kelly Mine	Maryland	Garrett	Active	Surface	Indepedent Producer Operator	Mine only	Wpo, Inc	145 Meadow Street, Somerset, PA 15501	 	Appalachia Northern	6,341	4	2,755
2013	1800780	Casselman Mine	Maryland	Garrett	Active	Underground	Indepedent Producer Operator	Mine only	Maryland Energy Resources, Llc	609 Georgian Place, Somerset, PA 15501	 	Appalachia Northern	248,522	51	108,291
2013	1800790	Wolf Den Run Mine	Maryland	Garrett	Active	Surface	Indepedent Producer Operator	Mine only	Vindex Energy Corporation	265 Glass Street, Mountain Lake, MD 21550	 	Appalachia Northern	6,734	2	846
2013	4609053	Auger 3	Maryland	Garrett	Temporarily closed	Surface	Indepedent Producer Operator	Mine only	West Virginia Industrial Servi	2005 Webster Road, Summersville, WV 26651	 	Appalachia Northern	7,328	4	4,725
2013	2200690	Red Hills Mine	Mississippi	Choctaw	Active	Surface	Operating Subsidiary	Mine only	Mississippi Lignite Mining Com	1000 Mcintire Rd, Ackerman, MS 39735	 	Interior	3,323,478	217	446,450
2013	2200803	Liberty Mine	Mississippi	Kemper	Active, men working, not producing	Surface	Operating Subsidiary	Mine only	Liberty Fuels Company Llc	4707 Hwy 493, Dekalb, MS 39328	 	Interior	251,591	92	195,751
2013	2302262	Hume #1	Missouri	Bates	Active	Surface	Indepedent Producer Operator	Mine only	Continental Coal Inc	10801 Mastin, Suite 920, Overland Park, KS 66210	 	Interior	413,703	24	62,982
2013	2400839	Decker Mine	Montana	Big Horn	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Decker Coal Company	P.O. Box 12, Decker, MT 59025	United Mine Workers of America	Powder River Basin	3,121,820	101	190,848
2013	2400910	Absaloka Mine	Montana	Big Horn	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Westmoreland Resources Inc.	P.O. Box 449, Hardin, MT 59034	INTE	Powder River Basin	4,168,748	146	300,523
2013	2401457	Spring Creek Coal Company	Montana	Big Horn	Active	Surface	Operating Subsidiary	Mine only	Spring Creek Coal Llc	P.O. Box 67, Decker, MT 59025	 	Powder River Basin	17,669,717	267	556,967
2013	2401950	Bull Mountains Mine No 1	Montana	Musselshell	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	Signal Peak Energy Llc	100 Portal Dr, Roundup, MT 59072	 	Western	8,682,884	333	734,127
2013	2400106	Savage Mine	Montana	Richland	Active	Surface	Operating Subsidiary	Mine only	Westmoreland Savage Corporatio	P.O. Box 30, Savage, MT 59262	International Union of Operation Engineers	Western	354,184	14	26,942
2013	2401747	Rosebud Mine&crusher/Conveyor	Montana	Rosebud	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Western Energy Company	P.O. Box 99, Colstrip, MT 59323	International Union of Operation Engineers	Powder River Basin	8,234,130	386	719,646
2013	2901879	Lee Ranch Coal Mine	New Mexico	Mckinley	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Peabody New Mexico Services Di	P.O. Box 757, Grants, NM 87020	 	Western	19,395	26	56,640
2013	2902257	El Segundo	New Mexico	Mckinley	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Peabody New Mexico Services Di	P.O. Box 757, Grants, NM 87020	 	Western	8,676,276	352	734,927
2013	2900097	Navajo Mine	New Mexico	San Juan	Active	Surface	Operating Subsidiary	Mine and Preparation Plant	Bhp Billiton Mine Management C	P.O. Box 1717, Fruitland, NM 87416	International Union of Operation Engineers	Western	7,283,590	416	883,720
2013	2902170	San Juan Mine 1	New Mexico	San Juan	Active	Underground	Operating Subsidiary	Mine and Preparation Plant	San Juan Coal Company	P.O. Box 561, Waterflow, NM 87421	INTE	Western	5,989,380	492	1,016,385
2013	3200491	Falkirk Mine	North Dakota	Mclean	Active	Surface	Operating Subsidiary	Mine only	Falkirk Mining Company	P.O. Box 1087, Underwood, ND 58576	 	Western	7,650,076	469	939,708
