Year	Region	Area	Commodity	Product	Volume
2013	Gulf	Central Gulf of Mexico	Oil	Condensate (bbl)	25951706.51
2013	Gulf	Central Gulf of Mexico	Oil	Drip or Scrubber Condensate (bbl)	374643.49
2013	Gulf	Central Gulf of Mexico	Oil	Oil (bbl)	372802281.38
2013	Gulf	Central Gulf of Mexico	Gas	Flash Gas (mcf)	1149081.72
2013	Gulf	Central Gulf of Mexico	Gas	Fuel Gas (mcf)	13516976.22
2013	Gulf	Central Gulf of Mexico	Gas	Gas Lost - Flared or Vented (mcf)	635439.72
2013	Gulf	Central Gulf of Mexico	Oil	Inlet Scrubber (bbl)	225010.67
2013	Gulf	Central Gulf of Mexico	Other	Salt (ton)	26546.00
2013	Gulf	Central Gulf of Mexico	Oil	Other Liquid Hydrocarbons (bbl)	6481.36
2013	Gulf	Central Gulf of Mexico	Other	Sulfur (lton)	69.22
2013	Gulf	Eastern Gulf of Mexico	Oil	Condensate (bbl)	5719.85
2013	Gulf	Eastern Gulf of Mexico	Gas	Unprocessed (Wet) Gas (mcf)	35533846.84
2013	Gulf	Western Gulf of Mexico	Gas	Processed (Residue) Gas (mcf)	155062766.63
2013	Gulf	Western Gulf of Mexico	Gas	Unprocessed (Wet) Gas (mcf)	66433705.57
2013	Gulf	Western Gulf of Mexico	NGL	Gas Plant Products (gal)	399728852.95
2013	Gulf	Western Gulf of Mexico	Oil	Condensate (bbl)	17404774.58
2013	Gulf	Western Gulf of Mexico	Oil	Drip or Scrubber Condensate (bbl)	174435.14
2013	Gulf	Western Gulf of Mexico	Oil	Oil (bbl)	45215446.82
2013	Gulf	Western Gulf of Mexico	Gas	Flash Gas (mcf)	214770.83
2013	Gulf	Western Gulf of Mexico	Gas	Fuel Gas (mcf)	44585.00
2013	Gulf	Western Gulf of Mexico	Gas	Gas Lost - Flared or Vented (mcf)	8091.00
2013	Gulf	Western Gulf of Mexico	Oil	Inlet Scrubber (bbl)	687.16
2013	Pacific	Southern California	Gas	Fuel Gas (mcf)	2565.00
2013	Pacific	Southern California	Gas	Processed (Residue) Gas (mcf)	10921851.14
2013	Pacific	Southern California	Gas	Unprocessed (Wet) Gas (mcf)	1925816.68
2013	Pacific	Southern California	NGL	Gas Plant Products (gal)	5131381.27
2013	Pacific	Southern California	Oil	Condensate (bbl)	14306.76
2013	Pacific	Southern California	Oil	Inlet Scrubber (bbl)	30890.96
2013	Pacific	Southern California	Oil	Oil (bbl)	18623737.42
2013	Pacific	Southern California	Other	Sulfur (lton)	2900.14
