State	rank	HS6	Abbreviation	val2011	val2012	val2013	val2014	share11	share12	share13	share14	change
Connecticut	17	853620	AUTO CIRCUIT BREAKERS VOLTAGE NOT EXCEEDING 1	72.14	85.84	85.27	85.14	0.4444	0.5408	0.5192	0.5341	-0.16
Connecticut	18	853710	CONTROLS ETC W ELECT APPR F ELECT CONT NOV 10	49.51	53.7	89.55	84.48	0.305	0.3383	0.5452	0.5299	-5.66
Connecticut	19	902780	PHY CHEM INS/APPR;MEAS VSCSTY & HEAT NESOI	107.04	105.19	96.24	82.81	0.6594	0.6628	0.586	0.5194	-13.96
Connecticut	20	740311	REFINED COPPER CATHODES AND SECTIONS OF CATHO	15.28	268.57	109.31	81.82	0.0941	1.6921	0.6656	0.5133	-25.15
Connecticut	21	901890	INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N	51.63	46.92	66.96	71.28	0.318	0.2956	0.4077	0.4471	6.45
Connecticut	22	390120	POLYETHYLENE HAVING A SPEC GRAVITY OF 0.94 OR	68.15	80.98	71.6	68.93	0.4199	0.5102	0.4359	0.4324	-3.73
Connecticut	23	841182	GAS TURBINES OF A POWER EXCEEDING 5,000 KW	154.39	65.88	64.63	65.02	0.9511	0.4151	0.3935	0.4079	0.6
Connecticut	24	845610	LASER OR OTH LIGHT OR PHOTON BEAM MACHINE TOO	29.12	65.76	52.48	61.72	0.1794	0.4143	0.3195	0.3872	17.6
Connecticut	25	841112	TURBOJETS OF A THRUST EXCEEDING 25 KN	1.65	0	6.67	61.23	0.0102	0	0.0406	0.3841	817.4
Delaware	0	0	World	5516.26	5113.54	5342.69	5292.47	0.3721	0.3308	0.3382	0.326	-0.94
Delaware	0	25	Top 25	3901.04	3634.84	3582.96	3916.88	70.719	71.0825	67.0628	74.0086	9.32
Delaware	1	300490	MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK	2055.88	1645.97	1225.56	1586.89	37.2694	32.1884	22.939	29.9839	29.48
Delaware	2	851712	PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS	3.54	10.57	174.55	316.25	0.0642	0.2067	3.267	5.9755	81.18
Delaware	3	870324	PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC	67.76	145.08	328.35	289.02	1.2283	2.8373	6.1458	5.461	-11.98
Delaware	4	902780	PHY CHEM INS/APPR;MEAS VSCSTY & HEAT NESOI	264.88	250.58	235.49	248	4.8018	4.9003	4.4076	4.6859	5.31
Delaware	5	880000	CIVILIAN AIRCRAFT, ENGINES, AND PARTS	72.57	153.98	54.94	183.8	1.3155	3.0112	1.0284	3.4728	234.52
Delaware	6	80390	BANANAS, FRESH OR DRIED, NESOI	0	120.22	134.91	146.57	0	2.3509	2.5252	2.7694	8.64
Delaware	7	392099	PLATES ETC, NONCELL, NT REIN, OF PLASTICS NES	202.13	128.97	124.44	106.27	3.6643	2.5222	2.3291	2.0079	-14.6
Delaware	8	271019	PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO	234.69	159.54	387.37	106.09	4.2545	3.1199	7.2504	2.0046	-72.61
Delaware	9	902790	PTS OF INST, PHYS/CHEM ANALYSIS ETC, NESOI	135.7	118.46	109.8	105.99	2.4601	2.3165	2.0552	2.0026	-3.47
Delaware	10	870323	PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV	166.99	187.38	132.12	100.78	3.0273	3.6643	2.473	1.9043	-23.72
Delaware	11	392690	ARTICLES OF PLASTICS, NESOI	66.58	79.08	82.78	86.51	1.2069	1.5464	1.5493	1.6346	4.51
Delaware	12	846691	PARTS FOR MACHINES OF HEADING 8464	117.65	108.03	96.22	84.77	2.1328	2.1125	1.8009	1.6018	-11.89
Delaware	13	20714	CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), F	125.74	146.75	106.97	75.56	2.2794	2.8698	2.0021	1.4276	-29.37
Delaware	14	902720	CHROMATOGRAPHS AND ELECTROPHORESIS INSTRUMENT	60.92	55.09	59.64	58.81	1.1043	1.0772	1.1164	1.1111	-1.4
Delaware	15	847130	PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >	6.58	17.24	11.75	56.97	0.1193	0.3372	0.2198	1.0765	385.07
Delaware	16	842199	FILTER/PURIFY MACHINE & APPARATUS PARTS	39.74	35.82	40.66	52.15	0.7203	0.7005	0.7611	0.9853	28.24
Delaware	17	321519	PRINTING INK, OTHER THAN BLACK	51.64	59.44	53.88	47.27	0.9362	1.1625	1.0084	0.8932	-12.26
Delaware	18	847150	DIGITAL PROCESSING UNITS, N.E.S.O.I.	5.76	9.02	17.61	41.19	0.1043	0.1764	0.3295	0.7783	133.96
Delaware	19	847989	MACH & MECHANICAL APPL W INDIVIDUAL FUNCTION	34.23	31.91	36.39	37.46	0.6206	0.6241	0.6811	0.7077	2.93
Delaware	20	390461	POLYTETRAFLUOROETHYLENE (PTFE), PR FMS	59.49	48.21	40.82	35.25	1.0785	0.9429	0.7641	0.6661	-13.65
Delaware	21	340590	POLISHES AND CREAMS ETC, NESOI	26.45	31.29	30.69	35.1	0.4795	0.612	0.5745	0.6633	14.38
Delaware	22	480411	KRAFTLINER, UNCOATED UNBLEACHED IN ROLLS OR S	8.72	9.03	16.95	32.4	0.158	0.1767	0.3172	0.6122	91.18
Delaware	23	480451	KRFT PPR/PPRBRD UNCTD UNBLCHD 225G/M2/MORE RL	27.42	24.79	27.52	28.45	0.4972	0.4848	0.515	0.5376	3.41
Delaware	24	271311	PETROLEUM COKE, NOT CALCINED	40.08	36.52	28.63	27.74	0.7265	0.7143	0.5358	0.5241	-3.11
Delaware	25	382200	COMPOSITE DIAGNOSTIC/LAB REAGENTS, EXC PHARMA	25.91	21.86	24.94	27.59	0.4697	0.4275	0.4669	0.5213	10.61
District of Colombia	0	0	World	1041.19	2014.31	2707.61	935.63	0.0702	0.1303	0.1714	0.0576	-65.44
District of Colombia	0	25	Top 25	780.77	1213.54	1450.71	764.88	74.988	60.2459	53.5791	81.7508	-47.28
District of Colombia	1	930690	BOMB MINES OT AMMNTION PROJCTIONS ETC AND PAR	321.37	579.03	806.14	221.87	30.8658	28.7457	29.773	23.713	-72.48
District of Colombia	2	880330	PARTS OF AIRPLANES OR HELICOPTERS, NESOI	281.32	200.48	192.45	166.18	27.0187	9.9528	7.1078	17.7615	-13.65
District of Colombia	3	880240	AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG	0	0	0	127.53	0	0	0	13.6304	0
District of Colombia	4	854390	PT ELEC MACH & APPR W INDIVIDUAL FUNCTIONS, N	40.52	320.63	317.8	42	3.8916	15.9175	11.7371	4.489	-86.78
District of Colombia	5	880000	CIVILIAN AIRCRAFT, ENGINES, AND PARTS	55.32	73.79	31.98	35.44	5.3127	3.6632	1.1813	3.7876	10.8
District of Colombia	6	980320	EXPORTS OF MILITARY EQUIPMENT, NOT IDENTIFIED	10.46	1.62	11.75	30.49	1.0048	0.0805	0.434	3.2584	159.42
District of Colombia	7	841182	GAS TURBINES OF A POWER EXCEEDING 5,000 KW	0	0	30.59	26.08	0	0	1.1297	2.7876	-14.73
District of Colombia	8	284420	URANIUM ENRICHED IN U235 ETC. PLUTONIUM ETC.	14.88	0	0	18.18	1.4289	0	0	1.943	0
District of Colombia	9	871000	TANK & OT ARMORED FIGHT VEH, MOTORIZED; AND P	9.53	2.74	3.68	15.39	0.915	0.1361	0.1359	1.6453	318.35
District of Colombia	10	970110	PAINTINGS, DRAWING AND PASTELS BY HAND	5	1.28	5.05	12.67	0.4807	0.0635	0.1865	1.354	150.94
District of Colombia	11	851712	PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS	0.16	0.39	0.56	9.64	0.0155	0.0195	0.0208	1.0308	1612.42
District of Colombia	12	841112	TURBOJETS OF A THRUST EXCEEDING 25 KN	0	0	3.01	6.5	0	0	0.111	0.6947	116.22
District of Colombia	13	847330	PARTS & ACCESSORIES FOR ADP MACHINES & UNITS	5.24	3.9	9.76	6.08	0.5036	0.1935	0.3606	0.6494	-37.77
District of Colombia	14	970600	ANTIQUES OF AN AGE EXCEEDING ONE HUNDRED YEAR	0.6	0.14	0.1	5.95	0.0575	0.0068	0.0038	0.6355	5685.69
District of Colombia	15	730810	BRIDGES AND BRIDGE SECTIONS OF IRON OR STEEL	0	0	0	5.68	0	0	0	0.6066	0
District of Colombia	16	851762	MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE	6.55	5.3	7.69	5.45	0.6292	0.2629	0.2841	0.5824	-29.17
District of Colombia	17	852910	ANTENNAS AND ANTENNA REFLECTORS AND PARTS	4.67	1.06	0.53	4.28	0.449	0.0527	0.0195	0.4571	709.52
District of Colombia	18	841199	GAS TURBINE PARTS NESOI	1.33	2.26	0.31	3.91	0.1281	0.1122	0.0116	0.4177	1146.2
District of Colombia	19	852691	RADIO NAVIGATIONAL AID APPARATUS	0.44	1.89	1.89	3.39	0.0418	0.0937	0.0697	0.3623	79.7
District of Colombia	20	630900	WORN CLOTHING AND OTHER WORN TEXTILE ARTICLES	0.67	1.06	3.02	3.39	0.064	0.0528	0.1116	0.3622	12.12
District of Colombia	21	902690	PTS, INST & APPRTS MEASURE/CHECK VARIABLES LI	0.06	0.05	0.83	3.11	0.006	0.0023	0.0305	0.3323	276.23
District of Colombia	22	902300	INST, APPTS&MODELS,FOR DEMONSTRATIONAL USE& P	0.86	4.46	16.09	3.11	0.0828	0.2214	0.5941	0.332	-80.69
District of Colombia	23	847130	PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >	3	1.64	3.26	3.06	0.2877	0.0812	0.1203	0.3274	-5.98
District of Colombia	24	852990	PTS,EX ANTENNA,FOR TRNSMSSN,RDR,RADIO,TV,ETC	16.86	11.3	0.45	2.83	1.6194	0.561	0.0166	0.3025	531.31
District of Colombia	25	847150	DIGITAL PROCESSING UNITS, N.E.S.O.I.	1.93	0.54	3.78	2.69	0.1853	0.0266	0.1395	0.288	-28.67
Florida	0	0	World	65009.79	66231.81	61344.3	58637.06	4.3851	4.2849	3.8836	3.6123	-4.41
Florida	0	25	Top 25	28499.12	29241.05	26465.24	24079.55	43.8382	44.1496	43.1421	41.0654	-9.01
Florida	1	880000	CIVILIAN AIRCRAFT, ENGINES, AND PARTS	4614.68	5332.38	4769.41	4781.71	7.0984	8.0511	7.7748	8.1548	0.26
Florida	2	710812	GOLD, NONMONETARY, UNWROUGHT NESOI	7148.21	7998.01	5748.33	3551.4	10.9956	12.0758	9.3706	6.0566	-38.22
Florida	3	851712	PHONES FOR CELLULAR NTWKS OR FOR OTH WIRELESS	2145.28	2936	2934.07	2921.81	3.2999	4.4329	4.783	4.9829	-0.42
Florida	4	310530	DIAMMONIUM HYDROGENORTHOPHOSPHATE (DAP)	1879.28	1460.34	1195.07	1053.51	2.8908	2.2049	1.9481	1.7967	-11.85
Florida	5	847130	PORT DIGTL AUTOMATIC DATA PROCESS MACH NOT >	1245.02	1241.24	1161.58	991.65	1.9151	1.8741	1.8935	1.6912	-14.63
Florida	6	851762	MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE	940.41	874.78	1002.49	972.37	1.4466	1.3208	1.6342	1.6583	-3
Florida	7	870323	PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV	1032.07	997.24	818.04	938.3	1.5876	1.5057	1.3335	1.6002	14.7
Florida	8	854231	PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG	528.32	359.66	1272.26	919.32	0.8127	0.543	2.074	1.5678	-27.74
Florida	9	847330	PARTS & ACCESSORIES FOR ADP MACHINES & UNITS	1113.59	936.21	771.78	747.53	1.713	1.4135	1.2581	1.2748	-3.14
Florida	10	310540	AMMONIUM DIHYDROGENORTHOPHOSPHATE	1277.77	798.13	564	745.43	1.9655	1.205	0.9194	1.2713	32.17
Florida	11	300490	MEDICAMENTS NESOI, MEASURED DOSES, RETAIL PK	310.02	404.77	394.76	663.38	0.4769	0.6111	0.6435	1.1313	68.05
Florida	12	330300	PERFUMES AND TOILET WATERS	491.6	522.29	545.49	581.06	0.7562	0.7886	0.8892	0.9909	6.52
Florida	13	901890	INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N	736.72	582.49	542.57	527.75	1.1332	0.8795	0.8845	0.9	-2.73
Florida	14	841199	GAS TURBINE PARTS NESOI	619.61	519.34	517.2	513.43	0.9531	0.7841	0.8431	0.8756	-0.73
Florida	15	844399	PTS & ACC OF PRINTERS, COPIERS AND FAX MACH,	528.96	517.81	519.16	496.45	0.8137	0.7818	0.8463	0.8466	-4.38
Florida	16	847170	AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.	412.56	422.38	488.25	446.52	0.6346	0.6377	0.7959	0.7615	-8.55
Florida	17	310559	FERTILIZERS CONTAIN NITROGEN AND PHOSPHORUS,	122.55	271.46	442.95	441.03	0.1885	0.4099	0.7221	0.7521	-0.43
Florida	18	390810	POLYAMIDE-6,-11,-12,-6,6,-6,9,-6,10 OR -6,12	763.72	581.52	401.71	439.09	1.1748	0.878	0.6548	0.7488	9.3
Florida	19	890392	MOTORBOATS, OTHER THAN OUTBOARD MOTORBOATS	280.58	265.98	319.95	408.81	0.4316	0.4016	0.5216	0.6972	27.77
Florida	20	870899	PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESO	355.36	386.89	361.75	391.79	0.5466	0.5841	0.5897	0.6682	8.3
Florida	21	870324	PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC	520.49	505.69	451.36	351.69	0.8006	0.7635	0.7358	0.5998	-22.08
Florida	22	852580	TELEVISION CAMERA, DIGITL CAMRA & VID CAM REC	583.75	461.04	392.73	314.07	0.8979	0.6961	0.6402	0.5356	-20.03
Florida	23	470321	CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL	379.73	340.49	306.9	308.51	0.5841	0.5141	0.5003	0.5261	0.53
Florida	24	847150	DIGITAL PROCESSING UNITS, N.E.S.O.I.	264.55	289.17	263.21	295.97	0.4069	0.4366	0.4291	0.5048	12.45
Florida	25	210690	FOOD PREPARATIONS NESOI	204.28	235.76	280.21	276.99	0.3142	0.356	0.4568	0.4724	-1.15
Georgia	0	0	World	34863.07	36071.95	37516.58	39365.29	2.3516	2.3337	2.3751	2.4251	4.93
Georgia	0	25	Top 25	15558.18	15966.41	17496.88	18453.32	44.6265	44.2627	46.6377	46.8771	5.47
Georgia	1	880000	CIVILIAN AIRCRAFT, ENGINES, AND PARTS	5071.14	4803.39	5992.93	5988.15	14.5459	13.3161	15.9741	15.2118	-0.08
Georgia	2	870323	PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV	926.79	1074.31	1221.52	1288.57	2.6584	2.9783	3.256	3.2734	5.49
Georgia	3	470321	CHEMICAL WOODPULP, SODA ETC. N DIS S BL & BL	1386.66	1227.14	1079.03	1223.68	3.9774	3.4019	2.8761	3.1085	13.41
Georgia	4	20714	CHICKEN CUTS AND EDIBLE OFFAL (INC LIVERS), F	797.56	989.68	997.84	1048.19	2.2877	2.7436	2.6597	2.6627	5.05
Georgia	5	841199	GAS TURBINE PARTS NESOI	947.52	1130.73	1192.36	982.65	2.7178	3.1346	3.1782	2.4962	-17.59
Georgia	6	480411	KRAFTLINER, UNCOATED UNBLEACHED IN ROLLS OR S	597.84	543.7	669.23	742.77	1.7148	1.5073	1.7838	1.8869	10.99
Georgia	7	880240	AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG	637.41	463.52	252.96	613.12	1.8283	1.285	0.6743	1.5575	142.37
Georgia	8	520100	COTTON, NOT CARDED OR COMBED	597.76	759.91	664.77	555.95	1.7146	2.1067	1.7719	1.4123	-16.37
Georgia	9	250700	KAOLIN AND OTHER KAOLINIC CLAYS, INCL CALCINE	511.21	495.99	508.07	528.03	1.4663	1.375	1.3542	1.3414	3.93
Georgia	10	840890	COMPRESSION-IGNTN INT COMBUSTION PISTON ENG,	329.12	468.05	363.23	507.42	0.944	1.2975	0.9682	1.289	39.7
Georgia	11	470200	CHEMICAL WOODPULP, DISSOLVING GRADES	428.68	542.03	575.38	489.95	1.2296	1.5026	1.5337	1.2446	-14.85
Georgia	12	901839	MED NEEDLES. NESOI, CATHERERS ETC AND PARTS E	360.63	360.34	447.88	451.63	1.0344	0.9989	1.1938	1.1473	0.84
Georgia	13	380891	INSECTICIDES, EXC THOSE SPECIFIED IN SUBHEAD.	182.32	161.48	342.7	446.04	0.523	0.4477	0.9135	1.1331	30.16
Georgia	14	570320	CARPETS,ETC,NYLON/OTHR POLYAMIDES,TUFTD,W/N M	409.71	418.01	395.26	406.57	1.1752	1.1588	1.0536	1.0328	2.86
Georgia	15	850213	GENERATING SET W COMPRESSION-IGNITN OUTPUT >3	256.11	313.34	269.73	403.79	0.7346	0.8687	0.719	1.0257	49.7
Georgia	16	870190	TRACTORS, NESOI	450.45	409.68	267.7	375.88	1.2921	1.1357	0.7135	0.9548	40.41
Georgia	17	870324	PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC	515.46	349.28	339.5	372.46	1.4785	0.9683	0.9049	0.9462	9.71
Georgia	18	230400	SOYBEAN OILCAKE & OTH SOLID RESIDUE, WH/NOT G	79.25	254.63	329.24	358.94	0.2273	0.7059	0.8776	0.9118	9.02
Georgia	19	880330	PARTS OF AIRPLANES OR HELICOPTERS, NESOI	113.6	179.93	229.33	300.86	0.3258	0.4988	0.6113	0.7643	31.19
Georgia	20	120242	PEANUTS, SHELLED, NESOI	0	108.88	286.42	239.69	0	0.3018	0.7635	0.6089	-16.32
Georgia	21	901890	INSTR & APPL F MEDICAL SURGICAL DENTAL VET, N	181.61	197.69	207.32	234.51	0.5209	0.548	0.5526	0.5957	13.11
Georgia	22	851762	MACH FOR RECP/CONVR/TRANS/REGN OF VOICE/IMAGE	133.92	162.77	218.94	231.73	0.3841	0.4512	0.5836	0.5887	5.84
Georgia	23	390690	ACRYLIC POLYMERS NESOI, IN PRIMARY FORMS	270.12	251.61	283.95	228.5	0.7748	0.6975	0.7569	0.5805	-19.53
Georgia	24	380892	FUNGICIDES, EXC THOSE SPECIFIED IN SUBHEAD. N	31.58	40.97	122.93	218.37	0.0906	0.1136	0.3277	0.5547	77.63
Georgia	25	293371	6-HEXANELACTAM (EPSILON-CAPROLACTAM)	341.75	259.36	238.65	215.88	0.9803	0.719	0.6361	0.5484	-9.54
Hawaii	0	0	World	884.37	731.69	597.99	1452.11	0.0597	0.0473	0.0379	0.0895	142.83
Hawaii	0	25	Top 25	527.23	379.06	438.45	1273.34	59.6167	51.8057	73.3198	87.689	190.42
Hawaii	1	880330	PARTS OF AIRPLANES OR HELICOPTERS, NESOI	31.69	52.03	83.36	397.5	3.5832	7.1106	13.9404	27.374	376.83
Hawaii	2	271019	PETROL OIL BITUM MINERAL (NT CRUD) ETC NT BIO	10.13	0.15	27.4	298.01	1.145	0.0205	4.5824	20.5227	987.55
Hawaii	3	270750	AROM HYDC NESOI 65PCT AO DSTLS A 250DC ASTM D	0	0	10.2	143.39	0	0	1.7062	9.8749	1305.38
Hawaii	4	271012	LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD	0	65.18	69.06	127.9	0	8.9084	11.5479	8.8081	85.22
Hawaii	5	880000	CIVILIAN AIRCRAFT, ENGINES, AND PARTS	289.31	82.69	70.66	56.68	32.7135	11.3013	11.8154	3.9034	-19.78
Hawaii	6	980320	EXPORTS OF MILITARY EQUIPMENT, NOT IDENTIFIED	8.36	1.41	5.74	34.46	0.9456	0.1924	0.9598	2.3733	500.45
Hawaii	7	720449	FERROUS WASTE & SCRAP NESOI	54.28	47.66	33.35	33.86	6.1377	6.5132	5.5773	2.3321	1.54
Hawaii	8	30626	COLD-WATER SHRIMPS AND PRAWNS, NOT FROZEN	0	9.65	17.66	26.08	0	1.3184	2.9529	1.7962	47.71
Hawaii	9	760200	ALUMINUM WASTE AND SCRAP	20.63	15.32	17.17	17.67	2.3329	2.0935	2.8715	1.2166	2.88
Hawaii	10	180690	COCOA PREPARATIONS, NOT IN BULK FORM, NESOI	11.98	15.74	15.28	12.25	1.3551	2.1508	2.5545	0.8439	-19.78
Hawaii	11	720421	STAINLESS STEEL WASTE AND SCRAP	15.79	14.56	13	10.51	1.7857	1.9899	2.1745	0.724	-19.15
Hawaii	12	440399	NONCONIFEROUS WOOD IN THE ROUGH NESOI, NOT TR	6.66	5.21	7.15	10.5	0.7531	0.7117	1.1954	0.723	46.85
Hawaii	13	220110	WATER, MINERAL & AERATED NATRL/ARTFCL NT SWTN	26.01	24	23.06	10.37	2.9405	3.2802	3.8555	0.714	-55.03
Hawaii	14	711319	JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS ME	9.8	9.19	7.2	9.76	1.1082	1.2557	1.2032	0.672	35.62
Hawaii	15	80720	PAPAYAS (PAPAWS), FRESH	7.55	8.63	8.54	9.56	0.8536	1.1793	1.4275	0.6583	11.98
Hawaii	16	220190	WATERS NOT SWEETND OR FLAVORED NESOI; ICE AND	0.3	0.09	0.14	8.67	0.0341	0.0124	0.0233	0.5967	6123.17
Hawaii	17	740400	COPPER WASTE AND SCRAP	6.27	5.75	8.85	8.53	0.7085	0.7855	1.4806	0.5875	-3.64
Hawaii	18	880390	PARTS OF NON-POWERED & POWERED AIRCRAFT ETC N	0.06	0.05	0	8.43	0.0063	0.0063	0	0.5805	0
Hawaii	19	871000	TANK & OT ARMORED FIGHT VEH, MOTORIZED; AND P	1.61	1.21	1.37	8.39	0.1816	0.166	0.2296	0.5776	510.87
Hawaii	20	90121	COFFEE, ROASTED, NOT DECAFFEINATED	5.55	5.93	4.8	8.08	0.627	0.8108	0.8024	0.5565	68.41
Hawaii	21	470710	WASTE, SCRAP UNBLEACH KRAFT, CORRUGATD PAPER/	9.68	7.83	7.47	7.86	1.0941	1.0701	1.2495	0.5414	5.22
Hawaii	22	901580	SURVEYING INSTRUMENTS AND APPLIANCES, NESOI E	0.35	1.17	0.05	7.33	0.0397	0.1601	0.0079	0.5046	15500.73
Hawaii	23	930690	BOMB MINES OT AMMNTION PROJCTIONS ETC AND PAR	0.25	0.63	1.48	6.52	0.0285	0.0862	0.2467	0.4491	341.97
Hawaii	24	851769	APP FOR THE TRANS/RECEP OF VOICE/IMAGES/DATA	0.29	0.41	0.38	5.64	0.0325	0.0565	0.0642	0.3883	1368.19
Hawaii	25	854890	ELECTRICAL PARTS OF MACHINERY NESOI IN CHAPTE	10.7	4.58	5.09	5.38	1.2102	0.6256	0.851	0.3704	5.69
Idaho	0	0	World	5912.95	6119.8	5781.91	5135.52	0.3988	0.3959	0.366	0.3164	-11.18
Idaho	0	25	Top 25	4276.24	4021.99	4004.26	3566.64	72.3198	65.721	69.2549	69.4505	-10.93
Idaho	1	854232	MEMORIES, ELECTRONIC INTEGRATED CIRCUITS	2014.1	1965.95	1997.13	1407.15	34.0625	32.1244	34.541	27.4003	-29.54
Idaho	2	854239	ELECTRONIC INTEGRATED CIRCUITS, NESOI	481.02	442.65	287.24	291.46	8.1351	7.233	4.968	5.6754	1.47
Idaho	3	847330	PARTS & ACCESSORIES FOR ADP MACHINES & UNITS	152.27	157.1	140.68	201.62	2.5752	2.5671	2.4332	3.9259	43.31
Idaho	4	940600	PREFABRICATED BUILDINGS	84.18	121.4	117.89	153.85	1.4236	1.9838	2.039	2.9958	30.5
Idaho	5	710692	SILVER, SEMIMANUFACTURED	429.73	322.02	363.59	138.88	7.2676	5.2619	6.2885	2.7043	-61.8
Idaho	6	310540	AMMONIUM DIHYDROGENORTHOPHOSPHATE	134.43	97.7	100.17	112.6	2.2735	1.5964	1.7324	2.1925	12.41
Idaho	7	260700	LEAD ORES AND CONCENTRATES	163.2	14.16	64.65	104.43	2.76	0.2314	1.1182	2.0335	61.53
Idaho	8	860210	DIESEL ELECTRIC LOCOMOTIVES	23.7	61.38	19.84	95.62	0.4008	1.003	0.3432	1.8619	381.93
Idaho	9	40210	MLK & CRM,CNTD,SWT,POWDR,GRAN/SOLIDS,NOV 1.5%	87.59	78.69	124.65	93.54	1.4812	1.2858	2.1559	1.8215	-24.96
Idaho	10	40410	WHEY & MODFD WHEY WHET/NT CNCNTRTD CNTG ADD S	102.93	117.76	91.63	93.13	1.7407	1.9243	1.5848	1.8135	1.64
Idaho	11	370590	PHOTO PLATES & FILM, EXPOS & DEVL, NESOI	88.57	75.2	67.85	79.38	1.4979	1.2289	1.1734	1.5458	17.01
Idaho	12	903082	INST TO CHECK SEMICONDUCT WAFERS &SUCH THAT R	62.52	57.5	52.59	75.38	1.0573	0.9396	0.9095	1.4678	43.35
Idaho	13	200410	POTATOES, PREPARED ETC., NO VINEGAR ETC., FRO	17.5	34.51	38.73	70.69	0.296	0.5639	0.6698	1.3765	82.53
Idaho	14	480452	KRAFT PR NESOI, NOT UN 225G/M2, BL, 95% W FIB	45.46	79.2	81.6	70.32	0.7689	1.2941	1.4112	1.3694	-13.81
Idaho	15	40610	CHEESE (UNRPND/UNCURD) FRSH INCL WHEY CHEESE	0.5	21.99	34.64	67.71	0.0084	0.3594	0.5992	1.3185	95.45
Idaho	16	710691	SILVER, UNWROUGHT NESOI	42.7	38.97	18.29	64.65	0.7221	0.6368	0.3163	1.2589	253.55
Idaho	17	854231	PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG	49.73	43.54	55.91	61.5	0.841	0.7114	0.967	1.1974	9.99
Idaho	18	280920	PHOSPHORIC ACID AND POLYPHOSPHORIC ACIDS	55.31	48.05	52.57	57.4	0.9354	0.7851	0.9092	1.1177	9.19
Idaho	19	903090	PTS OF INST F MEAS ELECT QUAT ALPHA BETA INZN	63.08	48.45	58.93	56.28	1.0668	0.7917	1.0192	1.0959	-4.49
Idaho	20	110710	MALT, NOT ROASTED	50.67	40.9	58.12	54.29	0.8569	0.6683	1.0052	1.0572	-6.58
Idaho	21	280470	PHOSPHORUS	26.25	43.11	51.91	49.26	0.4439	0.7044	0.8978	0.9592	-5.11
Idaho	22	120991	VEGETABLE SEEDS FOR SOWING	35.59	41.42	37.41	43.59	0.6019	0.6768	0.6471	0.8489	16.52
Idaho	23	350220	MILK ALBUMIN,INC CONCEN OF 2 OR MORE WHEY PRO	28.53	35.05	37.83	43.15	0.4825	0.5728	0.6543	0.8403	14.07
Idaho	24	110520	FLAKES, GRANULES AND PELLETS OF POTATOES	18.98	19.79	25.13	41.23	0.3211	0.3233	0.4346	0.8029	64.08
Idaho	25	847170	AUTOMATIC DATA PROCESSING STORAGE UNITS, N.E.	17.72	15.5	25.27	39.52	0.2998	0.2534	0.4371	0.7695	56.39
Illinois	0	0	World	64902.9	68156.58	66088.54	68182.15	4.3779	4.4094	4.1839	4.2003	3.17
Illinois	0	25	Top 25	16644.13	22737.03	22788.57	24422.44	25.6447	33.36	34.4819	35.8194	7.17
Illinois	1	271012	LT OILS, PREPS GT=70% PETROLEUM/BITUM NT BIOD	0	2493.71	3930.03	4959.8	0	3.6588	5.9466	7.2743	26.2
Illinois	2	120190	SOYBEANS, NESOI	0	1362.9	2213.67	1840.46	0	1.9997	3.3496	2.6993	-16.86
Illinois	3	870410	DUMPERS DESIGNED FOR OFF-HIGHWAY USE	4168.05	5013.83	2580.5	1806.64	6.422	7.3563	3.9046	2.6497	-29.99
Illinois	4	870324	PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC	558.72	637.16	1368.18	1611.1	0.8609	0.9349	2.0702	2.3629	17.75
Illinois	5	270900	CRUDE OIL FROM PETROLEUM AND BITUMINOUS MINER	0.7	0.68	215.27	1129.22	0.0011	0.001	0.3257	1.6562	424.55
Illinois	6	100590	CORN (MAIZE), OTHER THAN SEED CORN	734.03	511.97	654.43	1007.98	1.131	0.7512	0.9902	1.4784	54.03
