Year	State	County	FIPS	Commodity	Product	Volume
2011	CA	Tehama County	06103		Gas (mcf)	3157.14
2005	UT	Emery County	49015		Oil (bbl)	3164.63
2008	TX	Gray County	48179		Oil (bbl)	3168
2008	TX	McMullen County	48311		Oil (bbl)	3175
2012	OK	Texas County	40139		Oil (bbl)	3175.66
2014	MT	Glacier County	30035		Oil (bbl)	3180
2005	TX	Sabine County	48403		Oil (bbl)	3180.68
2013	MT	Pondera County	30073		Gas (mcf)	3186.12
2005	OK	Canadian County	40017		Oil (bbl)	3205.64
2008	OK	Canadian County	40017		Oil (bbl)	3212.27
2012	WY	Laramie County	56021		Gas (mcf)	3215.27
2009	CO	San Miguel County	08113		Oil (bbl)	3215.36
2014	LA	Union Parish	22111		Gas (mcf)	3216
2014	CO	Adams County	08001		Gas (mcf)	3216.11
2013	MI	Alcona County	26001		Gas (mcf)	3232.78
2010	TX	Taylor County	48441		Gas (mcf)	3237
2011	TX	Ochiltree County	48357		Gas (mcf)	3237
2010	AL	Fayette County	01057		Gas (mcf)	3246.38
2013	MI	Roscommon County	26143		Oil (bbl)	3246.83
2006	TX	Ochiltree County	48357		Gas (mcf)	3250.5
2013	MT	Stillwater County	30095		Gas (mcf)	3259.78
2013	TX	Taylor County	48441		Gas (mcf)	3263
2008	MS	Franklin County	28037		Gas (mcf)	3268
2014	OH	Muskingum County	39119		Gas (mcf)	3268
2011	CA	Monterey County	06053		Gas (mcf)	3269.6
2014	MS	Jasper County	28061		Gas (mcf)	3269.97
2010	UT	San Juan County	49037		Oil (bbl)	3278
2009	OK	Canadian County	40017		Oil (bbl)	3281.64
2009	CO	Kiowa County	08061		Oil (bbl)	3290
2010	TX	Jasper County	48241		Gas (mcf)	3295.36
2010	OK	Beaver County	40007		Oil (bbl)	3300.98
2011	OK	Beaver County	40007		Oil (bbl)	3306.15
2012	TX	Ochiltree County	48357		Gas (mcf)	3308.25
2005	TX	McMullen County	48311		Oil (bbl)	3319
2014	CO	Kiowa County	08061		Oil (bbl)	3323.87
2009	TX	McMullen County	48311		Oil (bbl)	3328
2005	AL	Lamar County	01075		Gas (mcf)	3329.75
2005	TX	Chambers County	48071		Gas (mcf)	3330
2012	LA	Union Parish	22111		Gas (mcf)	3333
2007	TX	Sabine County	48403		Oil (bbl)	3337.18
2013	MI	Kalkaska County	26079		Oil (bbl)	3340.25
2014	NV	Nye County	32023		Gas (mcf)	3341
2005	MT	Dawson County	30021		Oil (bbl)	3341
2005	MT	Prairie County	30079		Oil (bbl)	3341
2005	MT	Wibaux County	30109		Oil (bbl)	3341
2011	OH	Mahoning County	39099		Oil (bbl)	3345.68
2012	TX	Taylor County	48441		Gas (mcf)	3346
2007	OH	Perry County	39127		Gas (mcf)	3351
2011	LA	Union Parish	22111		Gas (mcf)	3355
2009	OK	Blaine County	40011		Oil (bbl)	3355.6
2011	LA	Red River Parish	22081		Gas (mcf)	3359.42
2012	CA	San Joaquin County	06077		Gas (mcf)	3366.7
2007	CA	Sacramento County	06067		Oil (bbl)	3374.86
2014	PA	Indiana County	42063		Gas (mcf)	3379.3
2014	KS	Lane County	20101		Oil (bbl)	3382
2005	TX	Jones County	48253		Oil (bbl)	3383
2007	OK	Woodward County	40153		Oil (bbl)	3398.03
2013	OK	Greer County	40055		Gas (mcf)	3398.43
2014	LA	Grant Parish	22043		Oil (bbl)	3404
2013	CO	Kiowa County	08061		Oil (bbl)	3409.21
2006	OK	Canadian County	40017		Oil (bbl)	3415.78
2013	LA	Union Parish	22111		Gas (mcf)	3417
2005	TX	Ochiltree County	48357		Gas (mcf)	3419.25
2013	NV	Nye County	32023		Gas (mcf)	3422
2009	MI	Calhoun County	26025		Oil (bbl)	3422
2009	AR	Columbia County	05027		Gas (mcf)	3422.19
2014	NE	Hitchcock County	31087		Oil (bbl)	3423.66
2006	OK	Custer County	40039		Oil (bbl)	3425.59
2007	TX	McMullen County	48311		Oil (bbl)	3426
2010	OK	Blaine County	40011		Oil (bbl)	3430.17
2009	CO	Prowers County	08099		Gas (mcf)	3438.22
2012	UT	Salt Lake County	49035		Gas (mcf)	3448.38
2008	TX	Washington County	48477		Oil (bbl)	3454.97
2011	MI	Alcona County	26001		Gas (mcf)	3464.98
2011	CA	Kern County	06029		Gas (mcf)	3465.42
2013	CA	San Joaquin County	06077		Gas (mcf)	3466.3
2014	CA	San Joaquin County	06077		Gas (mcf)	3468.45
2011	CA	Inyo County	06027		Geothermal - sulfur	3469.89
2005	TX	Wheeler County	48483		Gas (mcf)	3472.94
2009	CA	San Joaquin County	06077		Gas (mcf)	3478.34
2010	CA	San Joaquin County	06077		Gas (mcf)	3479.69
2008	OK	Woodward County	40153		Oil (bbl)	3489.23
2013	KS	Lane County	20101		Oil (bbl)	3491
2009	TX	Wheeler County	48483		Gas (mcf)	3493.81
2012	KS	Lane County	20101		Oil (bbl)	3499
2010	OK	Major County	40093		Gas (mcf)	3502
2010	OH	Mahoning County	39099		Oil (bbl)	3504.82
2007	CO	Kiowa County	08061		Oil (bbl)	3512
2010	TX	Ochiltree County	48357		Gas (mcf)	3516
2012	MT	Pondera County	30073		Gas (mcf)	3518.27
2008	TX	Taylor County	48441		Gas (mcf)	3520
2005	WV	Wyoming County	54109		Gas (mcf)	3521.4
2006	TX	Jones County	48253		Oil (bbl)	3522
2012	TX	Chambers County	48071		Oil (bbl)	3525
2010	MI	Calhoun County	26025		Oil (bbl)	3531.6
2011	CA	San Joaquin County	06077		Gas (mcf)	3532.48
2012	MI	Alcona County	26001		Gas (mcf)	3545.45
2014	MI	Grand Traverse County	26055		Gas (mcf)	3548.34
2008	CO	Moffat County	08081		Oil (bbl)	3558
2008	MI	Kalkaska County	26079		Oil (bbl)	3558.5
2007	TX	Jones County	48253		Gas (mcf)	3559
2010	TX	Chambers County	48071		Oil (bbl)	3560
2006	MS	Lamar County	28073		Oil (bbl)	3566.72
2014	OK	Beaver County	40007		Oil (bbl)	3599.2
2012	MI	Roscommon County	26143		Oil (bbl)	3604.88
2013	TX	Wheeler County	48483		Gas (mcf)	3615.13
2011	OK	Washita County	40149		Oil (bbl)	3617.11
2013	MS	Jasper County	28061		Gas (mcf)	3617.89
2009	UT	Washington County	49053		Gas (mcf)	3630
2011	TX	Wheeler County	48483		Gas (mcf)	3630.52
2012	NV	Nye County	32023		Gas (mcf)	3631
2009	LA	Lincoln Parish	22061		Gas (mcf)	3641.84
2013	OH	Muskingum County	39119		Gas (mcf)	3649
2012	TX	Wheeler County	48483		Gas (mcf)	3650.28
2013	CA	Solano County	06095		Oil (bbl)	3657.55
2013	UT	Duchesne County	49013		Gas (mcf)	3657.85
2008	TX	Ochiltree County	48357		Gas (mcf)	3659.25
2009	WY	Fremont County	56013		Oil (bbl)	3666
2012	LA	East Baton Rouge Parish	22033		Gas (mcf)	3668.07
2006	CA	Monterey County	06053		Oil (bbl)	3683.31
2008	MO	Reynolds County	29179		Copper Concentrate (tons)	3695.67
2008	OH	Mahoning County	39099		Oil (bbl)	3700.75
2006	UT	Emery County	49015		Oil (bbl)	3703.11
2007	CO	Garfield County	08045		Oil (bbl)	3705.83
2006	NE	Cheyenne County	31033		Gas (mcf)	3706
2006	MT	Garfield County	30033		Oil (bbl)	3720.34
2010	MS	Wilkinson County	28157		Oil (bbl)	3724
2006	TX	Sabine County	48403		Oil (bbl)	3724.87
2011	MI	Kalkaska County	26079		Oil (bbl)	3725.97
2011	WY	Carbon County	56007		Oil (bbl)	3735
2013	NE	Hitchcock County	31087		Oil (bbl)	3736.18
2010	WY	Fremont County	56013		Oil (bbl)	3737
2005	WY	Laramie County	56021		Gas (mcf)	3751.45
2010	KS	Lane County	20101		Oil (bbl)	3757
2011	KS	Lane County	20101		Oil (bbl)	3758
2012	MI	Kalkaska County	26079		Oil (bbl)	3766
2013	WY	Lincoln County	56023		Oil (bbl)	3767
2009	OK	Major County	40093		Gas (mcf)	3773
2006	CO	Kiowa County	08061		Oil (bbl)	3774
2005	CO	Kiowa County	08061		Oil (bbl)	3777.86
2012	OH	Muskingum County	39119		Gas (mcf)	3782
2009	MS	Wilkinson County	28157		Oil (bbl)	3784
2010	NY	Seneca County	36099		Gas (mcf)	3784.23
2012	OK	Greer County	40055		Gas (mcf)	3786.23
2007	SD	Fall River County	46047		Gas (mcf)	3794
2012	AR	Scott County	05127		Gas (mcf)	3800.74
2006	OK	Garvin County	40049		Oil (bbl)	3814.51
2007	LA	Union Parish	22111		Gas (mcf)	3816
2014	OK	Comanche County	40031		Oil (bbl)	3816.32
2014	MT	Glacier County	30035		Gas (mcf)	3817
2006	LA	Cameron Parish	22023		Gas (mcf)	3820.24
2010	AR	Sebastian County	05131		Gas (mcf)	3832.32
2011	NV	Nye County	32023		Gas (mcf)	3836
2013	WY	Park County	56029		Gas (mcf)	3839
2007	OK	Garvin County	40049		Oil (bbl)	3839.2
2013	MI	Grand Traverse County	26055		Gas (mcf)	3840.33
2009	CA	Monterey County	06053		Gas (mcf)	3845.06
2007	CO	Prowers County	08099		Gas (mcf)	3845.11
2014	MT	Phillips County	30071		Gas (mcf)	3846
2013	OK	Comanche County	40031		Oil (bbl)	3846.35
2009	MS	Perry County	28111		Gas (mcf)	3855.76
2014	OK	Custer County	40039		Oil (bbl)	3862.52
2012	OK	Major County	40093		Gas (mcf)	3863
2013	UT	Salt Lake County	49035		Oil (bbl)	3872.04
2009	LA	Union Parish	22111		Gas (mcf)	3875
2014	MS	Wilkinson County	28157		Oil (bbl)	3875.08
2009	OH	Mahoning County	39099		Oil (bbl)	3881.64
2007	MO	Reynolds County	29179		Copper Concentrate (tons)	3883.34
2008	CA	San Joaquin County	06077		Gas (mcf)	3887.56
2014	OK	Major County	40093		Gas (mcf)	3893
2011	AL	Fayette County	01057		Gas (mcf)	3895.5
2014	UT	Washington County	49053		Gas (mcf)	3899
2013	TX	Sabine County	48403		Oil (bbl)	3902.33
2014	CO	Routt County	08107		Oil (bbl)	3903
2011	TX	Sabine County	48403		Oil (bbl)	3905.41
2008	LA	Natchitoches Parish	22069		Gas (mcf)	3907.09
2014	ND	Renville County	38075		Gas (mcf)	3910
2011	MI	Roscommon County	26143		Oil (bbl)	3918.32
2009	AL	Fayette County	01057		Gas (mcf)	3931.13
2007	CA	San Joaquin County	06077		Gas (mcf)	3948.96
2014	WY	Fremont County	56013		Oil (bbl)	3950.73
2013	MT	Fallon County	30025		Gas (mcf)	3950.75
2011	NY	Seneca County	36099		Gas (mcf)	3951.01
2012	MO	Dent County	29065		Zinc Concentrate (tons)	3953
2012	PA	Indiana County	42063		Gas (mcf)	3953.23
2012	MI	Calhoun County	26025		Oil (bbl)	3954.4
2005	WY	Sublette County	56035		Oil (bbl)	3963
2010	TX	Bowie County	48037		Oil (bbl)	3979.58
2010	MI	Jackson County	26075		Gas (mcf)	3981.25
2007	TX	Washington County	48477		Oil (bbl)	3991.34
2011	UT	Washington County	49053		Gas (mcf)	3998
2007	OK	Coal County	40029		Oil (bbl)	4000.71
2011	OK	Major County	40093		Gas (mcf)	4003
2011	OK	Texas County	40139		Oil (bbl)	4003.82
2010	NV	Nye County	32023		Gas (mcf)	4010
2007	TX	Ochiltree County	48357		Gas (mcf)	4018.5
2010	OK	Texas County	40139		Oil (bbl)	4022.22
2011	MS	Wilkinson County	28157		Oil (bbl)	4030.4
2012	UT	Washington County	49053		Gas (mcf)	4035
2005	OH	Mahoning County	39099		Oil (bbl)	4044.99
2010	UT	Washington County	49053		Gas (mcf)	4047
2005	OK	Lincoln County	40081		Oil (bbl)	4067.13
2008	MS	Perry County	28111		Gas (mcf)	4074.47
2007	OH	Mahoning County	39099		Oil (bbl)	4083.78
2008	AR	Columbia County	05027		Gas (mcf)	4084.04
2010	MS	Adams County	28001		Oil (bbl)	4088
2014	MI	Clare County	26035		Gas (mcf)	4088.73
2006	MS	Forrest County	28035		Oil (bbl)	4095.44
2005	CA	Monterey County	06053		Oil (bbl)	4105.47
2014	MT	Glacier County	30035		Oil (bbl)	4107.9
2011	TX	Walker County	48471		Gas (mcf)	4113.79
2011	NE	Hitchcock County	31087		Oil (bbl)	4119.88
2012	OH	Lawrence County	39087		Gas (mcf)	4121.58
2007	MT	Liberty County	30051		Oil (bbl)	4121.7
2014	ND	Bowman County	38011		Gas (mcf)	4123
2013	UT	Washington County	49053		Gas (mcf)	4129
2007	WY	Carbon County	56007		Oil (bbl)	4134.5
2013	KS	Comanche County	20033		Gas (mcf)	4136.83
2010	CO	Moffat County	08081		Oil (bbl)	4137
2007	CO	San Miguel County	08113		Oil (bbl)	4141.54
2013	WY	Sheridan County	56033		Oil (bbl)	4150.25
2013	MT	Glacier County	30035		Oil (bbl)	4158.46
2013	MT	Phillips County	30071		Gas (mcf)	4161
2012	TX	Tarrant County	48439		Oil (bbl)	4163.66
2006	CA	San Joaquin County	06077		Gas (mcf)	4164.26
2010	MO	Iron County	29093		Copper Concentrate (tons)	4174.33
2013	OK	Payne County	40119		Gas (mcf)	4180.34
2011	LA	Webster Parish	22119		Oil (bbl)	4189.2
2012	CA	Solano County	06095		Oil (bbl)	4189.56
2009	MT	Phillips County	30071		Gas (mcf)	4191
2010	CA	Monterey County	06053		Gas (mcf)	4199.16
2011	OK	Greer County	40055		Gas (mcf)	4205.4
2014	TX	Harrison County	48203		Gas (mcf)	4215
2009	LA	Vermilion Parish	22113		Oil (bbl)	4218.92
2008	NV	Nye County	32023		Gas (mcf)	4227
2010	MI	Roscommon County	26143		Oil (bbl)	4250.47
2013	MS	Wilkinson County	28157		Oil (bbl)	4256.53
2014	WY	Campbell County	56005		Oil (bbl)	4261
2011	OH	Muskingum County	39119		Gas (mcf)	4276
2010	MO	Reynolds County	29179		Copper Concentrate (tons)	4289.33
2005	MT	Garfield County	30033		Oil (bbl)	4294.05
2011	LA	Vernon Parish	22115		Oil (bbl)	4294.89
2008	OK	Blaine County	40011		Oil (bbl)	4299.17
2012	LA	Vernon Parish	22115		Oil (bbl)	4301.88
2012	NE	Hitchcock County	31087		Oil (bbl)	4302.08
2013	OK	Beaver County	40007		Oil (bbl)	4303.68
2014	KS	Comanche County	20033		Gas (mcf)	4305.55
2008	MS	Wilkinson County	28157		Oil (bbl)	4315.23
2005	LA	Vermilion Parish	22113		Oil (bbl)	4316.24
2008	AK	North Slope Borough	02185		Oil (bbl)	4321
2005	OK	Custer County	40039		Oil (bbl)	4332.77
2008	TX	Wheeler County	48483		Gas (mcf)	4338.44
2010	MT	Roosevelt County	30085		Gas (mcf)	4349.13
2012	UT	Salt Lake County	49035		Oil (bbl)	4351.38
2009	MI	Alcona County	26001		Gas (mcf)	4353.98
2014	OK	Payne County	40119		Oil (bbl)	4356.75
2011	MI	Calhoun County	26025		Oil (bbl)	4360
2014	OK	Atoka County	40005		Gas (mcf)	4361.77
2014	MO	Iron County	29093		Copper Concentrate (tons)	4362.58
2006	OH	Mahoning County	39099		Oil (bbl)	4364.08
2007	UT	Washington County	49053		Gas (mcf)	4365
2007	MS	Franklin County	28037		Gas (mcf)	4371
2014	PA	Westmoreland County	42129		Gas (mcf)	4380.67
2013	OK	Coal County	40029		Oil (bbl)	4381.29
2011	TX	Harrison County	48203		Gas (mcf)	4383
2010	WY	Carbon County	56007		Oil (bbl)	4398.5
2011	MT	Pondera County	30073		Gas (mcf)	4399.01
2009	OK	Texas County	40139		Oil (bbl)	4399.49
2005	MS	Jasper County	28061		Gas (mcf)	4401.97
2005	AL	Fayette County	01057		Gas (mcf)	4405.88
2007	LA	Natchitoches Parish	22069		Gas (mcf)	4410.59
2010	NE	Hitchcock County	31087		Oil (bbl)	4410.89
2007	MT	Glacier County	30035		Oil (bbl)	4433.71
2009	NV	Nye County	32023		Gas (mcf)	4440
2012	MT	Fallon County	30025		Gas (mcf)	4443.25
2013	CO	Routt County	08107		Gas (mcf)	4444
2009	OK	Alfalfa County	40003		Oil (bbl)	4445.4
2009	TX	Ochiltree County	48357		Gas (mcf)	4447.5
2008	CO	Garfield County	08045		Oil (bbl)	4457.67
2011	TX	Chambers County	48071		Oil (bbl)	4469
2006	MT	Liberty County	30051		Oil (bbl)	4469.28
2014	NM	Bernalillo County	35001		Oil (bbl)	4477
2013	CO	Washington County	08121		Oil (bbl)	4480
2006	AL	Fayette County	01057		Gas (mcf)	4480.5
2013	LA	Vermilion Parish	22113		Oil (bbl)	4487.11
2010	MT	Glacier County	30035		Oil (bbl)	4488.07
2012	WY	Natrona County	56025		Oil (bbl)	4495.23
2008	AL	Fayette County	01057		Gas (mcf)	4509.38
2005	OK	Blaine County	40011		Oil (bbl)	4515.95
2009	CA	Contra Costa County	06013		Gas (mcf)	4534.33
2011	MO	Reynolds County	29179		Copper Concentrate (tons)	4552.67
2007	AR	Columbia County	05027		Gas (mcf)	4560.46
2009	KS	Lane County	20101		Oil (bbl)	4562
2012	MI	Grand Traverse County	26055		Gas (mcf)	4562.88
2010	LA	Vernon Parish	22115		Oil (bbl)	4568.15
2007	NV	Nye County	32023		Gas (mcf)	4573
2010	AL	Mobile County	01097		Oil (bbl)	4579.94
2008	CA	Monterey County	06053		Oil (bbl)	4588.5
2007	MO	Dent County	29065		Zinc Concentrate (tons)	4591
2005	OK	Washita County	40149		Gas (mcf)	4594.48
2011	MT	Glacier County	30035		Oil (bbl)	4598.79
2005	MI	Kalkaska County	26079		Oil (bbl)	4602.3
2006	LA	Union Parish	22111		Gas (mcf)	4616
2009	MI	Roscommon County	26143		Oil (bbl)	4623.68
2012	MT	Stillwater County	30095		Gas (mcf)	4631.17
2008	UT	Washington County	49053		Gas (mcf)	4648
2006	MT	Glacier County	30035		Oil (bbl)	4648.47
2008	MT	Glacier County	30035		Oil (bbl)	4650.18
2012	MO	Iron County	29093		Copper Concentrate (tons)	4654.67
2009	MT	Glacier County	30035		Oil (bbl)	4657.17
2010	LA	Webster Parish	22119		Oil (bbl)	4657.86
2005	CA	San Joaquin County	06077		Gas (mcf)	4659.21
2011	CO	Moffat County	08081		Oil (bbl)	4664
2012	MS	Jasper County	28061		Gas (mcf)	4669.01
2012	WY	Lincoln County	56023		Oil (bbl)	4669.67
2010	CA	Inyo County	06027		Geothermal - sulfur	4669.79
2010	MT	Pondera County	30073		Gas (mcf)	4673.93
2007	OK	Blaine County	40011		Oil (bbl)	4676.73
2006	MT	Musselshell County	30065		Oil (bbl)	4704.04
2006	UT	Washington County	49053		Gas (mcf)	4712
2013	WY	Laramie County	56021		Gas (mcf)	4714.67
2007	TX	Gray County	48179		Oil (bbl)	4717
2009	NE	Hitchcock County	31087		Oil (bbl)	4719.9
2012	MS	Wilkinson County	28157		Oil (bbl)	4720.68
2012	MT	Phillips County	30071		Gas (mcf)	4730
2007	AL	Fayette County	01057		Gas (mcf)	4736.63
2006	TX	McMullen County	48311		Oil (bbl)	4750
2006	MO	Dent County	29065		Zinc Concentrate (tons)	4751
2007	WY	Albany County	56001		Gas (mcf)	4753
2013	OK	Atoka County	40005		Gas (mcf)	4768.47
2007	TX	Taylor County	48441		Gas (mcf)	4769
2014	MS	Forrest County	28035		Oil (bbl)	4769.03
2008	MI	Alcona County	26001		Gas (mcf)	4774.84
2012	KS	Comanche County	20033		Gas (mcf)	4788.81
2011	CA	San Luis Obispo County	06079		Gas (mcf)	4796.58
2010	MT	Roosevelt County	30085		Oil (bbl)	4796.72
2014	LA	Webster Parish	22119		Oil (bbl)	4797.23
2013	UT	Salt Lake County	49035		Gas (mcf)	4800
2009	TX	Tarrant County	48439		Oil (bbl)	4815.45
2010	MI	Kalkaska County	26079		Oil (bbl)	4816.5
2012	MT	Glacier County	30035		Oil (bbl)	4821.37
2008	UT	Sanpete County	49039		Oil (bbl)	4824
2009	MT	Roosevelt County	30085		Gas (mcf)	4832.19
2008	MI	Calhoun County	26025		Oil (bbl)	4841.6
2005	MS	Lamar County	28073		Oil (bbl)	4846.36
2006	OK	Greer County	40055		Gas (mcf)	4867.69
2006	OH	Muskingum County	39119		Gas (mcf)	4871
2013	AL	Mobile County	01097		Oil (bbl)	4878.59
2006	TX	Washington County	48477		Oil (bbl)	4888.24
2014	TX	Burleson County	48051		Gas (mcf)	4890.13
2005	ND	Mountrail County	38061		Gas (mcf)	4891.49
2012	WY	Sheridan County	56033		Oil (bbl)	4901.71
2011	TX	Jasper County	48241		Gas (mcf)	4903.67
2008	NY	Chautauqua County	36013		Gas (mcf)	4909.44
2013	LA	Caldwell Parish	22021		Gas (mcf)	4918.36
2014	AL	Mobile County	01097		Oil (bbl)	4919.53
2005	MT	Liberty County	30051		Oil (bbl)	4927.32
2012	LA	Vermilion Parish	22113		Oil (bbl)	4929.99
2005	LA	Cameron Parish	22023		Gas (mcf)	4946.36
2014	MS	Pearl River County	28109		Oil (bbl)	4953.8
2010	PA	Indiana County	42063		Gas (mcf)	4954.5
2005	LA	Union Parish	22111		Gas (mcf)	4958
2013	MT	Musselshell County	30065		Oil (bbl)	4960.2
2006	NV	Nye County	32023		Gas (mcf)	4999
2008	KS	Lane County	20101		Oil (bbl)	4999
2009	MT	Pondera County	30073		Gas (mcf)	5002.19
2010	MO	Dent County	29065		Zinc Concentrate (tons)	5003.66
2007	OK	Payne County	40119		Gas (mcf)	5010.31
2010	OH	Muskingum County	39119		Gas (mcf)	5018
2014	CO	Washington County	08121		Oil (bbl)	5034
2009	WY	Carbon County	56007		Oil (bbl)	5035.5
2006	MS	Wilkinson County	28157		Oil (bbl)	5039.69
2006	MS	Pearl River County	28109		Oil (bbl)	5050.54
2007	KS	Lane County	20101		Oil (bbl)	5052
2011	KS	Comanche County	20033		Gas (mcf)	5053.75
2005	PA	Indiana County	42063		Gas (mcf)	5059.58
2007	MS	Pearl River County	28109		Oil (bbl)	5064.51
2014	OK	Alfalfa County	40003		Oil (bbl)	5069.43
2013	MS	Forrest County	28035		Oil (bbl)	5083.03
2008	MI	Roscommon County	26143		Oil (bbl)	5086.39
2010	OK	Greer County	40055		Gas (mcf)	5101.51
2008	AK	North Slope Borough	02185		Gas (mcf)	5110
2013	PA	Indiana County	42063		Gas (mcf)	5121.05
2007	MT	Musselshell County	30065		Oil (bbl)	5128.84
2007	WY	Sheridan County	56033		Oil (bbl)	5132.35
2006	KS	Lane County	20101		Oil (bbl)	5140
2008	NE	Hitchcock County	31087		Oil (bbl)	5148.04
2006	OK	Blaine County	40011		Oil (bbl)	5149.18
2009	WY	Sheridan County	56033		Gas (mcf)	5152
2005	TX	Taylor County	48441		Gas (mcf)	5155
2011	AL	Mobile County	01097		Oil (bbl)	5156.17
2007	MI	Roscommon County	26143		Oil (bbl)	5156.67
2005	MS	Franklin County	28037		Gas (mcf)	5166
2012	AL	Mobile County	01097		Oil (bbl)	5166.25
2012	OK	Comanche County	40031		Oil (bbl)	5166.65
2005	ND	Renville County	38075		Gas (mcf)	5167.85
2005	MS	Pearl River County	28109		Oil (bbl)	5173.39
2013	MO	Dent County	29065		Zinc Concentrate (tons)	5179.99
2006	MI	Roscommon County	26143		Oil (bbl)	5182.15
2012	PA	Westmoreland County	42129		Gas (mcf)	5184.18
2007	NY	Seneca County	36099		Gas (mcf)	5185.05
2006	AR	Columbia County	05027		Gas (mcf)	5185.16
2011	MI	Grand Traverse County	26055		Gas (mcf)	5188.57
2006	TX	Gray County	48179		Oil (bbl)	5196
2009	TX	Wilbarger County	48487		Gas (mcf)	5200.56
2009	LA	Webster Parish	22119		Oil (bbl)	5200.61
2008	MO	Dent County	29065		Zinc Concentrate (tons)	5215.33
2013	MS	Smith County	28129		Gas (mcf)	5215.72
2005	LA	Webster Parish	22119		Oil (bbl)	5239.88
2009	NY	Seneca County	36099		Gas (mcf)	5262.21
2005	NV	Nye County	32023		Gas (mcf)	5281
2014	LA	Vermilion Parish	22113		Oil (bbl)	5293.18
2011	CA	Solano County	06095		Oil (bbl)	5297.97
2007	NE	Hitchcock County	31087		Oil (bbl)	5305.23
2009	MO	Iron County	29093		Copper Concentrate (tons)	5324.67
2014	TX	Shelby County	48419		Oil (bbl)	5325.57
2008	MT	Liberty County	30051		Oil (bbl)	5325.85
2008	NE	Cheyenne County	31033		Gas (mcf)	5330
2011	MO	Dent County	29065		Zinc Concentrate (tons)	5334.66
2013	NM	Bernalillo County	35001		Oil (bbl)	5337
2013	WY	Fremont County	56013		Oil (bbl)	5350.96
2009	MT	Liberty County	30051		Oil (bbl)	5352.95
2006	ND	Mountrail County	38061		Gas (mcf)	5354.92
2010	MI	Grand Traverse County	26055		Gas (mcf)	5372.57
2005	MO	Dent County	29065		Zinc Concentrate (tons)	5377.33
2011	WY	Lincoln County	56023		Oil (bbl)	5385
2012	MT	Musselshell County	30065		Oil (bbl)	5386.13
2006	NY	Seneca County	36099		Gas (mcf)	5388.85
2014	WY	Park County	56029		Gas (mcf)	5392
2009	MT	Musselshell County	30065		Oil (bbl)	5395.46
2010	MT	Musselshell County	30065		Oil (bbl)	5412.51
2006	ND	Renville County	38075		Gas (mcf)	5412.85
2009	MO	Dent County	29065		Zinc Concentrate (tons)	5413.99
2011	PA	Indiana County	42063		Gas (mcf)	5425.61
2005	UT	Washington County	49053		Gas (mcf)	5445
2007	WY	Park County	56029		Gas (mcf)	5480
2011	OK	Payne County	40119		Gas (mcf)	5487.67
2009	MS	Scott County	28123		Oil (bbl)	5499
2009	OH	Lawrence County	39087		Gas (mcf)	5506.35
2008	MO	Iron County	29093		Copper Concentrate (tons)	5514.67
2013	MO	Iron County	29093		Copper Concentrate (tons)	5515
2011	MS	Jasper County	28061		Gas (mcf)	5527.15
2012	OK	Atoka County	40005		Gas (mcf)	5536.17
2014	OH	Portage County	39133		Oil (bbl)	5541.24
2006	LA	East Baton Rouge Parish	22033		Oil (bbl)	5547.99
2010	KS	Comanche County	20033		Gas (mcf)	5562.16
2009	OH	Muskingum County	39119		Gas (mcf)	5578
2007	TX	Grayson County	48181		Oil (bbl)	5588.92
2009	PA	Indiana County	42063		Gas (mcf)	5593.31
2012	WY	Sweetwater County	56037		Oil (bbl)	5594.67
2006	MS	Franklin County	28037		Gas (mcf)	5607
2013	ND	Renville County	38075		Gas (mcf)	5615.23
2007	MI	Alcona County	26001		Gas (mcf)	5617.24
2008	NY	Seneca County	36099		Gas (mcf)	5619.92
2008	UT	Carbon County	49007		Oil (bbl)	5634
2008	CO	Prowers County	08099		Gas (mcf)	5635.79
2013	CO	San Miguel County	08113		Oil (bbl)	5638.96
2011	CO	Garfield County	08045		Oil (bbl)	5647
2009	MT	Roosevelt County	30085		Oil (bbl)	5648.46
2013	AR	Scott County	05127		Gas (mcf)	5656.56
2010	UT	Duchesne County	49013		Oil (bbl)	5659
2012	TX	Grayson County	48181		Oil (bbl)	5659.06
2007	MO	Iron County	29093		Copper Concentrate (tons)	5660.33
2006	NE	Hitchcock County	31087		Oil (bbl)	5662.72
2005	TX	Washington County	48477		Oil (bbl)	5663.97
2014	CA	San Luis Obispo County	06079		Oil (bbl)	5672.64
2014	KS	Meade County	20119		Gas (mcf)	5674.39
2005	MT	Glacier County	30035		Oil (bbl)	5731.54
2009	OK	Greer County	40055		Gas (mcf)	5737.19
2005	NE	Hitchcock County	31087		Oil (bbl)	5740.08
2014	MT	Liberty County	30051		Oil (bbl)	5753.04
2013	MT	Liberty County	30051		Oil (bbl)	5788.6
2008	LA	Webster Parish	22119		Oil (bbl)	5790.33
2012	CO	Washington County	08121		Oil (bbl)	5804
2012	OK	Payne County	40119		Gas (mcf)	5818.21
2010	TX	Burleson County	48051		Gas (mcf)	5823.55
2006	TX	Jasper County	48241		Gas (mcf)	5837.8
2005	KS	Lane County	20101		Oil (bbl)	5840
2005	MI	Roscommon County	26143		Oil (bbl)	5854.87
2011	MT	Phillips County	30071		Gas (mcf)	5873
2007	MS	Perry County	28111		Gas (mcf)	5878.31
2011	WY	Sheridan County	56033		Oil (bbl)	5884.67
