State	County	Year	Volume	Commodity	Product
WV	Mercer County	2012	147388		Coal (short tons)
WV	Mineral County	2012	38885		Coal (short tons)
WV	Mingo County	2012	199788		Coal (short tons)
WV	Monongalia County	2012	193390		Coal (short tons)
WV	Nicholas County	2012	227485		Coal (short tons)
WV	Ohio County	2012	2000531		Coal (short tons)
WV	Preston County	2012	5072		Coal (short tons)
WV	Raleigh County	2012	2112		Coal (short tons)
WV	Randolph County	2012	443160		Coal (short tons)
WV	Taylor County	2012	14351		Coal (short tons)
WV	Tucker County	2012	111991		Coal (short tons)
WV	Upshur County	2012	375507		Coal (short tons)
WV	Wayne County	2012	127725		Coal (short tons)
WV	Webster County	2012	270026		Coal (short tons)
WV	Wyoming County	2012	10985		Coal (short tons)
WV	Boone County	2013	30829		Coal (short tons)
WV	Clay County	2013	2694		Coal (short tons)
WV	Grant County	2013	304		Coal (short tons)
WV	Harrison County	2013	433570		Coal (short tons)
WV	Kanawha County	2013	20268		Coal (short tons)
WV	Lincoln County	2013	543882		Coal (short tons)
WV	Logan County	2013	9725		Coal (short tons)
WV	Mcdowell County	2013	684		Coal (short tons)
WV	Marion County	2013	1659		Coal (short tons)
WV	Marshall County	2013	9403070		Coal (short tons)
WV	Mercer County	2013	251128		Coal (short tons)
WV	Mineral County	2013	48130		Coal (short tons)
WV	Mingo County	2013	30534		Coal (short tons)
WV	Monongalia County	2013	25022		Coal (short tons)
WV	Nicholas County	2013	27716		Coal (short tons)
WV	Ohio County	2013	3694046		Coal (short tons)
WV	Raleigh County	2013	213306		Coal (short tons)
WV	Taylor County	2013	494		Coal (short tons)
WV	Tucker County	2013	15537		Coal (short tons)
WV	Upshur County	2013	53374		Coal (short tons)
WV	Wayne County	2013	52860		Coal (short tons)
WV	Webster County	2013	247246		Coal (short tons)
WV	Wyoming County	2013	124255		Coal (short tons)
WY	Campbell County	2004	4533621		Coal (short tons)
WY	Carbon County	2004	16692		Coal (short tons)
WY	Converse County	2004	29682854		Coal (short tons)
WY	Lincoln County	2004	4490573		Coal (short tons)
WY	Sweetwater County	2004	43187		Coal (short tons)
WY	Campbell County	2005	4093611		Coal (short tons)
WY	Converse County	2005	29953375		Coal (short tons)
WY	Hot Springs County	2005	6206		Coal (short tons)
WY	Lincoln County	2005	4616597		Coal (short tons)
WY	Sweetwater County	2005	410065		Coal (short tons)
WY	Campbell County	2006	5860998		Coal (short tons)
WY	Carbon County	2006	28212		Coal (short tons)
WY	Converse County	2006	33879292		Coal (short tons)
WY	Hot Springs County	2006	1086		Coal (short tons)
WY	Lincoln County	2006	4565158		Coal (short tons)
WY	Sweetwater County	2006	519151		Coal (short tons)
WY	Campbell County	2007	5303516		Coal (short tons)
WY	Carbon County	2007	120055		Coal (short tons)
WY	Converse County	2007	34474682		Coal (short tons)
WY	Hot Springs County	2007	443		Coal (short tons)
WY	Lincoln County	2007	5190147		Coal (short tons)
WY	Sweetwater County	2007	2821835		Coal (short tons)
WY	Campbell County	2008	5261242		Coal (short tons)
WY	Carbon County	2008	261198		Coal (short tons)
WY	Converse County	2008	35777489		Coal (short tons)
WY	Hot Springs County	2008	168		Coal (short tons)
WY	Lincoln County	2008	4988841		Coal (short tons)
WY	Sweetwater County	2008	3501147		Coal (short tons)
WY	Campbell County	2009	5233980		Coal (short tons)
WY	Carbon County	2009	7289		Coal (short tons)
WY	Converse County	2009	33975524		Coal (short tons)
WY	Hot Springs County	2009	12711		Coal (short tons)
WY	Lincoln County	2009	4460896		Coal (short tons)
WY	Sweetwater County	2009	3471844		Coal (short tons)
WY	Campbell County	2010	5448073		Coal (short tons)
WY	Carbon County	2010	672		Coal (short tons)
WY	Converse County	2010	35908216		Coal (short tons)
WY	Hot Springs County	2010	25913		Coal (short tons)
WY	Lincoln County	2010	4760173		Coal (short tons)
WY	Sweetwater County	2010	3819144		Coal (short tons)
WY	Campbell County	2011	5776092		Coal (short tons)
WY	Converse County	2011	37060246		Coal (short tons)
WY	Hot Springs County	2011	28738		Coal (short tons)
WY	Lincoln County	2011	4567225		Coal (short tons)
WY	Sweetwater County	2011	3043110		Coal (short tons)
WY	Campbell County	2012	6006787		Coal (short tons)
WY	Carbon County	2012	786		Coal (short tons)
WY	Converse County	2012	34316314		Coal (short tons)
WY	Hot Springs County	2012	24040		Coal (short tons)
WY	Lincoln County	2012	4644628		Coal (short tons)
WY	Sweetwater County	2012	4636557		Coal (short tons)
WY	Campbell County	2013	5433936		Coal (short tons)
WY	Converse County	2013	31354248		Coal (short tons)
WY	Hot Springs County	2013	26587		Coal (short tons)
WY	Lincoln County	2013	4639135		Coal (short tons)
WY	Sweetwater County	2013	4442616		Coal (short tons)
