Year	Commodity	Volume	Region	Product
2012		6536000	AR	Crude Oil (bbl)
2012		70643000	LA	Crude Oil (bbl)
2012		24593000	MS	Crude Oil (bbl)
2012		85334000	NM	Crude Oil (bbl)
2012		722130000	TX	Crude Oil (bbl)
2012		463429000	gulf	Crude Oil (bbl)
2012		49435000	CO	Crude Oil (bbl)
2012		26495000	MT	Crude Oil (bbl)
2012		30268000	UT	Crude Oil (bbl)
2012		57830000	WY	Crude Oil (bbl)
2012		192368000	AK	Crude Oil (bbl)
2012		52000	AZ	Crude Oil (bbl)
2012		197211000	CA	Crude Oil (bbl)
2012		368000	NV	Crude Oil (bbl)
2012		17679000	pacific alaska	Crude Oil (bbl)
2013		2174000	FL	Crude Oil (bbl)
2013		313000	NY	Crude Oil (bbl)
2013		5246000	PA	Crude Oil (bbl)
2013		9000	VA	Crude Oil (bbl)
2013		7564000	WV	Crude Oil (bbl)
2013		9539000	IL	Crude Oil (bbl)
2013		2399000	IN	Crude Oil (bbl)
2013		46845000	KS	Crude Oil (bbl)
2013		2893000	KY	Crude Oil (bbl)
2013		7706000	MI	Crude Oil (bbl)
2013		199000	MO	Crude Oil (bbl)
2013		2808000	NE	Crude Oil (bbl)
2013		313823000	ND	Crude Oil (bbl)
2013		7962000	OH	Crude Oil (bbl)
2013		114486000	OK	Crude Oil (bbl)
2013		1829000	SD	Crude Oil (bbl)
2013		334000	TN	Crude Oil (bbl)
2013		10391000	AL	Crude Oil (bbl)
2013		6640000	AR	Crude Oil (bbl)
2013		71815000	LA	Crude Oil (bbl)
2013		24345000	MS	Crude Oil (bbl)
2013		101451000	NM	Crude Oil (bbl)
2013		923561000	TX	Crude Oil (bbl)
2013		457874000	gulf	Crude Oil (bbl)
2013		65257000	CO	Crude Oil (bbl)
2013		29288000	MT	Crude Oil (bbl)
2013		34912000	UT	Crude Oil (bbl)
2013		63285000	WY	Crude Oil (bbl)
2013		187954000	AK	Crude Oil (bbl)
2013		60000	AZ	Crude Oil (bbl)
2013		198928000	CA	Crude Oil (bbl)
2013		334000	NV	Crude Oil (bbl)
2013		18559000	pacific alaska	Crude Oil (bbl)
2004		463	CT	Conventional Hydroelectric (Kwh)
2005		478	CT	Conventional Hydroelectric (Kwh)
2006		544	CT	Conventional Hydroelectric (Kwh)
2007		363	CT	Conventional Hydroelectric (Kwh)
2008		556	CT	Conventional Hydroelectric (Kwh)
2009		510	CT	Conventional Hydroelectric (Kwh)
2010		391	CT	Conventional Hydroelectric (Kwh)
2011		567	CT	Conventional Hydroelectric (Kwh)
2012		312	CT	Conventional Hydroelectric (Kwh)
2013		402	CT	Conventional Hydroelectric (Kwh)
2004		758	CT	All Other Renewables (Kwh)
2005		753	CT	All Other Renewables (Kwh)
2006		763	CT	All Other Renewables (Kwh)
2007		730	CT	All Other Renewables (Kwh)
2008		734	CT	All Other Renewables (Kwh)
2009		759	CT	All Other Renewables (Kwh)
2010		740	CT	All Other Renewables (Kwh)
2011		660	CT	All Other Renewables (Kwh)
2012		667	CT	All Other Renewables (Kwh)
2013		652	CT	All Other Renewables (Kwh)
2013		0	CT	Solar (Kwh)
2004		758	CT	Biomass (total) (Kwh)
2005		753	CT	Biomass (total) (Kwh)
2006		763	CT	Biomass (total) (Kwh)
2007		730	CT	Biomass (total) (Kwh)
2008		734	CT	Biomass (total) (Kwh)
2009		759	CT	Biomass (total) (Kwh)
2010		740	CT	Biomass (total) (Kwh)
2011		660	CT	Biomass (total) (Kwh)
2012		667	CT	Biomass (total) (Kwh)
2013		652	CT	Biomass (total) (Kwh)
2004		5	CT	Wood and wood-derived fuels (Kwh)
2005		7	CT	Wood and wood-derived fuels (Kwh)
2006		9	CT	Wood and wood-derived fuels (Kwh)
2007		2	CT	Wood and wood-derived fuels (Kwh)
2008		2	CT	Wood and wood-derived fuels (Kwh)
2009		1	CT	Wood and wood-derived fuels (Kwh)
2010		0	CT	Wood and wood-derived fuels (Kwh)
2011		1	CT	Wood and wood-derived fuels (Kwh)
2012		1	CT	Wood and wood-derived fuels (Kwh)
2013		4	CT	Wood and wood-derived fuels (Kwh)
2004		752	CT	Other biomass (Kwh)
2005		746	CT	Other biomass (Kwh)
2006		755	CT	Other biomass (Kwh)
2007		728	CT	Other biomass (Kwh)
2008		732	CT	Other biomass (Kwh)
2009		758	CT	Other biomass (Kwh)
2010		739	CT	Other biomass (Kwh)
2011		659	CT	Other biomass (Kwh)
2012		666	CT	Other biomass (Kwh)
2013		648	CT	Other biomass (Kwh)
2004		3430	ME	Conventional Hydroelectric (Kwh)
2005		4091	ME	Conventional Hydroelectric (Kwh)
2006		4278	ME	Conventional Hydroelectric (Kwh)
2007		3738	ME	Conventional Hydroelectric (Kwh)
2008		4457	ME	Conventional Hydroelectric (Kwh)
2009		4212	ME	Conventional Hydroelectric (Kwh)
2010		3810	ME	Conventional Hydroelectric (Kwh)
2011		3979	ME	Conventional Hydroelectric (Kwh)
2012		3733	ME	Conventional Hydroelectric (Kwh)
2013		3560	ME	Conventional Hydroelectric (Kwh)
2004		3598	ME	All Other Renewables (Kwh)
2005		4068	ME	All Other Renewables (Kwh)
2006		3968	ME	All Other Renewables (Kwh)
2007		4207	ME	All Other Renewables (Kwh)
2008		4058	ME	All Other Renewables (Kwh)
2009		3938	ME	All Other Renewables (Kwh)
2010		4152	ME	All Other Renewables (Kwh)
2011		4495	ME	All Other Renewables (Kwh)
2012		4099	ME	All Other Renewables (Kwh)
2013		4893	ME	All Other Renewables (Kwh)
2007		99	ME	Wind (Kwh)
2008		132	ME	Wind (Kwh)
2009		299	ME	Wind (Kwh)
2010		499	ME	Wind (Kwh)
2011		707	ME	Wind (Kwh)
2012		887	ME	Wind (Kwh)
2013		1048	ME	Wind (Kwh)
2004		3598	ME	Biomass (total) (Kwh)
2005		4068	ME	Biomass (total) (Kwh)
2006		3968	ME	Biomass (total) (Kwh)
2007		4108	ME	Biomass (total) (Kwh)
2008		3926	ME	Biomass (total) (Kwh)
2009		3640	ME	Biomass (total) (Kwh)
2010		3653	ME	Biomass (total) (Kwh)
2011		3788	ME	Biomass (total) (Kwh)
2012		3212	ME	Biomass (total) (Kwh)
2013		3846	ME	Biomass (total) (Kwh)
2004		3187	ME	Wood and wood-derived fuels (Kwh)
2005		3778	ME	Wood and wood-derived fuels (Kwh)
2006		3685	ME	Wood and wood-derived fuels (Kwh)
2007		3848	ME	Wood and wood-derived fuels (Kwh)
2008		3669	ME	Wood and wood-derived fuels (Kwh)
2009		3367	ME	Wood and wood-derived fuels (Kwh)
2010		3390	ME	Wood and wood-derived fuels (Kwh)
2011		3511	ME	Wood and wood-derived fuels (Kwh)
2012		2945	ME	Wood and wood-derived fuels (Kwh)
2013		3625	ME	Wood and wood-derived fuels (Kwh)
2004		411	ME	Other biomass (Kwh)
2005		290	ME	Other biomass (Kwh)
2006		283	ME	Other biomass (Kwh)
2007		260	ME	Other biomass (Kwh)
2008		258	ME	Other biomass (Kwh)
2009		273	ME	Other biomass (Kwh)
2010		264	ME	Other biomass (Kwh)
2011		277	ME	Other biomass (Kwh)
2012		267	ME	Other biomass (Kwh)
2013		220	ME	Other biomass (Kwh)
2004		998	MA	Conventional Hydroelectric (Kwh)
2005		1042	MA	Conventional Hydroelectric (Kwh)
2006		1513	MA	Conventional Hydroelectric (Kwh)
2007		797	MA	Conventional Hydroelectric (Kwh)
2008		1156	MA	Conventional Hydroelectric (Kwh)
2009		1201	MA	Conventional Hydroelectric (Kwh)
2010		996	MA	Conventional Hydroelectric (Kwh)
2011		1149	MA	Conventional Hydroelectric (Kwh)
2012		912	MA	Conventional Hydroelectric (Kwh)
2013		992	MA	Conventional Hydroelectric (Kwh)
2004		1230	MA	All Other Renewables (Kwh)
2005		1258	MA	All Other Renewables (Kwh)
2006		1279	MA	All Other Renewables (Kwh)
2007		1240	MA	All Other Renewables (Kwh)
2008		1255	MA	All Other Renewables (Kwh)
2009		1229	MA	All Other Renewables (Kwh)
2010		1274	MA	All Other Renewables (Kwh)
2011		1207	MA	All Other Renewables (Kwh)
2012		1843	MA	All Other Renewables (Kwh)
2013		1448	MA	All Other Renewables (Kwh)
2008		4	MA	Wind (Kwh)
2009		6	MA	Wind (Kwh)
2010		22	MA	Wind (Kwh)
2011		61	MA	Wind (Kwh)
2012		90	MA	Wind (Kwh)
2013		205	MA	Wind (Kwh)
2008		0	MA	Solar (Kwh)
2009		0	MA	Solar (Kwh)
2010		1	MA	Solar (Kwh)
2011		5	MA	Solar (Kwh)
2012		30	MA	Solar (Kwh)
2013		106	MA	Solar (Kwh)
2004		1230	MA	Biomass (total) (Kwh)
2005		1258	MA	Biomass (total) (Kwh)
2006		1279	MA	Biomass (total) (Kwh)
2007		1240	MA	Biomass (total) (Kwh)
2008		1252	MA	Biomass (total) (Kwh)
2009		1223	MA	Biomass (total) (Kwh)
2010		1251	MA	Biomass (total) (Kwh)
2011		1140	MA	Biomass (total) (Kwh)
2012		1724	MA	Biomass (total) (Kwh)
2013		1137	MA	Biomass (total) (Kwh)
2004		114	MA	Wood and wood-derived fuels (Kwh)
2005		120	MA	Wood and wood-derived fuels (Kwh)
2006		125	MA	Wood and wood-derived fuels (Kwh)
2007		119	MA	Wood and wood-derived fuels (Kwh)
2008		123	MA	Wood and wood-derived fuels (Kwh)
2009		115	MA	Wood and wood-derived fuels (Kwh)
2010		125	MA	Wood and wood-derived fuels (Kwh)
2011		101	MA	Wood and wood-derived fuels (Kwh)
2012		659	MA	Wood and wood-derived fuels (Kwh)
2013		77	MA	Wood and wood-derived fuels (Kwh)
2004		1116	MA	Other biomass (Kwh)
2005		1138	MA	Other biomass (Kwh)
2006		1154	MA	Other biomass (Kwh)
2007		1121	MA	Other biomass (Kwh)
2008		1129	MA	Other biomass (Kwh)
2009		1108	MA	Other biomass (Kwh)
2010		1125	MA	Other biomass (Kwh)
2011		1039	MA	Other biomass (Kwh)
2012		1065	MA	Other biomass (Kwh)
2013		1061	MA	Other biomass (Kwh)
2004		1316	NH	Conventional Hydroelectric (Kwh)
2005		1799	NH	Conventional Hydroelectric (Kwh)
2006		1529	NH	Conventional Hydroelectric (Kwh)
2007		1265	NH	Conventional Hydroelectric (Kwh)
2008		1633	NH	Conventional Hydroelectric (Kwh)
2009		1680	NH	Conventional Hydroelectric (Kwh)
2010		1478	NH	Conventional Hydroelectric (Kwh)
2011		1605	NH	Conventional Hydroelectric (Kwh)
2012		1289	NH	Conventional Hydroelectric (Kwh)
2013		1427	NH	Conventional Hydroelectric (Kwh)
2004		883	NH	All Other Renewables (Kwh)
2005		942	NH	All Other Renewables (Kwh)
2006		746	NH	All Other Renewables (Kwh)
2007		1123	NH	All Other Renewables (Kwh)
2008		1175	NH	All Other Renewables (Kwh)
2009		1198	NH	All Other Renewables (Kwh)
2010		1232	NH	All Other Renewables (Kwh)
2011		1091	NH	All Other Renewables (Kwh)
2012		1381	NH	All Other Renewables (Kwh)
2013		1695	NH	All Other Renewables (Kwh)
2008		10	NH	Wind (Kwh)
2009		62	NH	Wind (Kwh)
2010		76	NH	Wind (Kwh)
2011		66	NH	Wind (Kwh)
2012		209	NH	Wind (Kwh)
2013		389	NH	Wind (Kwh)
2004		883	NH	Biomass (total) (Kwh)
2005		942	NH	Biomass (total) (Kwh)
2006		746	NH	Biomass (total) (Kwh)
2007		1123	NH	Biomass (total) (Kwh)
2008		1165	NH	Biomass (total) (Kwh)
2009		1135	NH	Biomass (total) (Kwh)
2010		1157	NH	Biomass (total) (Kwh)
2011		1025	NH	Biomass (total) (Kwh)
2012		1173	NH	Biomass (total) (Kwh)
2013		1306	NH	Biomass (total) (Kwh)
2004		728	NH	Wood and wood-derived fuels (Kwh)
2005		786	NH	Wood and wood-derived fuels (Kwh)
2006		590	NH	Wood and wood-derived fuels (Kwh)
2007		970	NH	Wood and wood-derived fuels (Kwh)
2008		1010	NH	Wood and wood-derived fuels (Kwh)
2009		984	NH	Wood and wood-derived fuels (Kwh)
2010		1030	NH	Wood and wood-derived fuels (Kwh)
2011		917	NH	Wood and wood-derived fuels (Kwh)
2012		1035	NH	Wood and wood-derived fuels (Kwh)
2013		1169	NH	Wood and wood-derived fuels (Kwh)
2004		155	NH	Other biomass (Kwh)
2005		156	NH	Other biomass (Kwh)
2006		156	NH	Other biomass (Kwh)
2007		153	NH	Other biomass (Kwh)
2008		155	NH	Other biomass (Kwh)
2009		151	NH	Other biomass (Kwh)
2010		127	NH	Other biomass (Kwh)
2011		108	NH	Other biomass (Kwh)
2012		137	NH	Other biomass (Kwh)
2013		137	NH	Other biomass (Kwh)
2004		5	RI	Conventional Hydroelectric (Kwh)
2005		7	RI	Conventional Hydroelectric (Kwh)
2006		6	RI	Conventional Hydroelectric (Kwh)
2007		4	RI	Conventional Hydroelectric (Kwh)
2008		5	RI	Conventional Hydroelectric (Kwh)
2009		5	RI	Conventional Hydroelectric (Kwh)
2010		4	RI	Conventional Hydroelectric (Kwh)
2011		7	RI	Conventional Hydroelectric (Kwh)
2012		4	RI	Conventional Hydroelectric (Kwh)
2013		4	RI	Conventional Hydroelectric (Kwh)
2004		102	RI	All Other Renewables (Kwh)
2005		0	RI	All Other Renewables (Kwh)
2006		149	RI	All Other Renewables (Kwh)
2007		155	RI	All Other Renewables (Kwh)
2008		158	RI	All Other Renewables (Kwh)
2009		145	RI	All Other Renewables (Kwh)
2010		140	RI	All Other Renewables (Kwh)
2011		130	RI	All Other Renewables (Kwh)
2012		102	RI	All Other Renewables (Kwh)
2013		53	RI	All Other Renewables (Kwh)
2010		3	RI	Wind (Kwh)
2011		3	RI	Wind (Kwh)
2012		1	RI	Wind (Kwh)
2013		3	RI	Wind (Kwh)
2013		2	RI	Solar (Kwh)
2004		102	RI	Biomass (total) (Kwh)
2005		0	RI	Biomass (total) (Kwh)
2006		149	RI	Biomass (total) (Kwh)
2007		155	RI	Biomass (total) (Kwh)
2008		158	RI	Biomass (total) (Kwh)
2009		145	RI	Biomass (total) (Kwh)
2010		137	RI	Biomass (total) (Kwh)
2011		127	RI	Biomass (total) (Kwh)
2012		101	RI	Biomass (total) (Kwh)
2013		48	RI	Biomass (total) (Kwh)
2004		102	RI	Other biomass (Kwh)
2005		0	RI	Other biomass (Kwh)
2006		149	RI	Other biomass (Kwh)
2007		155	RI	Other biomass (Kwh)
2008		158	RI	Other biomass (Kwh)
2009		145	RI	Other biomass (Kwh)
2010		137	RI	Other biomass (Kwh)
2011		127	RI	Other biomass (Kwh)
2012		101	RI	Other biomass (Kwh)
2013		48	RI	Other biomass (Kwh)
2004		1187	VT	Conventional Hydroelectric (Kwh)
2005		1211	VT	Conventional Hydroelectric (Kwh)
2006		1519	VT	Conventional Hydroelectric (Kwh)
2007		647	VT	Conventional Hydroelectric (Kwh)
2008		1493	VT	Conventional Hydroelectric (Kwh)
2009		1486	VT	Conventional Hydroelectric (Kwh)
2010		1347	VT	Conventional Hydroelectric (Kwh)
2011		1425	VT	Conventional Hydroelectric (Kwh)
2012		1109	VT	Conventional Hydroelectric (Kwh)
2013		1286	VT	Conventional Hydroelectric (Kwh)
2004		404	VT	All Other Renewables (Kwh)
2005		422	VT	All Other Renewables (Kwh)
2006		450	VT	All Other Renewables (Kwh)
2007		464	VT	All Other Renewables (Kwh)
2008		425	VT	All Other Renewables (Kwh)
2009		429	VT	All Other Renewables (Kwh)
2010		482	VT	All Other Renewables (Kwh)
2011		433	VT	All Other Renewables (Kwh)
2012		465	VT	All Other Renewables (Kwh)
2013		745	VT	All Other Renewables (Kwh)
2004		11	VT	Wind (Kwh)
2005		11	VT	Wind (Kwh)
2006		11	VT	Wind (Kwh)
2007		11	VT	Wind (Kwh)
2008		10	VT	Wind (Kwh)
2009		12	VT	Wind (Kwh)
2010		14	VT	Wind (Kwh)
2011		33	VT	Wind (Kwh)
2012		107	VT	Wind (Kwh)
2013		236	VT	Wind (Kwh)
2011		2	VT	Solar (Kwh)
2012		5	VT	Solar (Kwh)
2013		17	VT	Solar (Kwh)
2004		393	VT	Biomass (total) (Kwh)
2005		410	VT	Biomass (total) (Kwh)
2006		439	VT	Biomass (total) (Kwh)
2007		453	VT	Biomass (total) (Kwh)
2008		415	VT	Biomass (total) (Kwh)
2009		417	VT	Biomass (total) (Kwh)
2010		468	VT	Biomass (total) (Kwh)
2011		398	VT	Biomass (total) (Kwh)
2012		353	VT	Biomass (total) (Kwh)
2013		491	VT	Biomass (total) (Kwh)
2004		393	VT	Wood and wood-derived fuels (Kwh)
2005		410	VT	Wood and wood-derived fuels (Kwh)
2006		439	VT	Wood and wood-derived fuels (Kwh)
2007		453	VT	Wood and wood-derived fuels (Kwh)
2008		415	VT	Wood and wood-derived fuels (Kwh)
2009		393	VT	Wood and wood-derived fuels (Kwh)
2010		443	VT	Wood and wood-derived fuels (Kwh)
2011		372	VT	Wood and wood-derived fuels (Kwh)
2012		328	VT	Wood and wood-derived fuels (Kwh)
2013		466	VT	Wood and wood-derived fuels (Kwh)
2008		0	VT	Other biomass (Kwh)
2009		24	VT	Other biomass (Kwh)
2010		25	VT	Other biomass (Kwh)
2011		25	VT	Other biomass (Kwh)
2012		26	VT	Other biomass (Kwh)
2013		26	VT	Other biomass (Kwh)
2004		38	NJ	Conventional Hydroelectric (Kwh)
2005		31	NJ	Conventional Hydroelectric (Kwh)
2006		35	NJ	Conventional Hydroelectric (Kwh)
2007		21	NJ	Conventional Hydroelectric (Kwh)
2008		26	NJ	Conventional Hydroelectric (Kwh)
2009		32	NJ	Conventional Hydroelectric (Kwh)
2010		18	NJ	Conventional Hydroelectric (Kwh)
2011		24	NJ	Conventional Hydroelectric (Kwh)
2012		11	NJ	Conventional Hydroelectric (Kwh)
2013		18	NJ	Conventional Hydroelectric (Kwh)
2004		806	NJ	All Other Renewables (Kwh)
2005		875	NJ	All Other Renewables (Kwh)
2006		917	NJ	All Other Renewables (Kwh)
2007		844	NJ	All Other Renewables (Kwh)
2008		905	NJ	All Other Renewables (Kwh)
2009		960	NJ	All Other Renewables (Kwh)
2010		850	NJ	All Other Renewables (Kwh)
2011		956	NJ	All Other Renewables (Kwh)
2012		1281	NJ	All Other Renewables (Kwh)
2013		1447	NJ	All Other Renewables (Kwh)
2006		16	NJ	Wind (Kwh)
2007		20	NJ	Wind (Kwh)
2008		21	NJ	Wind (Kwh)
2009		21	NJ	Wind (Kwh)
2010		13	NJ	Wind (Kwh)
2011		11	NJ	Wind (Kwh)
2012		12	NJ	Wind (Kwh)
2013		11	NJ	Wind (Kwh)
2008		3	NJ	Solar (Kwh)
2009		11	NJ	Solar (Kwh)
2010		21	NJ	Solar (Kwh)
2011		69	NJ	Solar (Kwh)
2012		304	NJ	Solar (Kwh)
2013		437	NJ	Solar (Kwh)
2004		806	NJ	Biomass (total) (Kwh)
2005		875	NJ	Biomass (total) (Kwh)
2006		901	NJ	Biomass (total) (Kwh)
2007		823	NJ	Biomass (total) (Kwh)
2008		882	NJ	Biomass (total) (Kwh)
2009		928	NJ	Biomass (total) (Kwh)
2010		816	NJ	Biomass (total) (Kwh)
2011		876	NJ	Biomass (total) (Kwh)
2012		965	NJ	Biomass (total) (Kwh)
2013		999	NJ	Biomass (total) (Kwh)
2004		806	NJ	Other biomass (Kwh)
2005		875	NJ	Other biomass (Kwh)
2006		901	NJ	Other biomass (Kwh)
2007		823	NJ	Other biomass (Kwh)
2008		882	NJ	Other biomass (Kwh)
2009		928	NJ	Other biomass (Kwh)
2010		816	NJ	Other biomass (Kwh)
2011		876	NJ	Other biomass (Kwh)
2012		965	NJ	Other biomass (Kwh)
2013		999	NJ	Other biomass (Kwh)
2004		23990	NY	Conventional Hydroelectric (Kwh)
2005		25783	NY	Conventional Hydroelectric (Kwh)
2006		27345	NY	Conventional Hydroelectric (Kwh)
2007		25253	NY	Conventional Hydroelectric (Kwh)
2008		26723	NY	Conventional Hydroelectric (Kwh)
2009		27615	NY	Conventional Hydroelectric (Kwh)
2010		25472	NY	Conventional Hydroelectric (Kwh)
2011		27997	NY	Conventional Hydroelectric (Kwh)
2012		24652	NY	Conventional Hydroelectric (Kwh)
2013		24973	NY	Conventional Hydroelectric (Kwh)
2004		1912	NY	All Other Renewables (Kwh)
2005		1988	NY	All Other Renewables (Kwh)
2006		2597	NY	All Other Renewables (Kwh)
2007		2775	NY	All Other Renewables (Kwh)
2008		3319	NY	All Other Renewables (Kwh)
2009		4467	NY	All Other Renewables (Kwh)
2010		4815	NY	All Other Renewables (Kwh)
2011		4896	NY	All Other Renewables (Kwh)
2012		5192	NY	All Other Renewables (Kwh)
2013		5888	NY	All Other Renewables (Kwh)
2004		116	NY	Wind (Kwh)
2005		103	NY	Wind (Kwh)
2006		655	NY	Wind (Kwh)
2007		833	NY	Wind (Kwh)
2008		1251	NY	Wind (Kwh)
2009		2266	NY	Wind (Kwh)
2010		2596	NY	Wind (Kwh)
2011		2828	NY	Wind (Kwh)
2012		2992	NY	Wind (Kwh)
2013		3539	NY	Wind (Kwh)
2011		6	NY	Solar (Kwh)
2012		53	NY	Solar (Kwh)
2013		67	NY	Solar (Kwh)
2004		1795	NY	Biomass (total) (Kwh)
2005		1885	NY	Biomass (total) (Kwh)
2006		1941	NY	Biomass (total) (Kwh)
2007		1942	NY	Biomass (total) (Kwh)
2008		2068	NY	Biomass (total) (Kwh)
2009		2201	NY	Biomass (total) (Kwh)
2010		2218	NY	Biomass (total) (Kwh)
2011		2061	NY	Biomass (total) (Kwh)
2012		2148	NY	Biomass (total) (Kwh)
2013		2282	NY	Biomass (total) (Kwh)
2004		497	NY	Wood and wood-derived fuels (Kwh)
2005		528	NY	Wood and wood-derived fuels (Kwh)
2006		522	NY	Wood and wood-derived fuels (Kwh)
2007		492	NY	Wood and wood-derived fuels (Kwh)
2008		555	NY	Wood and wood-derived fuels (Kwh)
2009		536	NY	Wood and wood-derived fuels (Kwh)
2010		547	NY	Wood and wood-derived fuels (Kwh)
2011		442	NY	Wood and wood-derived fuels (Kwh)
2012		488	NY	Wood and wood-derived fuels (Kwh)
2013		608	NY	Wood and wood-derived fuels (Kwh)
2004		1298	NY	Other biomass (Kwh)
2005		1358	NY	Other biomass (Kwh)
2006		1419	NY	Other biomass (Kwh)
2007		1449	NY	Other biomass (Kwh)
2008		1513	NY	Other biomass (Kwh)
2009		1665	NY	Other biomass (Kwh)
2010		1671	NY	Other biomass (Kwh)
2011		1619	NY	Other biomass (Kwh)
2012		1660	NY	Other biomass (Kwh)
2013		1674	NY	Other biomass (Kwh)
2004		3155	PA	Conventional Hydroelectric (Kwh)
2005		2232	PA	Conventional Hydroelectric (Kwh)
2006		2844	PA	Conventional Hydroelectric (Kwh)
2007		2236	PA	Conventional Hydroelectric (Kwh)
2008		2549	PA	Conventional Hydroelectric (Kwh)
2009		2683	PA	Conventional Hydroelectric (Kwh)
2010		2332	PA	Conventional Hydroelectric (Kwh)
2011		3217	PA	Conventional Hydroelectric (Kwh)
2012		2242	PA	Conventional Hydroelectric (Kwh)
2013		2525	PA	Conventional Hydroelectric (Kwh)
2004		2276	PA	All Other Renewables (Kwh)
2005		2329	PA	All Other Renewables (Kwh)
2006		2473	PA	All Other Renewables (Kwh)
2007		2546	PA	All Other Renewables (Kwh)
2008		2804	PA	All Other Renewables (Kwh)
2009		3352	PA	All Other Renewables (Kwh)
2010		4245	PA	All Other Renewables (Kwh)
2011		4099	PA	All Other Renewables (Kwh)
2012		4459	PA	All Other Renewables (Kwh)
2013		5754	PA	All Other Renewables (Kwh)
2004		306	PA	Wind (Kwh)
2005		284	PA	Wind (Kwh)
2006		361	PA	Wind (Kwh)
2007		470	PA	Wind (Kwh)
2008		729	PA	Wind (Kwh)
2009		1075	PA	Wind (Kwh)
2010		1854	PA	Wind (Kwh)
2011		1794	PA	Wind (Kwh)
2012		2129	PA	Wind (Kwh)
2013		3352	PA	Wind (Kwh)
2008		0	PA	Solar (Kwh)
2009		4	PA	Solar (Kwh)
2010		8	PA	Solar (Kwh)
2011		23	PA	Solar (Kwh)
2012		32	PA	Solar (Kwh)
2013		63	PA	Solar (Kwh)
2004		1969	PA	Biomass (total) (Kwh)
2005		2045	PA	Biomass (total) (Kwh)
2006		2112	PA	Biomass (total) (Kwh)
2007		2076	PA	Biomass (total) (Kwh)
2008		2074	PA	Biomass (total) (Kwh)
2009		2274	PA	Biomass (total) (Kwh)
2010		2383	PA	Biomass (total) (Kwh)
2011		2281	PA	Biomass (total) (Kwh)
2012		2298	PA	Biomass (total) (Kwh)
2013		2339	PA	Biomass (total) (Kwh)
2004		680	PA	Wood and wood-derived fuels (Kwh)
2005		687	PA	Wood and wood-derived fuels (Kwh)
2006		683	PA	Wood and wood-derived fuels (Kwh)
2007		620	PA	Wood and wood-derived fuels (Kwh)
2008		658	PA	Wood and wood-derived fuels (Kwh)
2009		694	PA	Wood and wood-derived fuels (Kwh)
2010		675	PA	Wood and wood-derived fuels (Kwh)
2011		628	PA	Wood and wood-derived fuels (Kwh)
2012		534	PA	Wood and wood-derived fuels (Kwh)
2013		492	PA	Wood and wood-derived fuels (Kwh)
2004		1289	PA	Other biomass (Kwh)
2005		1358	PA	Other biomass (Kwh)
2006		1429	PA	Other biomass (Kwh)
2007		1457	PA	Other biomass (Kwh)
2008		1416	PA	Other biomass (Kwh)
2009		1579	PA	Other biomass (Kwh)
2010		1708	PA	Other biomass (Kwh)
2011		1653	PA	Other biomass (Kwh)
2012		1765	PA	Other biomass (Kwh)
2013		1847	PA	Other biomass (Kwh)
2004		154	IL	Conventional Hydroelectric (Kwh)
2005		129	IL	Conventional Hydroelectric (Kwh)
2006		173	IL	Conventional Hydroelectric (Kwh)
2007		154	IL	Conventional Hydroelectric (Kwh)
2008		139	IL	Conventional Hydroelectric (Kwh)
2009		136	IL	Conventional Hydroelectric (Kwh)
2010		119	IL	Conventional Hydroelectric (Kwh)
2011		140	IL	Conventional Hydroelectric (Kwh)
2012		111	IL	Conventional Hydroelectric (Kwh)
2013		120	IL	Conventional Hydroelectric (Kwh)
2004		822	IL	All Other Renewables (Kwh)
2005		783	IL	All Other Renewables (Kwh)
2006		849	IL	All Other Renewables (Kwh)
2007		1285	IL	All Other Renewables (Kwh)
2008		3035	IL	All Other Renewables (Kwh)
2009		3530	IL	All Other Renewables (Kwh)
2010		5138	IL	All Other Renewables (Kwh)
2011		6865	IL	All Other Renewables (Kwh)
2012		8373	IL	All Other Renewables (Kwh)
2013		10285	IL	All Other Renewables (Kwh)
2004		78	IL	Wind (Kwh)
2005		141	IL	Wind (Kwh)
2006		255	IL	Wind (Kwh)
2007		664	IL	Wind (Kwh)
2008		2337	IL	Wind (Kwh)
2009		2820	IL	Wind (Kwh)
2010		4454	IL	Wind (Kwh)
2011		6213	IL	Wind (Kwh)
2012		7727	IL	Wind (Kwh)
2013		9625	IL	Wind (Kwh)
2009		0	IL	Solar (Kwh)
2010		14	IL	Solar (Kwh)
2011		14	IL	Solar (Kwh)
2012		31	IL	Solar (Kwh)
2013		52	IL	Solar (Kwh)
2004		744	IL	Biomass (total) (Kwh)
2005		642	IL	Biomass (total) (Kwh)
2006		594	IL	Biomass (total) (Kwh)
2007		620	IL	Biomass (total) (Kwh)
2008		698	IL	Biomass (total) (Kwh)
2009		710	IL	Biomass (total) (Kwh)
2010		670	IL	Biomass (total) (Kwh)
2011		638	IL	Biomass (total) (Kwh)
2012		615	IL	Biomass (total) (Kwh)
2013		608	IL	Biomass (total) (Kwh)
2008		1	IL	Wood and wood-derived fuels (Kwh)
2009		0	IL	Wood and wood-derived fuels (Kwh)
2010		0	IL	Wood and wood-derived fuels (Kwh)
2011		1	IL	Wood and wood-derived fuels (Kwh)
2012		0	IL	Wood and wood-derived fuels (Kwh)
2013		0	IL	Wood and wood-derived fuels (Kwh)
2004		744	IL	Other biomass (Kwh)
2005		642	IL	Other biomass (Kwh)
