Company Name,Revenue Type,Commodity,Revenue,
WOODSIDE ENERGY (USA) INC,Other Revenues,Oil & Gas,-357455.04,
WOODSIDE ENERGY (USA) INC,Rents,Oil & Gas,1428480.00,
WOODSIDE ENERGY (USA) INC,Royalties,Gas,568286.20,
WOODSIDE ENERGY (USA) INC,Royalties,Oil,11171718.35,
SAMSUNG C&T AMERICA INC,Other Revenues,Oil & Gas,35472.81,
SAMSUNG C&T AMERICA INC,Royalties,Gas,1499839.64,
SAMSUNG C&T AMERICA INC,Royalties,Oil,9621513.71,
HALL-HOUSTON EXPLORATION PARTNERS LLC,Bonus,Oil & Gas,225000.00,
HALL-HOUSTON EXPLORATION PARTNERS LLC,Other Revenues,Oil & Gas,-38.62,
HALL-HOUSTON EXPLORATION PARTNERS LLC,Rents,Oil & Gas,110455.00,
HALL-HOUSTON EXPLORATION PARTNERS LLC,Royalties,Gas,5537128.05,
HALL-HOUSTON EXPLORATION PARTNERS LLC,Royalties,Oil,5170832.66,
FORESTAR PETROLEUM CORP,Bonus,Oil & Gas,10802900.00,
FORESTAR PETROLEUM CORP,Rents,Oil & Gas,2407.50,
FORESTAR PETROLEUM CORP,Royalties,Gas,19238.25,
HOOVER & STACY INC,Bonus,Oil & Gas,10401057.00,
HOOVER & STACY INC,Rents,Oil & Gas,10555.50,
BLACK HILLS CORP,Other Revenues,Oil & Gas,-19685.64,
BLACK HILLS CORP,Rents,Coal,10014.00,
BLACK HILLS CORP,Rents,Oil & Gas,29127.00,
BLACK HILLS CORP,Royalties,Coal,7350396.81,
BLACK HILLS CORP,Royalties,Gas,1352588.87,
BLACK HILLS CORP,Royalties,Oil,1590185.24,
OCI WYOMING LP,Other Revenues,Sodium,21885.00,
OCI WYOMING LP,Rents,Sodium,7295.00,
OCI WYOMING LP,Royalties,Other Commodities,10264605.48,
TRUE OIL,Other Revenues,Oil & Gas,50743.96,
TRUE OIL,Rents,Oil & Gas,82952.50,
TRUE OIL,Royalties,Gas,300532.19,
TRUE OIL,Royalties,Oil,9609409.53,
PETROQUEST ENERGY LLC,Other Revenues,Oil & Gas,849466.76,
PETROQUEST ENERGY LLC,Rents,Oil & Gas,20631.00,
PETROQUEST ENERGY LLC,Royalties,Gas,2045588.08,
PETROQUEST ENERGY LLC,Royalties,Oil,7042767.95,
SOLVAY,Other Revenues,Phosphate,5448.00,
SOLVAY,Other Revenues,Sodium,52386.00,
SOLVAY,Rents,Phosphate,-2519.00,
SOLVAY,Rents,Sodium,18048.00,
SOLVAY,Royalties,Other Commodities,9561054.50,
ROOSTER OIL & GAS,Bonus,Oil & Gas,251172.00,
ROOSTER OIL & GAS,Other Revenues,Oil & Gas,-242668.44,
ROOSTER OIL & GAS,Rents,Oil & Gas,57432.00,
ROOSTER OIL & GAS,Royalties,Gas,1809666.40,
ROOSTER OIL & GAS,Royalties,Oil,7653520.40,
DOE RUN COMPANY,Other Revenues,Hardrock,16197.00,
DOE RUN COMPANY,Rents,Hardrock,700.00,
DOE RUN COMPANY,Royalties,Other Commodities,9356915.72,
SOJITZ ENERGY VENTURE INC,Other Revenues,Oil & Gas,-482076.00,
SOJITZ ENERGY VENTURE INC,Royalties,Gas,72267.95,
SOJITZ ENERGY VENTURE INC,Royalties,Oil,9772553.58,
KOCH INDUSTRIES INC,Other Revenues,Oil & Gas,20990.11,
KOCH INDUSTRIES INC,Rents,Oil & Gas,751383.50,
KOCH INDUSTRIES INC,Royalties,Gas,3052537.92,
KOCH INDUSTRIES INC,Royalties,Oil,5505660.81,
NOEX ENERGY INC,Other Revenues,Oil & Gas,-558329.00,
NOEX ENERGY INC,Royalties,Gas,427303.32,
NOEX ENERGY INC,Royalties,Oil,8905467.72,
SEARLES VALLEY MINERALS,Royalties,Other Commodities,8742199.96,
ECOPETROL AMERICA INC,Bonus,Oil & Gas,2998702.00,
ECOPETROL AMERICA INC,Rents,Oil & Gas,1774080.00,
ECOPETROL AMERICA INC,Royalties,Gas,143873.99,
ECOPETROL AMERICA INC,Royalties,Oil,3510003.51,
RIVERSTONE HOLDINGS LLC,Bonus,Oil & Gas,7442500.00,
RIVERSTONE HOLDINGS LLC,Rents,Oil & Gas,761326.00,
RIVERSTONE HOLDINGS LLC,Royalties,Gas,43479.66,
RIVERSTONE HOLDINGS LLC,Royalties,Oil,69194.52,
NUCOR ENERGY HOLDINGS INC,Other Revenues,Oil & Gas,900571.04,
NUCOR ENERGY HOLDINGS INC,Royalties,Gas,7044199.25,
NUCOR ENERGY HOLDINGS INC,Royalties,Oil,22607.93,
INTREPID POTASH INC,Bonus,Potassium,-432000.00,
INTREPID POTASH INC,Other Revenues,Potassium,239077.00,
INTREPID POTASH INC,Rents,Potassium,50644.50,
INTREPID POTASH INC,Royalties,Other Commodities,7900349.54,
PEREGRINE OIL & GAS LP,Other Revenues,Oil & Gas,112000.00,
PEREGRINE OIL & GAS LP,Rents,Oil & Gas,35645.00,
PEREGRINE OIL & GAS LP,Royalties,Gas,4315855.66,
PEREGRINE OIL & GAS LP,Royalties,Oil,3073135.89,
MAXUS EXPLORATION COMPANY,Rents,Oil & Gas,820800.00,
MAXUS EXPLORATION COMPANY,Royalties,Gas,167334.29,
MAXUS EXPLORATION COMPANY,Royalties,Oil,6458104.33,
DROPTINE ENERGY LLC,Bonus,Oil & Gas,7246387.00,
DROPTINE ENERGY LLC,Rents,Oil & Gas,128271.00,
PLAINS MARKETING LP,Royalties,Gas,67589.31,
PLAINS MARKETING LP,Royalties,Oil,7238191.55,
MC OFFSHORE PETROLEUM LLC,Other Revenues,Oil & Gas,-181528.74,
MC OFFSHORE PETROLEUM LLC,Rents,Oil & Gas,27555.00,
MC OFFSHORE PETROLEUM LLC,Royalties,Gas,140705.72,
MC OFFSHORE PETROLEUM LLC,Royalties,Oil,6979842.51,
TATA CHEMICALS PARTNERS,Other Revenues,Sodium,-109270.02,
TATA CHEMICALS PARTNERS,Rents,Sodium,-4822.00,
TATA CHEMICALS PARTNERS,Royalties,Other Commodities,7004012.98,
CALPINE CORP,Rents,Geothermal,109620.00,
CALPINE CORP,Royalties,Geothermal,6532479.85,
PIERCE & PIERCE LLC,Bonus,Oil & Gas,6542000.00,
PIERCE & PIERCE LLC,Rents,Oil & Gas,1260.00,
MURRAY ENERGY CORP,Other Revenues,Coal,2495.50,
MURRAY ENERGY CORP,Rents,Coal,42417.84,
MURRAY ENERGY CORP,Royalties,Coal,6275151.84,
LIME ROCK RESOURCES,Other Revenues,Oil & Gas,81018.09,
LIME ROCK RESOURCES,Rents,Oil & Gas,1238.00,
LIME ROCK RESOURCES,Royalties,Gas,1544802.07,
LIME ROCK RESOURCES,Royalties,Oil,4691050.60,
MAURICE W BROWN OIL & GAS LLC,Bonus,Oil & Gas,5930851.00,
MAURICE W BROWN OIL & GAS LLC,Rents,Oil & Gas,355562.00,
OASIS PETROLEUM NORTH AMERICA LLC,Bonus,Oil & Gas,2362000.00,
OASIS PETROLEUM NORTH AMERICA LLC,Other Revenues,Oil & Gas,64431.87,
OASIS PETROLEUM NORTH AMERICA LLC,Rents,Oil & Gas,29298.88,
OASIS PETROLEUM NORTH AMERICA LLC,Royalties,Gas,151214.67,
OASIS PETROLEUM NORTH AMERICA LLC,Royalties,Oil,3543130.43,
ALAMO-PALACE MP 59 LLC,Royalties,Oil,6045914.35,
ENERGY TRANSFER EQUITY,Rents,Oil & Gas,9405.00,
ENERGY TRANSFER EQUITY,Royalties,Gas,2399.61,
ENERGY TRANSFER EQUITY,Royalties,Oil,5762896.94,
NORTHSTAR OFFSHORE GROUP LLC,Bonus,Oil & Gas,1622721.00,
NORTHSTAR OFFSHORE GROUP LLC,Rents,Oil & Gas,338905.00,
NORTHSTAR OFFSHORE GROUP LLC,Royalties,Gas,599704.09,
NORTHSTAR OFFSHORE GROUP LLC,Royalties,Oil,2814557.23,
MACK ENERGY CORP,Bonus,Oil & Gas,188000.00,
MACK ENERGY CORP,Other Revenues,Oil & Gas,3863.63,
MACK ENERGY CORP,Rents,Oil & Gas,92728.00,
MACK ENERGY CORP,Royalties,Gas,799127.82,
MACK ENERGY CORP,Royalties,Oil,4269711.91,
SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,Other Revenues,Oil & Gas,-100000.00,
SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY,Royalties,Gas,5427848.08,
TARPON,Bonus,Oil & Gas,417500.00,
TARPON,Other Revenues,Oil & Gas,28800.00,
TARPON,Rents,Oil & Gas,239885.00,
TARPON,Royalties,Gas,488316.57,
TARPON,Royalties,Oil,4116937.72,
TRAPPER MINING INC,Rents,Coal,15873.00,
TRAPPER MINING INC,Royalties,Coal,5101769.58,
BALLARD PETROLEUM HOLDINGS LLC,Bonus,Oil & Gas,9568.00,
BALLARD PETROLEUM HOLDINGS LLC,Other Revenues,Oil & Gas,3122.20,
BALLARD PETROLEUM HOLDINGS LLC,Rents,Oil & Gas,20736.50,
BALLARD PETROLEUM HOLDINGS LLC,Royalties,Gas,91910.03,
BALLARD PETROLEUM HOLDINGS LLC,Royalties,Oil,4845688.28,
MEDCO ENERGI US LLC,Rents,Oil & Gas,345.00,
MEDCO ENERGI US LLC,Royalties,Gas,237268.39,
MEDCO ENERGI US LLC,Royalties,Oil,4538988.70,
J.R. SIMPLOT COMPANY,Other Revenues,Phosphate,57757.00,
J.R. SIMPLOT COMPANY,Rents,Phosphate,-2722.00,
J.R. SIMPLOT COMPANY,Royalties,Other Commodities,4663622.13,
NGP ENERGY CAPITAL MANAGEMENT LLC,Other Revenues,Oil & Gas,-21329.62,
NGP ENERGY CAPITAL MANAGEMENT LLC,Rents,Oil & Gas,219630.00,
NGP ENERGY CAPITAL MANAGEMENT LLC,Royalties,Gas,795777.62,
NGP ENERGY CAPITAL MANAGEMENT LLC,Royalties,Oil,3718255.19,
RAAM GLOBAL ENERGY COMPANY,Rents,Oil & Gas,126725.00,
RAAM GLOBAL ENERGY COMPANY,Royalties,Gas,694703.14,
RAAM GLOBAL ENERGY COMPANY,Royalties,Oil,3655534.42,
MCX GULF OF MEXICO LLC,Royalties,Gas,154473.33,
MCX GULF OF MEXICO LLC,Royalties,Oil,4269146.07,
WESTERN FUELS,Other Revenues,Coal,-13744.20,
WESTERN FUELS,Rents,Coal,60483.00,
WESTERN FUELS,Royalties,Coal,4218242.04,
TDB RESOURCES LP,Bonus,Oil & Gas,4206000.00,
TDB RESOURCES LP,Rents,Oil & Gas,5112.00,
PACIFIC OPERATORS OFFSHORE LLC,Royalties,Gas,147093.27,
PACIFIC OPERATORS OFFSHORE LLC,Royalties,Oil,4043693.72,
KIRKWOOD,Bonus,Oil & Gas,1218350.50,
KIRKWOOD,Other Revenues,Oil & Gas,12169.16,
KIRKWOOD,Rents,Oil & Gas,851692.75,
KIRKWOOD,Royalties,Gas,600515.05,
KIRKWOOD,Royalties,Oil,1459790.89,
COLEMAN OIL & GAS INC,Bonus,Oil & Gas,3286969.00,
COLEMAN OIL & GAS INC,Other Revenues,Oil & Gas,-20180.00,
COLEMAN OIL & GAS INC,Rents,Oil & Gas,29501.00,
COLEMAN OIL & GAS INC,Royalties,Gas,709898.81,
COLEMAN OIL & GAS INC,Royalties,Oil,75223.67,
KODIAK OIL & GAS CORP,Bonus,Oil & Gas,1368900.00,
KODIAK OIL & GAS CORP,Other Revenues,Oil & Gas,36.00,
KODIAK OIL & GAS CORP,Rents,Oil & Gas,23440.00,
KODIAK OIL & GAS CORP,Royalties,Gas,235895.98,
KODIAK OIL & GAS CORP,Royalties,Oil,2439583.90,
TAMMANY OIL & GAS LLC,Other Revenues,Oil & Gas,11338.22,
TAMMANY OIL & GAS LLC,Rents,Oil & Gas,75.00,
TAMMANY OIL & GAS LLC,Royalties,Gas,1652915.09,
TAMMANY OIL & GAS LLC,Royalties,Oil,2383121.47,
NU-WEST INDUSTRIES INC,Other Revenues,Phosphate,46509.00,
NU-WEST INDUSTRIES INC,Royalties,Other Commodities,3959536.88,
DOUBLE EAGLE PETROLEUM COMPANY,Rents,Oil & Gas,78730.50,
DOUBLE EAGLE PETROLEUM COMPANY,Royalties,Gas,3823015.14,
DOUBLE EAGLE PETROLEUM COMPANY,Royalties,Oil,1284.87,
SHERIDAN PRODUCTION COMPANY LLC,Other Revenues,Oil & Gas,26115.00,
SHERIDAN PRODUCTION COMPANY LLC,Rents,Oil & Gas,1446.00,
SHERIDAN PRODUCTION COMPANY LLC,Royalties,Gas,45141.02,
SHERIDAN PRODUCTION COMPANY LLC,Royalties,Oil,3714303.73,
FRONTIER FIELD SERVICES LLC,Royalties,Gas,3687232.84,
ENDURO OPERATING LLC,Other Revenues,Oil & Gas,-56661.10,
ENDURO OPERATING LLC,Rents,Oil & Gas,10044.00,
ENDURO OPERATING LLC,Royalties,Gas,76806.47,
ENDURO OPERATING LLC,Royalties,Oil,3404981.36,
MEREDITH MARKETING COMPANY,Royalties,Oil,3412814.83,
DEEPWATER WIND NEW ENGLAND LLC,Bonus,Wind,3089461.00,
DEEPWATER WIND NEW ENGLAND LLC,Rents,Wind,247125.00,
HOLMES WESTERN OIL CORP,Rents,Oil & Gas,1540.00,
HOLMES WESTERN OIL CORP,Royalties,Gas,46944.71,
HOLMES WESTERN OIL CORP,Royalties,Oil,3212406.33,
DAVIS PETROLEUM CORP,Rents,Oil & Gas,239522.00,
DAVIS PETROLEUM CORP,Royalties,Gas,159347.97,
DAVIS PETROLEUM CORP,Royalties,Oil,2824694.84,
BURNETT OIL COMPANY INC,Rents,Oil & Gas,25446.00,
BURNETT OIL COMPANY INC,Royalties,Gas,3146260.71,
THOMAS DEVELOPMENT CORP,Bonus,Oil & Gas,3044570.00,
THOMAS DEVELOPMENT CORP,Rents,Oil & Gas,33081.00,
HUNTINGTON ENERGY LLC,Rents,Oil & Gas,20690.00,
HUNTINGTON ENERGY LLC,Royalties,Gas,2015415.46,
HUNTINGTON ENERGY LLC,Royalties,Oil,1011163.09,
JIM WALTERS RESOURCES INC,Rents,Coal,8664.00,
JIM WALTERS RESOURCES INC,Royalties,Coal,3009955.67,
LPC CRUDE OIL INC,Royalties,Oil,3007207.81,
ENERVEST LTD,Other Revenues,Oil & Gas,10800.00,
ENERVEST LTD,Rents,Oil & Gas,15038.50,
ENERVEST LTD,Royalties,Gas,2241382.52,
ENERVEST LTD,Royalties,Oil,693267.87,
NATIONAL FUEL GAS COMPANY,Other Revenues,Oil & Gas,-34740.00,
NATIONAL FUEL GAS COMPANY,Royalties,Gas,491472.42,
NATIONAL FUEL GAS COMPANY,Royalties,Oil,2467572.16,
AMERICAN GILSONITE COMPANY,Other Revenues,Gilsonite,-1686.00,
AMERICAN GILSONITE COMPANY,Rents,Gilsonite,740.00,
AMERICAN GILSONITE COMPANY,Royalties,Other Commodities,2888852.49,
MATADOR RESOURCES COMPANY,Bonus,Oil & Gas,2267550.00,
MATADOR RESOURCES COMPANY,Other Revenues,Oil & Gas,-90000.00,
MATADOR RESOURCES COMPANY,Rents,Oil & Gas,56490.00,
MATADOR RESOURCES COMPANY,Royalties,Gas,483532.54,
MATADOR RESOURCES COMPANY,Royalties,Oil,58868.63,
E&B NATURAL RESOURCES MANAGEMENT CORP,Other Revenues,Oil & Gas,10307.00,
E&B NATURAL RESOURCES MANAGEMENT CORP,Rents,Oil & Gas,2932.50,
E&B NATURAL RESOURCES MANAGEMENT CORP,Royalties,Gas,214691.34,
E&B NATURAL RESOURCES MANAGEMENT CORP,Royalties,Oil,2466634.15,
CASTLETON COMMODITIES INTERNATIONAL LLC,Other Revenues,Oil & Gas,19897.00,
CASTLETON COMMODITIES INTERNATIONAL LLC,Rents,Oil & Gas,61517.00,
CASTLETON COMMODITIES INTERNATIONAL LLC,Royalties,Gas,1869187.01,
CASTLETON COMMODITIES INTERNATIONAL LLC,Royalties,Oil,662737.65,
DUGAN PRODUCTION CORP,Other Revenues,Oil & Gas,26934.24,
DUGAN PRODUCTION CORP,Rents,Oil & Gas,6564.00,
DUGAN PRODUCTION CORP,Royalties,Gas,1910551.75,
DUGAN PRODUCTION CORP,Royalties,Oil,650684.12,
SOUTHWESTERN ENERGY PRODUCTION COMPANY,Other Revenues,Oil & Gas,8612.09,
SOUTHWESTERN ENERGY PRODUCTION COMPANY,Rents,Oil & Gas,338495.35,
SOUTHWESTERN ENERGY PRODUCTION COMPANY,Royalties,Gas,2217529.77,
ADVENTURE EXPLORATION PARTNERS II LLC,Bonus,Oil & Gas,2556000.00,
ADVENTURE EXPLORATION PARTNERS II LLC,Rents,Oil & Gas,4598.50,
TERRA-GEN POWER LLC,Rents,Geothermal,212682.00,
TERRA-GEN POWER LLC,Royalties,Geothermal,2306650.29,
GASCO PRODUCTION COMPANY,Other Revenues,Oil & Gas,869.37,
GASCO PRODUCTION COMPANY,Rents,Oil & Gas,46692.00,
GASCO PRODUCTION COMPANY,Royalties,Gas,1956863.12,
GASCO PRODUCTION COMPANY,Royalties,Oil,493428.51,
NEARBURG PRODUCING COMPANY,Other Revenues,Oil & Gas,355966.49,
NEARBURG PRODUCING COMPANY,Rents,Oil & Gas,36570.00,
NEARBURG PRODUCING COMPANY,Royalties,Gas,608593.98,
NEARBURG PRODUCING COMPANY,Royalties,Oil,1495043.80,
BLUE MOUNTAIN ENERGY INC,Bonus,Coal,1278000.00,
BLUE MOUNTAIN ENERGY INC,Rents,Coal,9465.00,
BLUE MOUNTAIN ENERGY INC,Royalties,Coal,1197051.16,
CRESCENT POINT ENERGY CORP,Rents,Oil & Gas,28696.00,
CRESCENT POINT ENERGY CORP,Royalties,Gas,20063.47,
CRESCENT POINT ENERGY CORP,Royalties,Oil,2434127.33,
SIGNAL HILL COMPANY LLC,Other Revenues,Oil & Gas,2558.00,
SIGNAL HILL COMPANY LLC,Rents,Oil & Gas,2222.00,
SIGNAL HILL COMPANY LLC,Royalties,Gas,3872.26,
SIGNAL HILL COMPANY LLC,Royalties,Oil,2470969.07,
GCC ENERGY LLC,Rents,Coal,4155.00,
GCC ENERGY LLC,Royalties,Coal,2471095.71,
PROBE RESOURCES US LTD,Other Revenues,Oil & Gas,-53100.00,
PROBE RESOURCES US LTD,Rents,Oil & Gas,90.00,
PROBE RESOURCES US LTD,Royalties,Gas,2441921.80,
PROBE RESOURCES US LTD,Royalties,Oil,63267.28,
R & R ROYALTY LTD,Bonus,Oil & Gas,1031086.00,
R & R ROYALTY LTD,Rents,Oil & Gas,1301423.50,
HBIC,Royalties,Gas,118255.07,
HBIC,Royalties,Oil,2010327.00,
BENSON-MONTIN-GREER DRILLING CORP,Rents,Oil & Gas,3813.00,
BENSON-MONTIN-GREER DRILLING CORP,Royalties,Gas,1008817.90,
BENSON-MONTIN-GREER DRILLING CORP,Royalties,Oil,1028275.60,
ORMAT NEVADA INC,Bonus,Geothermal,93882.00,
ORMAT NEVADA INC,Rents,Geothermal,763088.00,
ORMAT NEVADA INC,Royalties,Geothermal,1083944.70,
ROBERT L BAYLESS PRODUCER,Bonus,Oil & Gas,35316.00,
ROBERT L BAYLESS PRODUCER,Other Revenues,Oil & Gas,11900.00,
ROBERT L BAYLESS PRODUCER,Rents,Oil & Gas,83042.00,
ROBERT L BAYLESS PRODUCER,Royalties,Gas,840225.10,
ROBERT L BAYLESS PRODUCER,Royalties,Oil,961023.79,
READ & STEVENS INC,Bonus,Oil & Gas,17776.00,
READ & STEVENS INC,Other Revenues,Oil & Gas,3442.00,
READ & STEVENS INC,Rents,Oil & Gas,18060.50,
READ & STEVENS INC,Royalties,Gas,650794.46,
READ & STEVENS INC,Royalties,Oil,1222782.46,
CALYPSO EXPLORATION LLC,Bonus,Oil & Gas,197890.00,
CALYPSO EXPLORATION LLC,Other Revenues,Oil & Gas,18000.00,
CALYPSO EXPLORATION LLC,Rents,Oil & Gas,39737.00,
CALYPSO EXPLORATION LLC,Royalties,Gas,35210.95,
CALYPSO EXPLORATION LLC,Royalties,Oil,1619901.92,
MURCHISON OIL & GAS INC,Other Revenues,Oil & Gas,2108.10,
MURCHISON OIL & GAS INC,Rents,Oil & Gas,920.00,
MURCHISON OIL & GAS INC,Royalties,Gas,781005.55,
MURCHISON OIL & GAS INC,Royalties,Oil,1115397.67,
PICEANCE ENERGY LLC,Other Revenues,Oil & Gas,53972.00,
PICEANCE ENERGY LLC,Rents,Oil & Gas,1917.00,
PICEANCE ENERGY LLC,Royalties,Gas,1673121.88,
PICEANCE ENERGY LLC,Royalties,Oil,168479.09,
PETRO HARVESTER LLC,Rents,Oil & Gas,16422.00,
PETRO HARVESTER LLC,Royalties,Gas,25077.41,
PETRO HARVESTER LLC,Royalties,Oil,1823909.53,
RHINO RESOURCE PARTNERS LP,Bonus,Coal,110880.00,
RHINO RESOURCE PARTNERS LP,Rents,Coal,52906.38,
RHINO RESOURCE PARTNERS LP,Royalties,Coal,1686578.93,
AGC SODA CORP,Royalties,Other Commodities,1849208.69,
AXIA ENERGY LLC,Other Revenues,Oil & Gas,18000.00,
AXIA ENERGY LLC,Rents,Oil & Gas,16944.00,
AXIA ENERGY LLC,Royalties,Gas,135688.02,
AXIA ENERGY LLC,Royalties,Oil,1655367.80,
T.H. MCELVAIN OIL & GAS,Other Revenues,Oil & Gas,5088.00,
T.H. MCELVAIN OIL & GAS,Rents,Oil & Gas,16605.50,
T.H. MCELVAIN OIL & GAS,Royalties,Gas,1553984.49,
T.H. MCELVAIN OIL & GAS,Royalties,Oil,216613.78,
VIRGINIA ELECTRIC AND POWER COMPANY,Bonus,Wind,1600000.00,
VIRGINIA ELECTRIC AND POWER COMPANY,Rents,Wind,169198.00,
ELM RIDGE RESOURCES INC,Other Revenues,Oil & Gas,14962.44,
ELM RIDGE RESOURCES INC,Rents,Oil & Gas,14708.00,
ELM RIDGE RESOURCES INC,Royalties,Gas,708345.26,
ELM RIDGE RESOURCES INC,Royalties,Oil,1018993.31,
MILES ENERGY LLC,Bonus,Oil & Gas,1728000.00,
MILES ENERGY LLC,Rents,Oil & Gas,1440.00,
NORTHERN CA POWER AGENCY-GEOTHERMAL,Royalties,Geothermal,1711318.00,
BYRON ENERGY INC,Bonus,Oil & Gas,946560.00,
BYRON ENERGY INC,Rents,Oil & Gas,756098.00,
RIDGELAKE ENERGY INC,Bonus,Oil & Gas,290594.00,
RIDGELAKE ENERGY INC,Rents,Oil & Gas,33499.00,
RIDGELAKE ENERGY INC,Royalties,Gas,257516.20,
RIDGELAKE ENERGY INC,Royalties,Oil,1112910.90,
LAND PROFESSIONALS INC - WY,Bonus,Oil & Gas,1680199.00,
LAND PROFESSIONALS INC - WY,Rents,Oil & Gas,13602.00,
WARREN RESOURCES INC,Other Revenues,Oil & Gas,4285.94,
WARREN RESOURCES INC,Rents,Oil & Gas,82751.12,
WARREN RESOURCES INC,Royalties,Gas,1600088.82,
WARREN RESOURCES INC,Royalties,Oil,5315.76,
ENCORE OPERATING LP,Rents,Oil & Gas,14824.00,
ENCORE OPERATING LP,Royalties,Gas,73116.37,
ENCORE OPERATING LP,Royalties,Oil,1579981.46,
FINLEY RESOURCES INC,Bonus,Oil & Gas,14320.00,
FINLEY RESOURCES INC,Other Revenues,Oil & Gas,22660.00,
FINLEY RESOURCES INC,Rents,Oil & Gas,52726.50,
FINLEY RESOURCES INC,Royalties,Gas,501500.50,
FINLEY RESOURCES INC,Royalties,Oil,1070844.25,
MUNICIPAL LIGHT & POWER,Royalties,Gas,1619159.13,
PREMIER NATURAL RESOURCES II LLC,Royalties,Gas,1355565.85,
PREMIER NATURAL RESOURCES II LLC,Royalties,Oil,247702.35,
SAGA PETROLEUM,Other Revenues,Oil & Gas,1584.01,
SAGA PETROLEUM,Rents,Oil & Gas,55189.18,
SAGA PETROLEUM,Royalties,Gas,502936.20,
SAGA PETROLEUM,Royalties,Oil,1040111.50,
PATARA OIL & GAS LLC,Other Revenues,Oil & Gas,2192.00,
PATARA OIL & GAS LLC,Rents,Oil & Gas,103233.50,
PATARA OIL & GAS LLC,Royalties,Gas,1236995.25,
PATARA OIL & GAS LLC,Royalties,Oil,231709.79,
STORM CAT ENERGY,Other Revenues,Oil & Gas,35208.47,
STORM CAT ENERGY,Rents,Oil & Gas,49951.33,
STORM CAT ENERGY,Royalties,Gas,1471199.06,
GOMEX ENERGY OFFSHORE LTD,Rents,Oil & Gas,296.96,
GOMEX ENERGY OFFSHORE LTD,Royalties,Gas,59189.47,
GOMEX ENERGY OFFSHORE LTD,Royalties,Oil,1483043.32,
FASKEN LAND & MINERALS LTD,Other Revenues,Oil & Gas,-5950.00,
FASKEN LAND & MINERALS LTD,Rents,Oil & Gas,348934.00,
FASKEN LAND & MINERALS LTD,Royalties,Gas,577350.96,
FASKEN LAND & MINERALS LTD,Royalties,Oil,592089.78,
HANNON & ASSOCIATES INC,Bonus,Oil & Gas,1508000.00,
HANNON & ASSOCIATES INC,Rents,Oil & Gas,1740.00,
JAMES RIVER COAL COMPANY,Rents,Coal,8592.00,
JAMES RIVER COAL COMPANY,Royalties,Coal,1499102.72,
MAKOIL INC,Other Revenues,Oil & Gas,2262.13,
MAKOIL INC,Rents,Oil & Gas,100814.50,
MAKOIL INC,Royalties,Oil,1393941.22,
APEX OIL & GAS INC,Bonus,Oil & Gas,23017.00,
APEX OIL & GAS INC,Rents,Oil & Gas,35604.00,
APEX OIL & GAS INC,Royalties,Gas,1371662.56,
APEX OIL & GAS INC,Royalties,Oil,58140.09,
FREEPOINT RESOURCES LLC,Royalties,Gas,1475984.82,
SCHUTZ DOUG J,Bonus,Oil & Gas,1444800.00,
SCHUTZ DOUG J,Rents,Oil & Gas,12218.50,
TRUJILLO ANN M,Bonus,Oil & Gas,1407000.00,
TRUJILLO ANN M,Rents,Oil & Gas,46359.00,
MARTIN OIL & GAS LLC,Bonus,Oil & Gas,1370189.00,
MARTIN OIL & GAS LLC,Rents,Oil & Gas,63961.50,
PETRO VENTURES INC,Other Revenues,Oil & Gas,164552.81,
PETRO VENTURES INC,Rents,Oil & Gas,210.00,
PETRO VENTURES INC,Royalties,Gas,457286.23,
PETRO VENTURES INC,Royalties,Oil,794981.69,
HUNT OIL COMPANY,Bonus,Oil & Gas,214470.00,
HUNT OIL COMPANY,Rents,Oil & Gas,488565.00,
HUNT OIL COMPANY,Royalties,Gas,41715.73,
HUNT OIL COMPANY,Royalties,Oil,671305.97,
RIM OPERATING INC,Royalties,Gas,22261.61,
RIM OPERATING INC,Royalties,Oil,1366935.90,
CALLON PETROLEUM COMPANY,Rents,Oil & Gas,277985.50,
CALLON PETROLEUM COMPANY,Royalties,Gas,979549.26,
CALLON PETROLEUM COMPANY,Royalties,Oil,126577.70,
ROYAL PRODUCTION COMPANY INC,Other Revenues,Oil & Gas,-21.57,
ROYAL PRODUCTION COMPANY INC,Rents,Oil & Gas,90.00,
ROYAL PRODUCTION COMPANY INC,Royalties,Gas,936828.71,
ROYAL PRODUCTION COMPANY INC,Royalties,Oil,430154.89,
FORELAND REFINING CORP,Royalties,Oil,1362431.60,
FOREST OIL CORP,Bonus,Oil & Gas,6468.00,
FOREST OIL CORP,Other Revenues,Oil & Gas,-5334.40,
FOREST OIL CORP,Rents,Oil & Gas,53090.00,
FOREST OIL CORP,Royalties,Gas,1172626.47,
FOREST OIL CORP,Royalties,Oil,101071.62,
PETSEC ENERGY INC,Other Revenues,Oil & Gas,-42063.74,
PETSEC ENERGY INC,Rents,Oil & Gas,113586.00,
PETSEC ENERGY INC,Royalties,Gas,948752.18,
PETSEC ENERGY INC,Royalties,Oil,293960.26,
FOUNDATION ENERGY MANAGEMENT,Other Revenues,Oil & Gas,57233.66,
FOUNDATION ENERGY MANAGEMENT,Rents,Oil & Gas,67601.00,
FOUNDATION ENERGY MANAGEMENT,Royalties,Gas,883976.66,
FOUNDATION ENERGY MANAGEMENT,Royalties,Oil,284609.41,
