Company Name,Revenue Type,Commodity,Revenue,
GFQLX INC,Bonus,Oil & Gas,254460,
GJCIY RESOURCES,Rents,Oil & Gas,365080,
GJCIY RESOURCES,Bonus,Oil & Gas,15861564,
GJRGB LLC,Other Revenues,Oil & Gas,3519.98,
GJRGB LLC,Rents,Oil & Gas,49289.75,
GJRGB LLC,Royalties,Gas,536768.93,
GJRGB LLC,Royalties,Oil,1030128.65,
GJSYF MANAGEMENT CORP,Rents,Oil & Gas,960,
GJSYF MANAGEMENT CORP,Bonus,Oil & Gas,240000,
GKOMX HOLDINGS,Rents,Coal,4035,
GKOMX HOLDINGS,Royalties,Coal,2610197.61,
GMNUL ENERGY COMPANY,Royalties,Gas,381.48,
GMNUL ENERGY COMPANY,Royalties,Oil,421291.25,
GNPJW RESOURCES,Royalties,Gas,6668.74,
GNPJW RESOURCES,Royalties,Oil,120150.66,
GNUEG ENERGY COMPANY,Other Revenues,Oil & Gas,-125168.66,
GNUEG ENERGY COMPANY,Rents,Oil & Gas,440836.25,
GNUEG ENERGY COMPANY,Royalties,Gas,3779214.15,
GNUEG ENERGY COMPANY,Royalties,Oil,27495173.62,
GOSYH PARTNERS,Rents,Oil & Gas,300,
GOSYH PARTNERS,Other Revenues,Oil & Gas,2558,
GOSYH PARTNERS,Royalties,Gas,4365.03,
GOSYH PARTNERS,Royalties,Oil,2523238.63,
GOYAP INC,Other Revenues,Oil & Gas,2232482.19,
GOYAP INC,Rents,Oil & Gas,5042334,
GOYAP INC,Royalties,Gas,7847729.04,
GOYAP INC,Bonus,Oil & Gas,35677276,
GOYAP INC,Royalties,Oil,94449532.74,
GPHAK MANAGEMENT CORP,Royalties,Gas,391335.84,
GPOHS INC,Royalties,Oil,254616.24,
GPRSC PARTNERS,Rents,Oil & Gas,16768,
GPRSC PARTNERS,Royalties,Oil,739438.97,
GPRSC PARTNERS,Royalties,Gas,1831351.67,
GQDLX HOLDINGS,Other Revenues,Oil & Gas,-17755,
GQDLX HOLDINGS,Royalties,Gas,22910.62,
GQDLX HOLDINGS,Royalties,Oil,93468.82,
GQDLX HOLDINGS,Rents,Oil & Gas,175250,
GRDSL HOLDINGS,Other Revenues,Oil & Gas,5224,
GRDSL HOLDINGS,Royalties,Gas,39012.9,
GRDSL HOLDINGS,Royalties,Oil,62524.02,
GRQJB PRODUCTS,Rents,Oil & Gas,126710,
GRQJB PRODUCTS,Royalties,Gas,745150.97,
GRQJB PRODUCTS,Royalties,Oil,4150162.9,
GTWCZ ENERGY COMPANY,Rents,Oil & Gas,42254.5,
GTWCZ ENERGY COMPANY,Bonus,Oil & Gas,109620,
GVSZS HOLDINGS,Other Revenues,Oil & Gas,-24765.02,
GVSZS HOLDINGS,Rents,Oil & Gas,3084,
GVSZS HOLDINGS,Royalties,Gas,386100.93,
GVSZS HOLDINGS,Royalties,Oil,626239.31,
HBPGP PARTNERS,Rents,Oil & Gas,1588,
HBPGP PARTNERS,Other Revenues,Oil & Gas,1629,
HBPGP PARTNERS,Royalties,Gas,185600.8,
HBPGP PARTNERS,Royalties,Oil,301974.05,
HBSTL ENERGY COMPANY,Other Revenues,Oil & Gas,325648.27,
HBSTL ENERGY COMPANY,Rents,Oil & Gas,638615,
HBSTL ENERGY COMPANY,Royalties,Gas,944065.19,
HBSTL ENERGY COMPANY,Royalties,Oil,30453635.89,
HCAFP EXPLORATION,Royalties,Gas,7119.57,
HCAFP EXPLORATION,Royalties,Oil,107111.82,
HFHZM CORP,Rents,Oil & Gas,5702,
HFHZM CORP,Royalties,Oil,209152.17,
HGKKC PRODUCTS,Rents,Oil & Gas,102625,
HIGFT EXPLORATION AND PRODUCTION,Royalties,Oil,7648.92,
HIGFT EXPLORATION AND PRODUCTION,Royalties,Gas,153131.03,
HIJAQ PARTNERS,Other Revenues,Oil & Gas,2262.13,
HIJAQ PARTNERS,Rents,Oil & Gas,31785,
HIJAQ PARTNERS,Royalties,Oil,1439490.45,
HJWUT ENERGY COMPANY,Rents,Coal,60483,
HJWUT ENERGY COMPANY,Other Revenues,Coal,494829.34,
HJWUT ENERGY COMPANY,Royalties,Coal,5819120.08,
HKPWL RESOURCES,Rents,Geothermal,214944,
HMDWE CORP,Bonus,Oil & Gas,16000,
HMDWE CORP,Rents,Oil & Gas,16062,
HMDWE CORP,Other Revenues,Oil & Gas,25362.16,
HMDWE CORP,Royalties,Gas,88607.91,
HNJTB PRODUCTION COMPANY,Rents,Potassium,29382.25,
HNJTB PRODUCTION COMPANY,Other Revenues,Potassium,168257,
HNJTB PRODUCTION COMPANY,Bonus,Potassium,1860008,
HNJTB PRODUCTION COMPANY,Royalties,Other Commodities,9829973.52,
HTKQU PRODUCTS,Rents,Coal,3000,
HTKQU PRODUCTS,Bonus,Coal,40320,
HTKQU PRODUCTS,Royalties,Coal,130476.34,
HUKRG ENERGY COMPANY,Rents,Oil & Gas,8293,
HUKRG ENERGY COMPANY,Royalties,Oil,229213.26,
HUPVJ MANAGEMENT CORP,Other Revenues,Oil & Gas,6621.5,
HUPVJ MANAGEMENT CORP,Rents,Oil & Gas,12309,
HUPVJ MANAGEMENT CORP,Royalties,Gas,53190.87,
HUPVJ MANAGEMENT CORP,Royalties,Oil,2733251.52,
HUQVP CORP,Rents,Oil & Gas,4808,
HUQVP CORP,Royalties,Oil,1070442.74,
HUQVP CORP,Royalties,Gas,1144751.09,
HWXGV HOLDINGS,Other Revenues,Oil & Gas,20849.41,
HWXGV HOLDINGS,Rents,Oil & Gas,25844.25,
HWXGV HOLDINGS,Royalties,Gas,696735.3,
HWXGV HOLDINGS,Royalties,Oil,12801440.73,
HXCWB HOLDINGS,Rents,Phosphate,-120,
HXCWB HOLDINGS,Other Revenues,Phosphate,2280,
HXCWB HOLDINGS,Rents,Sodium,18737,
HXCWB HOLDINGS,Other Revenues,Sodium,73491,
HXCWB HOLDINGS,Royalties,Other Commodities,13377269.09,
HXTDV PRODUCTION COMPANY,Bonus,Oil & Gas,4180,
HXTDV PRODUCTION COMPANY,Other Revenues,Oil & Gas,97851.6,
HXTDV PRODUCTION COMPANY,Rents,Oil & Gas,1861698,
HXTDV PRODUCTION COMPANY,Royalties,Gas,2802278.06,
HXTDV PRODUCTION COMPANY,Royalties,Oil,57074884.99,
IASSD EXPLORATION,Royalties,Oil,7971.51,
IASSD EXPLORATION,Royalties,Gas,241224.49,
ICZIE LLC,Other Revenues,Oil & Gas,4803.24,
ICZIE LLC,Royalties,Gas,566063.15,
ICZIE LLC,Rents,Oil & Gas,1549440,
ICZIE LLC,Royalties,Oil,11338877.27,
IDJVN LLC,Rents,Geothermal,432184,
IFEWW CORP,Royalties,Gas,387.29,
IFEWW CORP,Rents,Oil & Gas,14198,
IFEWW CORP,Royalties,Oil,371277.28,
IFLJX INC,Royalties,Oil,3994.9,
IFLJX INC,Other Revenues,Oil & Gas,9190.01,
IFLJX INC,Rents,Oil & Gas,19334.5,
IFLJX INC,Royalties,Gas,459950.92,
IGCCZ ENERGY COMPANY,Other Revenues,Oil & Gas,-89000,
IGCCZ ENERGY COMPANY,Royalties,Oil,88546.12,
IGCCZ ENERGY COMPANY,Royalties,Gas,243134.79,
IGPGV INC,Rents,Oil & Gas,5704.5,
IGPGV INC,Bonus,Oil & Gas,125692,
IIQMJ CORP,Royalties,Gas,860588.19,
IITKQ PRODUCTION COMPANY,Other Revenues,Oil & Gas,8000,
IITKQ PRODUCTION COMPANY,Royalties,Gas,159729.55,
IJBAV MANAGEMENT CORP,Other Revenues,Oil & Gas,-38665,
IJBAV MANAGEMENT CORP,Rents,Oil & Gas,60,
IJBAV MANAGEMENT CORP,Royalties,Gas,86997.15,
IJBAV MANAGEMENT CORP,Royalties,Oil,1184732.43,
IJKNX INDUSTRIES,Other Revenues,Oil & Gas,7620,
IJKNX INDUSTRIES,Rents,Oil & Gas,52351.5,
IJKNX INDUSTRIES,Royalties,Gas,505653.56,
IJKNX INDUSTRIES,Royalties,Oil,1089250.31,
IKSQO PARTNERS,Other Revenues,Oil & Gas,-58070,
IKSQO PARTNERS,Royalties,Oil,9214.15,
IKSQO PARTNERS,Royalties,Gas,59178.04,
IKSQO PARTNERS,Rents,Oil & Gas,176774.5,
ILNUX PRODUCTION COMPANY,Other Revenues,Oil & Gas,500.93,
ILNUX PRODUCTION COMPANY,Rents,Oil & Gas,4554.5,
ILNUX PRODUCTION COMPANY,Royalties,Gas,55520.8,
ILNUX PRODUCTION COMPANY,Royalties,Oil,884956.04,
IMBSB PRODUCTION COMPANY,Rents,Oil & Gas,32154,
IMBSB PRODUCTION COMPANY,Royalties,Oil,121153.36,
IMBSB PRODUCTION COMPANY,Royalties,Gas,608877.7,
INPBQ HOLDINGS,Rents,Sodium,-5280,
INPBQ HOLDINGS,Other Revenues,Sodium,7920,
INPBQ HOLDINGS,Royalties,Other Commodities,918671.04,
IOQIW HOLDINGS,Rents,Oil & Gas,41.96,
IOQIW HOLDINGS,Royalties,Gas,86055.12,
IOQIW HOLDINGS,Royalties,Oil,2182357.09,
IRISF LLC,Rents,Oil & Gas,1137,
IRISF LLC,Bonus,Oil & Gas,397200,
ITRSW PARTNERS,Other Revenues,Oil & Gas,8056.76,
ITRSW PARTNERS,Bonus,Oil & Gas,313958.5,
ITRSW PARTNERS,Rents,Oil & Gas,542300.5,
IUAFN ENERGY COMPANY,Rents,Oil & Gas,1440,
IUAFN ENERGY COMPANY,Bonus,Oil & Gas,1728000,
IVHWK PRODUCTS,Rents,Oil & Gas,880,
IVHWK PRODUCTS,Other Revenues,Oil & Gas,1575.6,
IVHWK PRODUCTS,Royalties,Gas,12421.14,
IVHWK PRODUCTS,Royalties,Oil,94370.53,
IVMOF HOLDINGS,Royalties,Oil,44853052.11,
IVXYS PRODUCTION COMPANY,Royalties,Gas,2308407.72,
IYFGK PRODUCTS,Royalties,Oil,74644.43,
IYFGK PRODUCTS,Royalties,Gas,125534.96,
IYFNL PRODUCTS,Royalties,Gas,1143.43,
IYFNL PRODUCTS,Royalties,Oil,545164.04,
JCKYP ENERGY COMPANY,Royalties,Gas,919.87,
JCKYP ENERGY COMPANY,Royalties,Oil,160145.74,
JCRFL INDUSTRIES,Other Revenues,Oil & Gas,28800,
JCRFL INDUSTRIES,Rents,Oil & Gas,208770,
JCRFL INDUSTRIES,Bonus,Oil & Gas,744000,
JCRFL INDUSTRIES,Royalties,Gas,744286.25,
JCRFL INDUSTRIES,Royalties,Oil,5204026.86,
JCYSC CORP,Rents,Oil & Gas,195840,
JDERH HOLDINGS,Rents,Oil & Gas,3481.5,
JDERH HOLDINGS,Bonus,Oil & Gas,99803,
JFUAB CORP,Other Revenues,Oil & Gas,-5182332.23,
JFUAB CORP,Rents,Oil & Gas,28380600,
JFUAB CORP,Bonus,Oil & Gas,77149984,
JFUAB CORP,Royalties,Gas,95260089.53,
JFUAB CORP,Royalties,Oil,778280160.68,
JGGUV PRODUCTION COMPANY,Royalties,Gas,18970.81,
JGGUV PRODUCTION COMPANY,Rents,Oil & Gas,34458,
JGGUV PRODUCTION COMPANY,Other Revenues,Oil & Gas,51519,
JHSOR LLC,Royalties,Gas,1004839.78,
JKDKK PRODUCTS,Bonus,Oil & Gas,539,
JKDKK PRODUCTS,Rents,Oil & Gas,100634,
JKZWR ENERGY COMPANY,Rents,Oil & Gas,-22556,
JKZWR ENERGY COMPANY,Royalties,Gas,208429.17,
JLLWL CORP,Rents,Coal,76227,
JLLWL CORP,Royalties,Coal,23604473.92,
JLRSO INC,Other Revenues,Oil & Gas,35878.91,
JLRSO INC,Royalties,Gas,1393056.39,
JLRSO INC,Royalties,Oil,9912102.4,
JNQYT RESOURCES,Royalties,Other Commodities,2506216.38,
JPRPR PARTNERS,Royalties,Oil,4552.1,
JPRPR PARTNERS,Rents,Oil & Gas,13845,
JPRPR PARTNERS,Bonus,Oil & Gas,130975,
JPXVV RESOURCES,Royalties,Geothermal,384574.07,
JPXVV RESOURCES,Rents,Geothermal,456565,
JQKTG MANAGEMENT CORP,Royalties,Gas,177825.95,
JQKTG MANAGEMENT CORP,Rents,Oil & Gas,820800,
JQKTG MANAGEMENT CORP,Royalties,Oil,6837369.76,
JRSZM PRODUCTION COMPANY,Other Revenues,Oil & Gas,2555.54,
JRSZM PRODUCTION COMPANY,Royalties,Gas,15252.18,
JRSZM PRODUCTION COMPANY,Royalties,Oil,83079.47,
JSYKV HOLDINGS,Rents,Oil & Gas,63241.5,
JSYKV HOLDINGS,Bonus,Oil & Gas,1369229,
JUKTO INDUSTRIES,Rents,Oil & Gas,3200,
JUKTO INDUSTRIES,Royalties,Gas,25867.13,
JUKTO INDUSTRIES,Royalties,Oil,247009.06,
JVMCK HOLDINGS,Rents,Oil & Gas,4806,
JVMCK HOLDINGS,Royalties,Oil,23422.25,
JVMCK HOLDINGS,Royalties,Gas,316572.26,
JWWTO ENERGY COMPANY,Royalties,Gas,20777.28,
JWWTO ENERGY COMPANY,Royalties,Oil,219578.43,
JZPLI INDUSTRIES,Royalties,Gas,1092065.38,
JZPLI INDUSTRIES,Other Revenues,Oil & Gas,2362452.32,
JZPLI INDUSTRIES,Royalties,Oil,6071401.28,
JZPLI INDUSTRIES,Rents,Oil & Gas,6371115,
JZXST INC,Rents,Oil & Gas,37206,
JZXST INC,Rents,Coal,195763.75,
JZXST INC,Other Revenues,Coal,3583452.5,
JZXST INC,Bonus,Coal,60436982.34,
JZXST INC,Royalties,Coal,176116017.59,
KBTAX CORP,Royalties,Oil,247795.55,
KBTAX CORP,Royalties,Gas,1338493.4,
KCFRI PRODUCTS,Rents,Oil & Gas,354289,
KCFRI PRODUCTS,Other Revenues,Oil & Gas,489242.17,
KCFRI PRODUCTS,Royalties,Oil,6844131.16,
KCFRI PRODUCTS,Bonus,Oil & Gas,6957331,
KCFRI PRODUCTS,Royalties,Gas,15699888.29,
KDHGX INC,Royalties,Geothermal,1799537,
KDLOD INDUSTRIES,Other Revenues,Oil & Gas,450.83,
KDLOD INDUSTRIES,Royalties,Oil,43044.42,
KDLOD INDUSTRIES,Royalties,Gas,602975.45,
KDMUN INDUSTRIES,Rents,Oil & Gas,61102.5,
KDMUN INDUSTRIES,Bonus,Oil & Gas,1524389,
KDTKP RESOURCES,Other Revenues,Oil & Gas,859640.94,
KDTKP RESOURCES,Rents,Oil & Gas,1642057.5,
KDTKP RESOURCES,Bonus,Oil & Gas,2683308,
KDTKP RESOURCES,Royalties,Gas,19196001,
KDTKP RESOURCES,Royalties,Oil,35899155.1,
KGQSB CORP,Other Revenues,Oil & Gas,52897.74,
KGQSB CORP,Royalties,Gas,54923.28,
KIBXN PARTNERS,Rents,Oil & Gas,35000,
KIBXN PARTNERS,Bonus,Oil & Gas,125000,
KIRBM INC,Other Revenues,Oil & Gas,-72875.4,
KIRBM INC,Royalties,Gas,333005.87,
KJSHE INDUSTRIES,Royalties,Oil,3484833.72,
KKATC INC,Rents,Oil & Gas,135,
KKATC INC,Royalties,Gas,28664.22,
KKATC INC,Royalties,Oil,260241.27,
KLCDW PRODUCTS,Rents,Oil & Gas,715,
KLCDW PRODUCTS,Other Revenues,Oil & Gas,301176.72,
KMLFK INC,Rents,Oil & Gas,25.5,
KMLFK INC,Other Revenues,Oil & Gas,732.53,
KMLFK INC,Royalties,Gas,57307.62,
KMLFK INC,Royalties,Oil,865038.97,
KMUNZ PRODUCTS,Rents,Oil & Gas,18058,
KMUNZ PRODUCTS,Royalties,Gas,145320.07,
KMUNZ PRODUCTS,Royalties,Oil,440220.06,
KOAXE PRODUCTS,Rents,Oil & Gas,952,
KOAXE PRODUCTS,Royalties,Gas,5008.89,
KOAXE PRODUCTS,Royalties,Oil,155790.98,
KORLJ PRODUCTION COMPANY,Rents,Oil & Gas,16240.5,
KORLJ PRODUCTION COMPANY,Other Revenues,Oil & Gas,1584116.09,
KORLJ PRODUCTION COMPANY,Royalties,Oil,4196011.08,
KORLJ PRODUCTION COMPANY,Royalties,Gas,24542922.76,
KRKCQ HOLDINGS,Rents,Oil & Gas,623673,
KRQWJ PRODUCTION COMPANY,Rents,Oil & Gas,17286,
KRQWJ PRODUCTION COMPANY,Bonus,Oil & Gas,309138,
KTEZF LLC,Other Revenues,Oil & Gas,2326,
KTEZF LLC,Rents,Oil & Gas,14901.5,
KTEZF LLC,Royalties,Gas,202777.15,
KTEZF LLC,Royalties,Oil,697853.53,
KTTQZ EXPLORATION,Other Revenues,Oil & Gas,-181528.74,
KTTQZ EXPLORATION,Rents,Oil & Gas,27555,
KTTQZ EXPLORATION,Royalties,Gas,144971.91,
KTTQZ EXPLORATION,Royalties,Oil,6486343.95,
KUNWO PARTNERS,Royalties,Oil,119765.8,
KWTWA HOLDINGS,Rents,Oil & Gas,21272,
KWTWA HOLDINGS,Bonus,Oil & Gas,126825,
KXZOS CORP,Royalties,Gas,171.24,
KXZOS CORP,Royalties,Oil,211788.98,
KZWCY INC,Royalties,Oil,6001.05,
KZWCY INC,Royalties,Gas,109540.63,
LBGXL INC,Other Revenues,Oil & Gas,-1087591.43,
LBGXL INC,Rents,Oil & Gas,1108326.8,
LBGXL INC,Bonus,Oil & Gas,3661250,
LBGXL INC,Royalties,Gas,20518543.79,
LBGXL INC,Royalties,Oil,71499750.16,
LCUAV PRODUCTION COMPANY,Royalties,Gas,283594.42,
LCXAL INDUSTRIES,Other Revenues,Oil & Gas,-135049,
LCXAL INDUSTRIES,Royalties,Gas,366570.82,
LCXAL INDUSTRIES,Royalties,Oil,2903793.49,
LEOCU RESOURCES,Rents,Oil & Gas,11982.5,
LEOCU RESOURCES,Royalties,Gas,27795.08,
LEOCU RESOURCES,Royalties,Oil,200762.15,
LGDAD INDUSTRIES,Royalties,Gas,2685.14,
LGDAD INDUSTRIES,Royalties,Oil,40836.7,
LGDAD INDUSTRIES,Rents,Coal,180478.25,
LGDAD INDUSTRIES,Other Revenues,Coal,1791492.23,
LGDAD INDUSTRIES,Royalties,Coal,200724198.86,
LGDAD INDUSTRIES,Bonus,Coal,276947575.7,
LGRZV PRODUCTION COMPANY,Rents,Oil & Gas,405,
LGRZV PRODUCTION COMPANY,Bonus,Oil & Gas,569500,
LGYRU PRODUCTION COMPANY,Royalties,Gas,294236.96,
LHCDH CORP,Rents,Oil & Gas,21406.5,
LHCDH CORP,Bonus,Oil & Gas,1327068,
LIQBL INDUSTRIES,Rents,Oil & Gas,1969.5,
LIQBL INDUSTRIES,Bonus,Oil & Gas,173300,
LITPS ENERGY COMPANY,Royalties,Oil,3161.39,
LITPS ENERGY COMPANY,Rents,Oil & Gas,48063,
LITPS ENERGY COMPANY,Royalties,Gas,54815.04,
LJFJD CORP,Other Revenues,Oil & Gas,40,
LJFJD CORP,Rents,Oil & Gas,42943.5,
LJFJD CORP,Royalties,Gas,61874.42,
LJKHSDF INC,Rents,Coal,8664,
LJKHSDF INC,Royalties,Coal,3221766.52,
LJPAD PARTNERS,Rents,Coal,10800,
LJPAD PARTNERS,Royalties,Coal,238608.25,
LLBAY EXPLORATION,Royalties,Oil,184814.02,
LLQYS MANAGEMENT CORP,Bonus,Oil & Gas,36260,
LLQYS MANAGEMENT CORP,Rents,Oil & Gas,129733.5,
LLUFQ RESOURCES,Other Revenues,Oil & Gas,1734,
LLUFQ RESOURCES,Rents,Oil & Gas,11654,
LLUFQ RESOURCES,Royalties,Gas,44862.56,
LLUFQ RESOURCES,Royalties,Oil,38858836.56,
LLWFQ PRODUCTION COMPANY,Other Revenues,Oil & Gas,1105.3,
LLWFQ PRODUCTION COMPANY,Rents,Oil & Gas,12569,
LLWFQ PRODUCTION COMPANY,Royalties,Oil,527940.23,
LLWFQ PRODUCTION COMPANY,Bonus,Oil & Gas,5324968,
LLWFQ PRODUCTION COMPANY,Royalties,Gas,16556041.83,
LOKRE RESOURCES,Rents,Oil & Gas,640,
LOKRE RESOURCES,Royalties,Gas,1588965.18,
LOKRE RESOURCES,Royalties,Oil,51290275.84,
LPWUJ LLC,Rents,Oil & Gas,1558,
LPWUJ LLC,Other Revenues,Oil & Gas,2478.42,
LPWUJ LLC,Royalties,Oil,3573.13,
LPWUJ LLC,Royalties,Gas,583072.63,
LQAIO PARTNERS,Other Revenues,Oil & Gas,-125418.55,
LQAIO PARTNERS,Rents,Oil & Gas,120,
LQAIO PARTNERS,Royalties,Gas,1238636.44,
LQAIO PARTNERS,Royalties,Oil,3854293.99,
LRDFP RESOURCES,Other Revenues,Oil & Gas,-31000,
LRDFP RESOURCES,Royalties,Gas,332604.24,
LRKSM ENERGY COMPANY,Rents,Oil & Gas,720,
LRKSM ENERGY COMPANY,Royalties,Oil,195665.73,
LTHHU INDUSTRIES,Royalties,Gas,5183.25,
LTHHU INDUSTRIES,Royalties,Oil,6185.95,
LTHHU INDUSTRIES,Other Revenues,Oil & Gas,11899.29,
LTHHU INDUSTRIES,Rents,Oil & Gas,223893.5,
LTHHU INDUSTRIES,Bonus,Oil & Gas,300662,
LUSOM INC,Other Revenues,Oil & Gas,-2350,
LUSOM INC,Rents,Oil & Gas,2040,
LUSOM INC,Royalties,Oil,34813.95,
LUSOM INC,Royalties,Gas,41286.62,
LUSOM INC,Bonus,Oil & Gas,336800,
LUYIU INDUSTRIES,Rents,Oil & Gas,24694.5,
LUYIU INDUSTRIES,Bonus,Oil & Gas,145536,
LWRMN PRODUCTION COMPANY,Other Revenues,Oil & Gas,18660.07,
LWRMN PRODUCTION COMPANY,Rents,Oil & Gas,52756,
LWRMN PRODUCTION COMPANY,Royalties,Gas,11066368.16,
LWRMN PRODUCTION COMPANY,Royalties,Oil,58346474.42,
LXRGG PARTNERS,Bonus,Oil & Gas,148200,
LXRGG PARTNERS,Rents,Oil & Gas,179796,
LYAQX INC,Rents,Oil & Gas,7970,
LYAQX INC,Royalties,Gas,77556.5,
LYAQX INC,Royalties,Oil,1119167.79,
MDZOT EXPLORATION,Other Revenues,Oil & Gas,6197.27,
MDZOT EXPLORATION,Royalties,Oil,353370.62,
MEKZY MANAGEMENT CORP,Rents,Oil & Gas,14708,
MEKZY MANAGEMENT CORP,Other Revenues,Oil & Gas,18020.55,
MEKZY MANAGEMENT CORP,Royalties,Gas,682199.23,
MEKZY MANAGEMENT CORP,Royalties,Oil,1049980.91,
MGYWK CORP,Other Revenues,Oil & Gas,4285.94,
MGYWK CORP,Rents,Oil & Gas,42579.12,
MGYWK CORP,Royalties,Gas,970247.61,
MKWSW MANAGEMENT CORP,Bonus,Oil & Gas,174436.5,
MKWSW MANAGEMENT CORP,Rents,Oil & Gas,349801.5,
MLWMN EXPLORATION,Royalties,Gas,1211.34,
MLWMN EXPLORATION,Royalties,Oil,1767.38,
MLWMN EXPLORATION,Rents,Oil & Gas,19362.32,
MLWMN EXPLORATION,Bonus,Oil & Gas,172870,
MONGA LLC,Rents,Oil & Gas,3436.5,
MONGA LLC,Bonus,Oil & Gas,310470,
MOUZD PRODUCTS,Other Revenues,Oil & Gas,4200,
MOUZD PRODUCTS,Rents,Oil & Gas,350300,
MOUZD PRODUCTS,Royalties,Gas,566767.3,
MOUZD PRODUCTS,Royalties,Oil,611947.07,
MOZYA INC,Other Revenues,Oil & Gas,-3166.24,
MOZYA INC,Royalties,Oil,34886.1,
MOZYA INC,Royalties,Gas,36071.01,
MOZYA INC,Rents,Oil & Gas,92403,
MRVAI INDUSTRIES,Rents,Oil & Gas,270,
MRVAI INDUSTRIES,Rents,Coal,93973.5,
MRVAI INDUSTRIES,Other Revenues,Coal,131031,
MRVAI INDUSTRIES,Bonus,Coal,230000,
MRVAI INDUSTRIES,Royalties,Geothermal,301661.34,
MRVAI INDUSTRIES,Royalties,Coal,17462647.81,
MRWEK INC,Royalties,Gas,333983.66,
MUZFG PRODUCTS,Other Revenues,Oil & Gas,13702840.1,
MUZFG PRODUCTS,Rents,Oil & Gas,17378349.3,
MUZFG PRODUCTS,Royalties,Other Commodities,20024500.38,
MUZFG PRODUCTS,Royalties,Gas,96921695.49,
MUZFG PRODUCTS,Bonus,Oil & Gas,290985645,
MUZFG PRODUCTS,Royalties,Oil,365643597.36,
MWUMQ PRODUCTION COMPANY,Rents,Oil & Gas,220,
MWUMQ PRODUCTION COMPANY,Other Revenues,Oil & Gas,2908.65,
MWUMQ PRODUCTION COMPANY,Royalties,Oil,144398.97,
MWUMQ PRODUCTION COMPANY,Royalties,Gas,225050.82,
MXFLI ENERGY COMPANY,Other Revenues,Oil & Gas,37235,
MXFLI ENERGY COMPANY,Rents,Oil & Gas,82645.33,
MXFLI ENERGY COMPANY,Royalties,Gas,213428.24,
MXFLI ENERGY COMPANY,Royalties,Oil,9671797.94,
MXTIC CORP,Rents,Oil & Gas,10520,
MXTIC CORP,Bonus,Oil & Gas,196000,
MXUOW LLC,Rents,Oil & Gas,480,
MXUOW LLC,Bonus,Oil & Gas,216000,
NAFEX MANAGEMENT CORP,Other Revenues,Oil & Gas,4652.71,
NAFEX MANAGEMENT CORP,Rents,Oil & Gas,37075.5,
NAFEX MANAGEMENT CORP,Royalties,Gas,312304.7,
NASRF HOLDINGS,Royalties,Oil,128783.87,
NBEDF ENERGY COMPANY,Royalties,Other Commodities,116296.45,
NBEDF ENERGY COMPANY,Other Revenues,Oil & Gas,234432.56,
NBEDF ENERGY COMPANY,Rents,Oil & Gas,532974.5,
NBEDF ENERGY COMPANY,Royalties,Gas,31364995.05,
NBEDF ENERGY COMPANY,Royalties,Oil,66075287.88,
NBZBB PRODUCTION COMPANY,Rents,Oil & Gas,21667.94,
NBZBB PRODUCTION COMPANY,Royalties,Oil,82104.15,
NCAHO INDUSTRIES,Royalties,Other Commodities,2862.6,
NCAHO INDUSTRIES,Other Revenues,Sulfur,11186,
NCAHO INDUSTRIES,Other Revenues,Oil & Gas,550118.98,
NCAHO INDUSTRIES,Rents,Oil & Gas,3984186.93,
NCAHO INDUSTRIES,Royalties,Gas,20613766.55,
NCAHO INDUSTRIES,Bonus,Oil & Gas,84764750,
NCAHO INDUSTRIES,Royalties,Oil,234631759.71,
NCHSW ENERGY COMPANY,Royalties,Oil,1833.86,
NCHSW ENERGY COMPANY,Royalties,Gas,185012.46,
NDPBM INC,Other Revenues,Oil & Gas,-62681,
NDPBM INC,Rents,Oil & Gas,26073,
NDPBM INC,Royalties,Oil,48862.34,
NDPBM INC,Royalties,Gas,713848.14,
NEHQU INDUSTRIES,Rents,Oil & Gas,2874,
NEHQU INDUSTRIES,Other Revenues,Oil & Gas,10094,
NEHQU INDUSTRIES,Royalties,Gas,223666.86,
NEHQU INDUSTRIES,Royalties,Oil,2485129.58,
NELLQ RESOURCES,Other Revenues,Gilsonite,-2046,
NELLQ RESOURCES,Rents,Gilsonite,280,
NELLQ RESOURCES,Royalties,Other Commodities,2833235.03,
NGCHC EXPLORATION,Rents,Oil & Gas,110248,
NGCHC EXPLORATION,Bonus,Oil & Gas,204704,
NJPIC INC,Rents,Geothermal,7717,
NJPIC INC,Royalties,Geothermal,126977.78,
NJPRP ENERGY COMPANY,Other Revenues,Oil & Gas,772095.86,
NJPRP ENERGY COMPANY,Rents,Oil & Gas,1504461.7,
NJPRP ENERGY COMPANY,Bonus,Oil & Gas,2560289,
NJPRP ENERGY COMPANY,Royalties,Gas,15330474.04,
NJPRP ENERGY COMPANY,Royalties,Oil,21001060.43,
NKSAD ENERGY COMPANY,Rents,Oil & Gas,1540,
NKSAD ENERGY COMPANY,Royalties,Gas,42596.42,
NKSAD ENERGY COMPANY,Royalties,Oil,3175112.71,
NLHUK INC,Rents,Oil & Gas,41548.5,
NLHUK INC,Bonus,Oil & Gas,893918,
NLQNT RESOURCES,Rents,Oil & Gas,27586.5,
NLQNT RESOURCES,Bonus,Oil & Gas,123181,
NLTDR RESOURCES,Other Revenues,Oil & Gas,1424.29,
NLTDR RESOURCES,Rents,Oil & Gas,8560,
