Month,Calendar Year,Fund Type,Land Category,Disbursement Type,State ,County,Commodity,Category,Disbursement
February,2019,State,Onshore,Geothermal,CA,Lake County,Geothermal,Royalties,"71,417.07"
February,2019,State,Onshore,Geothermal,CA,Lassen County,,Sequestration,-132.04
February,2019,State,Onshore,Geothermal,CA,Lassen County,Geothermal,Royalties,"2,129.74"
February,2019,State,Onshore,Geothermal,CA,Mono County,,Sequestration,-92.90
February,2019,State,Onshore,Geothermal,CA,Mono County,Geothermal,Royalties,"1,498.40"
February,2019,State,Onshore,Geothermal,CA,Sonoma County,,Sequestration,"-6,640.77"
February,2019,State,Onshore,Geothermal,CA,Sonoma County,Geothermal,Royalties,"107,109.17"
February,2019,State,Onshore,Geothermal,ID,Cassia County,,Sequestration,-392.36
February,2019,State,Onshore,Geothermal,ID,Cassia County,Geothermal,Other Distributions,"6,328.31"
February,2019,State,Onshore,Geothermal,NM,Hidalgo County,,Sequestration,-227.37
February,2019,State,Onshore,Geothermal,NM,Hidalgo County,Geothermal,Rents & Bonuses,"3,126.25"
February,2019,State,Onshore,Geothermal,NM,Hidalgo County,Geothermal,Royalties,540.96
February,2019,State,Onshore,Geothermal,NV,Churchill County,,Sequestration,"-5,377.14"
February,2019,State,Onshore,Geothermal,NV,Churchill County,Geothermal,Rents & Bonuses,-65.11
February,2019,State,Onshore,Geothermal,NV,Churchill County,Geothermal,Royalties,"86,793.19"
February,2019,State,Onshore,Geothermal,NV,Eureka County,,Sequestration,-10.56
February,2019,State,Onshore,Geothermal,NV,Eureka County,Geothermal,Royalties,170.39
February,2019,State,Onshore,Geothermal,NV,Humboldt County,,Sequestration,-182.59
February,2019,State,Onshore,Geothermal,NV,Humboldt County,Geothermal,Other Distributions,0.32
February,2019,State,Onshore,Geothermal,NV,Humboldt County,Geothermal,Royalties,"2,944.63"
February,2019,State,Onshore,Geothermal,NV,Lander County,,Sequestration,"-2,093.15"
February,2019,State,Onshore,Geothermal,NV,Lander County,Geothermal,Rents & Bonuses,-70.83
February,2019,State,Onshore,Geothermal,NV,Lander County,Geothermal,Royalties,"33,831.37"
February,2019,State,Onshore,Geothermal,NV,Lyon County,,Sequestration,-25.48
February,2019,State,Onshore,Geothermal,NV,Lyon County,Geothermal,Royalties,410.96
February,2019,State,Onshore,Geothermal,NV,Mineral County,,Sequestration,-695.67
February,2019,State,Onshore,Geothermal,NV,Mineral County,Geothermal,Rents & Bonuses,-92.06
February,2019,State,Onshore,Geothermal,NV,Mineral County,Geothermal,Royalties,"11,312.52"
February,2019,State,Onshore,Geothermal,NV,Pershing County,,Sequestration,-7.67
February,2019,State,Onshore,Geothermal,NV,Pershing County,Geothermal,Royalties,123.78
February,2019,State,Onshore,Geothermal,NV,Washoe County,,Sequestration,-131.09
February,2019,State,Onshore,Geothermal,NV,Washoe County,Geothermal,Royalties,"2,114.35"
February,2019,State,Onshore,Geothermal,OR,Deschutes County,,Sequestration,-587.22
February,2019,State,Onshore,Geothermal,OR,Deschutes County,Geothermal,Rents & Bonuses,"9,471.25"
February,2019,State,Onshore,Geothermal,UT,Beaver County,,Sequestration,-790.49
February,2019,State,Onshore,Geothermal,UT,Beaver County,Geothermal,Royalties,"12,749.91"
February,2019,State,Onshore,Geothermal,UT,Millard County,,Sequestration,-73.36
February,2019,State,Onshore,Geothermal,UT,Millard County,Geothermal,Royalties,"1,183.27"
February,2019,State,Onshore,Geothermal,WA,Whatcom County,,Sequestration,-130.77
February,2019,State,Onshore,Geothermal,WA,Whatcom County,Geothermal,Rents & Bonuses,"2,109.25"
February,2019,State,Onshore,State,AK,,,Royalties,"-15,642.64"
February,2019,State,Onshore,State,AK,,,Sequestration,"-60,640.55"
February,2019,State,Onshore,State,AK,,Gas,Royalties,"533,849.53"
February,2019,State,Onshore,State,AK,,Oil,Other Distributions,"6,135.96"
February,2019,State,Onshore,State,AK,,Oil,Royalties,"453,730.53"
February,2019,State,Onshore,State,AL,,,Royalties,-70.20
February,2019,State,Onshore,State,AL,,,Sequestration,-400.16
February,2019,State,Onshore,State,AL,,Gas,Royalties,"2,950.86"
February,2019,State,Onshore,State,AL,,Oil,Royalties,"3,103.40"
February,2019,State,Onshore,State,AL,,Oil & Gas,Other Distributions,318.24
February,2019,State,Onshore,State,AL,,Oil & Gas,Rents & Bonuses,125.00
February,2019,State,Onshore,State,AL,,Oil & Gas,Royalties,26.91
February,2019,State,Onshore,State,AR,,,Royalties,-829.91
February,2019,State,Onshore,State,AR,,,Sequestration,"-4,090.32"
February,2019,State,Onshore,State,AR,,Gas,Royalties,"67,069.96"
February,2019,State,Onshore,State,AR,,Hardrock,Other Distributions,-0.12
February,2019,State,Onshore,State,AR,,Oil & Gas,Other Distributions,"-2,991.17"
February,2019,State,Onshore,State,AR,,Oil & Gas,Rents & Bonuses,"2,724.00"
February,2019,State,Onshore,State,AR,,Quartz,Royalties,0.12
February,2019,State,Onshore,State,CA,,,Other Distributions,3.40
February,2019,State,Onshore,State,CA,,,Royalties,"-72,249.52"
February,2019,State,Onshore,State,CA,,,Sequestration,"-219,494.24"
February,2019,State,Onshore,State,CA,,Gas,Royalties,"104,526.73"
February,2019,State,Onshore,State,CA,,Geothermal,Royalties,"373,737.96"
February,2019,State,Onshore,State,CA,,Oil,Royalties,"2,725,605.27"
February,2019,State,Onshore,State,CA,,Oil & Gas,Other Distributions,558.48
February,2019,State,Onshore,State,CA,,Oil & Gas,Rents & Bonuses,"1,928.00"
February,2019,State,Onshore,State,CA,,Sodium,Other Distributions,0.53
February,2019,State,Onshore,State,CA,,Sodium,Rents & Bonuses,38.54
February,2019,State,Onshore,State,CA,,Sodium,Royalties,"406,080.22"
February,2019,State,Onshore,State,CO,,,Other Distributions,"4,353.45"
February,2019,State,Onshore,State,CO,,,Royalties,"-211,867.81"
February,2019,State,Onshore,State,CO,,,Sequestration,"-643,924.31"
February,2019,State,Onshore,State,CO,,Coal,Other Distributions,"1,829.16"
February,2019,State,Onshore,State,CO,,Coal,Rents & Bonuses,"-16,815.00"
February,2019,State,Onshore,State,CO,,Coal,Royalties,"1,640,147.87"
February,2019,State,Onshore,State,CO,,Gas,Royalties,"4,901,139.53"
February,2019,State,Onshore,State,CO,,Oil,Royalties,"1,153,855.32"
February,2019,State,Onshore,State,CO,,Oil & Gas,Other Distributions,"201,101.91"
February,2019,State,Onshore,State,CO,,Oil & Gas,Rents & Bonuses,"450,538.23"
February,2019,State,Onshore,State,CO,,Oil & Gas,Royalties,"2,164,116.29"
February,2019,State,Onshore,State,CO,,Sodium,Royalties,"97,477.08"
February,2019,State,Onshore,State,FL,,,Royalties,"-1,566.29"
February,2019,State,Onshore,State,FL,,,Sequestration,"-4,758.39"
February,2019,State,Onshore,State,FL,,Phosphate,Royalties,"78,314.48"
February,2019,State,Onshore,State,ID,,,Other Distributions,176.32
February,2019,State,Onshore,State,ID,,,Royalties,"-5,902.37"
February,2019,State,Onshore,State,ID,,,Sequestration,"-17,944.95"
February,2019,State,Onshore,State,ID,,Gas,Royalties,"1,116.28"
February,2019,State,Onshore,State,ID,,Geothermal,Other Distributions,"12,656.65"
February,2019,State,Onshore,State,ID,,Hardrock,Other Distributions,31.50
February,2019,State,Onshore,State,ID,,Hardrock,Rents & Bonuses,10.50
February,2019,State,Onshore,State,ID,,Oil,Royalties,328.17
February,2019,State,Onshore,State,ID,,Phosphate,Other Distributions,"1,193.50"
February,2019,State,Onshore,State,ID,,Phosphate,Rents & Bonuses,"-4,605.00"
February,2019,State,Onshore,State,ID,,Phosphate,Royalties,"284,429.18"
February,2019,State,Onshore,State,KS,,,Royalties,-985.36
February,2019,State,Onshore,State,KS,,,Sequestration,"-2,993.53"
February,2019,State,Onshore,State,KS,,Gas,Royalties,"28,221.02"
February,2019,State,Onshore,State,KS,,Oil,Royalties,"20,785.16"
February,2019,State,Onshore,State,KS,,Oil & Gas,Other Distributions,-221.71
February,2019,State,Onshore,State,KS,,Oil & Gas,Rents & Bonuses,480.00
February,2019,State,Onshore,State,KS,,Oil & Gas,Royalties,3.66
February,2019,State,Onshore,State,KY,,,Sequestration,-102.64
February,2019,State,Onshore,State,KY,,Gas,Royalties,757.94
February,2019,State,Onshore,State,KY,,Limestone,Royalties,0.76
February,2019,State,Onshore,State,KY,,Oil,Royalties,123.75
February,2019,State,Onshore,State,KY,,Oil & Gas,Other Distributions,773.10
February,2019,State,Onshore,State,LA,,,Royalties,"-2,353.59"
February,2019,State,Onshore,State,LA,,,Sequestration,"-8,522.35"
February,2019,State,Onshore,State,LA,,Gas,Royalties,"32,330.83"
February,2019,State,Onshore,State,LA,,Oil,Royalties,"86,452.12"
February,2019,State,Onshore,State,LA,,Oil & Gas,Other Distributions,"2,907.48"
February,2019,State,Onshore,State,LA,,Oil & Gas,Rents & Bonuses,"18,120.52"
February,2019,State,Onshore,State,MI,,,Royalties,-32.60
February,2019,State,Onshore,State,MI,,,Sequestration,-99.03
February,2019,State,Onshore,State,MI,,Gas,Royalties,474.79
February,2019,State,Onshore,State,MI,,Oil,Royalties,834.22
February,2019,State,Onshore,State,MI,,Oil & Gas,Other Distributions,320.83
February,2019,State,Onshore,State,MO,,,Sequestration,"-3,498.30"
February,2019,State,Onshore,State,MO,,Copper,Royalties,"-1,636.47"
February,2019,State,Onshore,State,MO,,Hardrock,Other Distributions,758.50
February,2019,State,Onshore,State,MO,,Hardrock,Rents & Bonuses,-758.50
February,2019,State,Onshore,State,MO,,Lead/Zinc,Royalties,"58,060.68"
February,2019,State,Onshore,State,MS,,,Royalties,-15.47
February,2019,State,Onshore,State,MS,,,Sequestration,"-2,287.69"
February,2019,State,Onshore,State,MS,,Gas,Royalties,"1,863.35"
February,2019,State,Onshore,State,MS,,Oil,Royalties,"32,777.15"
February,2019,State,Onshore,State,MS,,Oil & Gas,Other Distributions,55.33
February,2019,State,Onshore,State,MS,,Oil & Gas,Rents & Bonuses,"2,217.88"
February,2019,State,Onshore,State,MT,,,Other Distributions,26.61
February,2019,State,Onshore,State,MT,,,Royalties,"-46,874.69"
February,2019,State,Onshore,State,MT,,,Sequestration,"-142,406.97"
February,2019,State,Onshore,State,MT,,Coal,Other Distributions,73.87
February,2019,State,Onshore,State,MT,,Coal,Royalties,"1,430,312.83"
February,2019,State,Onshore,State,MT,,Gas,Royalties,"202,752.71"
February,2019,State,Onshore,State,MT,,Oil,Royalties,"634,656.52"
February,2019,State,Onshore,State,MT,,Oil & Gas,Other Distributions,"39,823.07"
February,2019,State,Onshore,State,MT,,Oil & Gas,Rents & Bonuses,"35,998.00"
February,2019,State,Onshore,State,MT,,Oil & Gas,Royalties,117.73
February,2019,State,Onshore,State,NC,,Hardrock,Other Distributions,6.39
February,2019,State,Onshore,State,NC,,Hardrock,Rents & Bonuses,-6.39
February,2019,State,Onshore,State,ND,,,Other Distributions,"16,152.17"
February,2019,State,Onshore,State,ND,,Coal,Rents & Bonuses,"3,480.00"
February,2019,State,Onshore,State,ND,,Coal,Royalties,"5,098.26"
February,2019,State,Onshore,State,ND,,Gas,Royalties,"-129,436.82"
February,2019,State,Onshore,State,ND,,Oil,Other Distributions,-87.84
February,2019,State,Onshore,State,ND,,Oil,Royalties,"305,940.55"
February,2019,State,Onshore,State,ND,,Oil & Gas,Other Distributions,"-188,853.58"
February,2019,State,Onshore,State,ND,,Oil & Gas,Rents & Bonuses,"2,858.00"
February,2019,State,Onshore,State,NE,,,Royalties,-17.29
February,2019,State,Onshore,State,NE,,,Sequestration,-52.52
February,2019,State,Onshore,State,NE,,Oil,Royalties,864.42
February,2019,State,Onshore,State,NM,,,Other Distributions,"11,940.05"
February,2019,State,Onshore,State,NM,,,Royalties,"-1,242,639.63"
February,2019,State,Onshore,State,NM,,,Sequestration,"-3,775,879.47"
February,2019,State,Onshore,State,NM,,Coal,Other Distributions,"1,526.26"
February,2019,State,Onshore,State,NM,,Coal,Royalties,"338,714.75"
February,2019,State,Onshore,State,NM,,Gas,Royalties,"16,863,419.69"
February,2019,State,Onshore,State,NM,,Geothermal,Rents & Bonuses,"6,252.50"
February,2019,State,Onshore,State,NM,,Geothermal,Royalties,"1,081.94"
February,2019,State,Onshore,State,NM,,Oil,Royalties,"46,428,932.43"
February,2019,State,Onshore,State,NM,,Oil & Gas,Other Distributions,"-1,913,829.42"
February,2019,State,Onshore,State,NM,,Oil & Gas,Rents & Bonuses,"10,490.68"
February,2019,State,Onshore,State,NM,,Oil & Gas,Royalties,"43,643.67"
February,2019,State,Onshore,State,NM,,Potassium,Other Distributions,-545.94
February,2019,State,Onshore,State,NM,,Potassium,Royalties,"324,505.73"
February,2019,State,Onshore,State,NM,,Sodium,Royalties,"27,789.12"
February,2019,State,Onshore,State,NV,,,Royalties,"-7,596.12"
February,2019,State,Onshore,State,NV,,,Sequestration,"-23,077.01"
February,2019,State,Onshore,State,NV,,Geothermal,Other Distributions,0.65
February,2019,State,Onshore,State,NV,,Geothermal,Rents & Bonuses,-456.06
February,2019,State,Onshore,State,NV,,Geothermal,Royalties,"275,402.86"
February,2019,State,Onshore,State,NV,,Oil,Royalties,"57,785.04"
February,2019,State,Onshore,State,NV,,Oil & Gas,Other Distributions,350.00
February,2019,State,Onshore,State,NV,,Oil & Gas,Rents & Bonuses,"46,723.50"
February,2019,State,Onshore,State,OH,,,Royalties,-0.72
February,2019,State,Onshore,State,OH,,,Sequestration,"-1,211.35"
February,2019,State,Onshore,State,OH,,Gas,Royalties,"16,368.83"
February,2019,State,Onshore,State,OH,,Oil,Royalties,114.73
February,2019,State,Onshore,State,OH,,Oil & Gas,Other Distributions,"1,980.10"
February,2019,State,Onshore,State,OH,,Oil & Gas,Rents & Bonuses,"1,075.00"
February,2019,State,Onshore,State,OK,,,Other Distributions,0.13
February,2019,State,Onshore,State,OK,,,Royalties,"-3,850.66"
February,2019,State,Onshore,State,OK,,,Sequestration,"-11,747.57"
February,2019,State,Onshore,State,OK,,Gas,Royalties,"150,995.74"
February,2019,State,Onshore,State,OK,,Hardrock,Other Distributions,-0.03
February,2019,State,Onshore,State,OK,,Oil,Royalties,"36,947.53"
February,2019,State,Onshore,State,OK,,Oil & Gas,Other Distributions,"5,174.65"
February,2019,State,Onshore,State,OK,,Oil & Gas,Rents & Bonuses,209.50
February,2019,State,Onshore,State,OK,,Quartz,Royalties,0.03
February,2019,State,Onshore,State,OR,,,Royalties,-378.85
February,2019,State,Onshore,State,OR,,,Sequestration,"-1,150.95"
February,2019,State,Onshore,State,OR,,Geothermal,Rents & Bonuses,"18,942.50"
February,2019,State,Onshore,State,SD,,Gas,Royalties,384.36
February,2019,State,Onshore,State,SD,,Oil,Royalties,-384.36
February,2019,State,Onshore,State,TX,,,Royalties,-912.78
February,2019,State,Onshore,State,TX,,,Sequestration,"-6,500.44"
February,2019,State,Onshore,State,TX,,Gas,Royalties,"99,019.76"
February,2019,State,Onshore,State,TX,,Oil,Royalties,"10,909.80"
February,2019,State,Onshore,State,TX,,Oil & Gas,Other Distributions,"-6,999.05"
February,2019,State,Onshore,State,TX,,Oil & Gas,Rents & Bonuses,"2,472.50"
February,2019,State,Onshore,State,TX,,Oil & Gas,Royalties,355.57
February,2019,State,Onshore,State,UT,,,Other Distributions,794.67
February,2019,State,Onshore,State,UT,,,Royalties,"-114,222.96"
February,2019,State,Onshore,State,UT,,,Sequestration,"-348,007.14"
February,2019,State,Onshore,State,UT,,Coal,Rents & Bonuses,907.76
February,2019,State,Onshore,State,UT,,Coal,Royalties,"1,528,300.09"
February,2019,State,Onshore,State,UT,,Gas,Royalties,"2,181,708.72"
February,2019,State,Onshore,State,UT,,Geothermal,Royalties,"27,866.44"
February,2019,State,Onshore,State,UT,,Gilsonite,Other Distributions,120.00
February,2019,State,Onshore,State,UT,,Gilsonite,Rents & Bonuses,20.00
February,2019,State,Onshore,State,UT,,Gilsonite,Royalties,"80,591.11"
February,2019,State,Onshore,State,UT,,Oil,Royalties,"1,982,747.03"
February,2019,State,Onshore,State,UT,,Oil & Gas,Other Distributions,"-148,366.62"
February,2019,State,Onshore,State,UT,,Oil & Gas,Rents & Bonuses,"50,374.50"
February,2019,State,Onshore,State,UT,,Oil & Gas,Royalties,"1,045.83"
February,2019,State,Onshore,State,UT,,Potassium,Royalties,"20,910.62"
February,2019,State,Onshore,State,UT,,Sodium,Royalties,221.31
February,2019,State,Onshore,State,VA,,,Sequestration,-241.69
February,2019,State,Onshore,State,VA,,Gas,Royalties,397.88
February,2019,State,Onshore,State,VA,,Limestone,Royalties,560.00
February,2019,State,Onshore,State,VA,,Oil & Gas,Other Distributions,"2,940.30"
February,2019,State,Onshore,State,WA,,,Royalties,-84.37
February,2019,State,Onshore,State,WA,,,Sequestration,-256.32
February,2019,State,Onshore,State,WA,,Geothermal,Rents & Bonuses,"4,218.50"
February,2019,State,Onshore,State,WV,,,Sequestration,-48.12
February,2019,State,Onshore,State,WV,,Gas,Royalties,393.59
February,2019,State,Onshore,State,WV,,Limestone,Royalties,14.74
February,2019,State,Onshore,State,WV,,Oil & Gas,Other Distributions,367.80
February,2019,State,Onshore,State,WY,,,Other Distributions,"2,077.47"
February,2019,State,Onshore,State,WY,,,Royalties,"-1,073,851.21"
February,2019,State,Onshore,State,WY,,,Sequestration,"-3,262,488.78"
February,2019,State,Onshore,State,WY,,Coal,Rents & Bonuses,"294,041.95"
February,2019,State,Onshore,State,WY,,Coal,Royalties,"14,174,150.55"
February,2019,State,Onshore,State,WY,,Gas,Royalties,"24,172,352.50"
February,2019,State,Onshore,State,WY,,Oil,Royalties,"10,855,805.36"
February,2019,State,Onshore,State,WY,,Oil & Gas,Other Distributions,"2,730,351.49"
February,2019,State,Onshore,State,WY,,Oil & Gas,Rents & Bonuses,"222,331.47"
February,2019,State,Onshore,State,WY,,Oil & Gas,Royalties,"96,320.50"
February,2019,State,Onshore,State,WY,,Sodium,Other Distributions,"14,049.00"
February,2019,State,Onshore,State,WY,,Sodium,Rents & Bonuses,"-3,575.50"
February,2019,State,Onshore,State,WY,,Sodium,Royalties,"1,136,733.27"
February,2019,U.S. Treasury,Onshore,,,,,Other Distributions,"8,203.47"
February,2019,U.S. Treasury,Onshore,,,,,Other Distributions,"99,332.53"
February,2019,U.S. Treasury,Offshore,,,,Oil & Gas,Other Distributions,"134,511.98"
February,2019,U.S. Treasury,Offshore,,,,Wind,Other Distributions,0.00
February,2019,U.S. Treasury,Offshore,GoMESA,,,Oil & Gas,Rents & Bonuses,"6,896.11"
February,2019,U.S. Treasury,Offshore,GoMESA,,,Oil & Gas,Royalties,520.52
February,2019,U.S. Treasury,Onshore,,,,Coal,Other Distributions,14.78
February,2019,U.S. Treasury,Onshore,,,,Geothermal,Other Distributions,0.33
February,2019,U.S. Treasury,Onshore,,,,Oil & Gas,Other Distributions,"91,927.72"
February,2019,U.S. Treasury,Onshore,,,,Potassium,Other Distributions,0.71
February,2019,U.S. Treasury,Onshore,,,,Sodium,Other Distributions,0.11
February,2019,U.S. Treasury,Offshore,,,,,Other Distributions,0.08
February,2019,U.S. Treasury,Onshore,,,,Coal,Rents & Bonuses,"57,400.00"
February,2019,U.S. Treasury,Onshore,,,,Geothermal,Rents & Bonuses,"17,541.74"
February,2019,U.S. Treasury,Onshore,,,,Oil & Gas,Rents & Bonuses,"131,358.20"
February,2019,U.S. Treasury,Offshore,,,,Oil & Gas,Rents & Bonuses,"-106,597.25"
February,2019,U.S. Treasury,Offshore,,,,Wind,Rents & Bonuses,"318,117.00"
February,2019,U.S. Treasury,Offshore,GoMESA,,,Oil & Gas,Rents & Bonuses,"-2,435,221.97"
February,2019,U.S. Treasury,Offshore,,,,Gas,Other Distributions,"18,283.77"
February,2019,U.S. Treasury,Offshore,,,,Gas,Royalties,"39,169,399.43"
February,2019,U.S. Treasury,Offshore,,,,Oil,Other Distributions,"-83,069.27"
February,2019,U.S. Treasury,Offshore,,,,Oil,Royalties,"316,860,812.55"
February,2019,U.S. Treasury,Offshore,,,,Oil & Gas,Other Distributions,"-3,047,091.69"
February,2019,U.S. Treasury,Offshore,,,,Oil & Gas,Royalties,8.60
February,2019,U.S. Treasury,Offshore,GoMESA,,,Gas,Royalties,"2,457,474.17"
February,2019,U.S. Treasury,Offshore,GoMESA,,,Oil,Royalties,"20,442,039.88"
February,2019,U.S. Treasury,Offshore,GoMESA,,,Oil & Gas,Royalties,"814,538.65"
February,2019,U.S. Treasury,Onshore,,,,,Other Distributions,"-35,524.27"
February,2019,U.S. Treasury,Onshore,,,,,Royalties,"2,801,945.04"
February,2019,U.S. Treasury,Onshore,,,,Clay,Royalties,"1,458.57"
February,2019,U.S. Treasury,Onshore,,,,Coal,Other Distributions,671.08
February,2019,U.S. Treasury,Onshore,,,,Coal,Rents & Bonuses,-74.95
February,2019,U.S. Treasury,Onshore,,,,Coal,Royalties,"4,406,072.88"
February,2019,U.S. Treasury,Onshore,,,,Gas,Royalties,"11,184,180.45"
February,2019,U.S. Treasury,Onshore,,,,Geothermal,Other Distributions,"6,328.32"
February,2019,U.S. Treasury,Onshore,,,,Geothermal,Royalties,"339,044.54"
February,2019,U.S. Treasury,Onshore,,,,Gilsonite,Other Distributions,24.00
February,2019,U.S. Treasury,Onshore,,,,Gilsonite,Royalties,"16,118.23"
February,2019,U.S. Treasury,Onshore,,,,Oil,Other Distributions,"6,118.46"
February,2019,U.S. Treasury,Onshore,,,,Oil,Royalties,"12,633,238.75"
February,2019,U.S. Treasury,Onshore,,,,Oil & Gas,Other Distributions,"151,376.21"
February,2019,U.S. Treasury,Onshore,,,,Oil & Gas,Royalties,"461,336.83"
February,2019,U.S. Treasury,Onshore,,,,Phosphate,Other Distributions,238.70
February,2019,U.S. Treasury,Onshore,,,,Phosphate,Royalties,"72,548.74"
February,2019,U.S. Treasury,Onshore,,,,Potassium,Other Distributions,-109.90
February,2019,U.S. Treasury,Onshore,,,,Potassium,Royalties,"69,743.75"
February,2019,U.S. Treasury,Onshore,,,,Sodium,Other Distributions,"2,809.80"
February,2019,U.S. Treasury,Onshore,,,,Sodium,Royalties,"333,667.18"
February,2019,U.S. TreasuryAI,Onshore,,,,Gas,Royalties,"3,143.60"
February,2019,U.S. TreasuryAI,Onshore,,,,Oil,Royalties,567.38
February,2019,U.S. TreasuryAI,Onshore,,,,Oil & Gas,Other Distributions,0.58
February,2019,U.S. TreasuryAI,Onshore,,,,Oil,Royalties,"1,323.89"
March,2019,Bureau of Land Management,Onshore,,,,Gas,Royalties,"33,397.89"
March,2019,Bureau of Land Management,Onshore,,,,Oil,Royalties,"85,176.76"
March,2019,Bureau of Land Management,Onshore,,,,Oil & Gas,Other Distributions,"2,539.51"
March,2019,Bureau of Land Management,Onshore,,,,Oil & Gas,Rents & Bonuses,881.50
March,2019,Bureau of Ocean Energy Management,Offshore,,,,Oil & Gas,Rents & Bonuses,"1,858,633.65"
March,2019,Bureau of Safety & Environmental Enforcement,Offshore,,,,,Other Distributions,"10,369,263.97"
March,2019,Bureau of Safety & Environmental Enforcement,Offshore,,,,Oil & Gas,Rents & Bonuses,"796,566.51"
March,2019,Fish & Wildlife,Onshore,,,,Gas,Royalties,"64,044.82"
March,2019,Fish & Wildlife,Onshore,,,,Oil,Royalties,"86,815.09"
March,2019,Fish & Wildlife,Onshore,,,,Oil & Gas,Other Distributions,"-6,228.24"
March,2019,Forest Service,Onshore,,,,Coal,Royalties,"28,905.39"
March,2019,Forest Service,Onshore,,,,Gas,Royalties,"961,710.65"
March,2019,Forest Service,Onshore,,,,Hardrock,Other Distributions,"27,164.32"
March,2019,Forest Service,Onshore,,,,Hardrock,Rents & Bonuses,"2,541.75"
March,2019,Forest Service,Onshore,,,,Lead/Zinc,Royalties,"173,564.45"
March,2019,Forest Service,Onshore,,,,Limestone,Royalties,"1,568.60"
March,2019,Forest Service,Onshore,,,,Oil,Other Distributions,"-1,375.00"
March,2019,Forest Service,Onshore,,,,Oil,Royalties,"2,899,165.24"
March,2019,Forest Service,Onshore,,,,Oil & Gas,Other Distributions,"142,379.06"
March,2019,Forest Service,Onshore,,,,Oil & Gas,Rents & Bonuses,"66,274.55"
March,2019,Forest Service,Onshore,,,,Oil & Gas,Royalties,1.38
March,2019,Forest Service,Onshore,,,,Quartz,Royalties,1.43
March,2019,Land & Water Conservation Fund,Offshore,GoMESA,,,Gas,Royalties,"709,687.22"
March,2019,Land & Water Conservation Fund,Offshore,GoMESA,,,Oil,Royalties,"5,668,086.96"
March,2019,Land & Water Conservation Fund,Offshore,GoMESA,,,Oil & Gas,Rents & Bonuses,"90,985.89"
March,2019,Land & Water Conservation Fund,Offshore,GoMESA,,,Oil & Gas,Royalties,"-22,970.92"
March,2019,Lease Process Improvement (BLM),Onshore,,,,Coal,Rents & Bonuses,"59,415.74"
March,2019,Lease Process Improvement (BLM),Onshore,,,,Oil & Gas,Rents & Bonuses,"721,676.74"
March,2019,Lease Process Improvement (BLM),Onshore,,,,Oil Shale,Rents & Bonuses,157.00
March,2019,Lease Process Improvement (BLM),Onshore,,,,Phosphate,Rents & Bonuses,"-1,015.02"
March,2019,Lease Process Improvement (BLM),Onshore,,,,Potassium,Rents & Bonuses,"-98,440.25"
March,2019,Lease Process Improvement (BLM),Onshore,,,,Sodium,Rents & Bonuses,"-22,217.66"
March,2019,Native American Tribes & Allottees,Onshore,,,,,Other Distributions,"2,369,471.14"
March,2019,Native American Tribes & Allottees,Onshore,,,,Coal,Other Distributions,0.01
March,2019,Native American Tribes & Allottees,Onshore,,,,Coal,Rents & Bonuses,0.00
March,2019,Native American Tribes & Allottees,Onshore,,,,Coal,Royalties,"12,664,870.37"
March,2019,Native American Tribes & Allottees,Onshore,,,,Gas,Other Distributions,-14.16
March,2019,Native American Tribes & Allottees,Onshore,,,,Gas,Royalties,"11,290,266.30"
March,2019,Native American Tribes & Allottees,Onshore,,,,Oil,Other Distributions,"-5,805.28"
March,2019,Native American Tribes & Allottees,Onshore,,,,Oil,Royalties,"59,356,621.20"
March,2019,Native American Tribes & Allottees,Onshore,,,,Oil & Gas,Other Distributions,"4,003,754.72"
March,2019,Native American Tribes & Allottees,Onshore,,,,Oil & Gas,Rents & Bonuses,"197,927.42"
March,2019,Native American Tribes & Allottees,Onshore,,,,Oil & Gas,Royalties,"81,299.69"
March,2019,Reclamation Fund,Onshore,,,,Coal,Other Distributions,"19,667.50"
March,2019,Reclamation Fund,Onshore,,,,Coal,Rents & Bonuses,"1,136,896.00"
March,2019,Reclamation Fund,Onshore,,,,Coal,Royalties,"16,776,475.19"
March,2019,Reclamation Fund,Onshore,,,,Gas,Other Distributions,1.35
March,2019,Reclamation Fund,Onshore,,,,Gas,Royalties,"42,049,369.95"
March,2019,Reclamation Fund,Onshore,,,,Gilsonite,Royalties,"64,675.55"
March,2019,Reclamation Fund,Onshore,,,,Oil,Other Distributions,"13,025.83"
March,2019,Reclamation Fund,Onshore,,,,Oil,Royalties,"44,031,278.19"
March,2019,Reclamation Fund,Onshore,,,,Oil & Gas,Other Distributions,"-420,486.69"
March,2019,Reclamation Fund,Onshore,,,,Oil & Gas,Rents & Bonuses,"1,337,479.60"
March,2019,Reclamation Fund,Onshore,,,,Oil & Gas,Royalties,"2,619,727.53"
March,2019,Reclamation Fund,Onshore,,,,Phosphate,Other Distributions,-216.03
March,2019,Reclamation Fund,Onshore,,,,Phosphate,Royalties,"64,114.14"
March,2019,Reclamation Fund,Onshore,,,,Potassium,Other Distributions,"-15,091.01"
March,2019,Reclamation Fund,Onshore,,,,Potassium,Royalties,"310,414.36"
March,2019,Reclamation Fund,Onshore,,,,Sodium,Other Distributions,"-39,461.02"
March,2019,Reclamation Fund,Onshore,,,,Sodium,Rents & Bonuses,"195,600.00"
March,2019,Reclamation Fund,Onshore,,,,Sodium,Royalties,"1,102,957.70"
March,2019,State,Offshore,8(g),AK,,Oil,Royalties,"119,011.76"
