Year	State	County	FIPS	Jobs	Total	Percent
2007	Missouri	Pettis County	29159	35	19204	0.2
2007	Missouri	Phelps County	29161	46	17698	0.3
2007	Missouri	Pike County	29163	55	5917	0.9
2007	Missouri	Polk County	29167	18	8138	0.2
2007	Missouri	St. Charles County	29183	86	124315	0.1
2007	Missouri	Ste. Genevieve County	29186	296	5930	5.0
2007	Missouri	St. Francois County	29187	104	22967	0.5
2007	Missouri	St. Louis County	29189	492	609394	0.1
2007	Missouri	Vernon County	29217	9	7277	0.1
2007	Missouri	Wright County	29229	12	4296	0.3
2007	Montana		30000	7474	436656	1.7
2007	Montana	Big Horn County	30003	540	4489	12.0
2007	Montana	Carbon County	30009	37	2695	1.4
2007	Montana	Dawson County	30021	88	3471	2.5
2007	Montana	Fergus County	30027	3	4387	0.1
2007	Montana	Flathead County	30029	281	41411	0.7
2007	Montana	Gallatin County	30031	248	45732	0.5
2007	Montana	Glacier County	30035	144	4437	3.2
2007	Montana	Hill County	30041	122	6730	1.8
2007	Montana	Lake County	30047	15	8558	0.2
2007	Montana	Lewis and Clark County	30049	51	33869	0.2
2007	Montana	Lincoln County	30053	221	5696	3.9
2007	Montana	Madison County	30057	70	3945	1.8
2007	Montana	Missoula County	30063	36	55497	0.1
2007	Montana	Musselshell County	30065	51	981	5.2
2007	Montana	Park County	30067	7	5848	0.1
2007	Montana	Ravalli County	30081	6	11355	0.1
2007	Montana	Richland County	30083	569	4878	11.7
2007	Montana	Roosevelt County	30085	14	3380	0.4
2007	Montana	Rosebud County	30087	529	4219	12.5
2007	Montana	Sanders County	30089	83	3250	2.6
2007	Montana	Silver Bow County	30093	406	15397	2.6
2007	Montana	Valley County	30105	19	2775	0.7
2007	Montana	Yellowstone County	30111	366	76707	0.5
2007	Nebraska		31000	961	916580	0.1
2007	Nebraska	Buffalo County	31019	46	26186	0.2
2007	Nebraska	Cass County	31025	143	4956	2.9
2007	Nebraska	Cedar County	31027	10	2509	0.4
2007	Nebraska	Cheyenne County	31033	9	5925	0.2
2007	Nebraska	Dodge County	31053	10	16725	0.1
2007	Nebraska	Douglas County	31055	34	317477	0.0
2007	Nebraska	Hall County	31079	23	33167	0.1
2007	Nebraska	Hitchcock County	31087	35	771	4.5
2007	Nebraska	Holt County	31089	18	4226	0.4
2007	Nebraska	Kimball County	31105	72	1477	4.9
2007	Nebraska	Lancaster County	31109	12	156829	0.0
2007	Nebraska	Red Willow County	31145	38	5097	0.7
2007	Nebraska	Scotts Bluff County	31157	14	17308	0.1
2007	Nevada		32000	12089	1284502	0.9
2007	Nevada	Clark County	32003	476	922461	0.1
2007	Nevada	Elko County	32007	2114	21211	10.0
2007	Nevada	Eureka County	32011	3907	5025	77.8
2007	Nevada	Humboldt County	32013	1455	7555	19.3
2007	Nevada	Lander County	32015	1157	2649	43.7
2007	Nevada	Lincoln County	32017	16	1388	1.2
2007	Nevada	Lyon County	32019	140	13248	1.1
2007	Nevada	Nye County	32023	979	12766	7.7
2007	Nevada	Pershing County	32027	420	1838	22.9
2007	Nevada	Washoe County	32031	335	218131	0.2
2007	New Hampshire		33000	682	630204	0.1
2007	New Hampshire	Carroll County	33003	39	20403	0.2
2007	New Hampshire	Grafton County	33009	56	52732	0.1
2007	New Hampshire	Hillsborough County	33011	50	197225	0.0
2007	New Hampshire	Merrimack County	33013	209	74063	0.3
2007	New Hampshire	Rockingham County	33015	176	138380	0.1
2007	New Hampshire	Strafford County	33017	24	45576	0.1
2007	New Jersey		34000	1621	3961341	0.0
2007	New Jersey	Bergen County	34003	42	452883	0.0
2007	New Jersey	Cape May County	34009	39	42206	0.1
2007	New Jersey	Cumberland County	34011	169	61642	0.3
2007	New Jersey	Gloucester County	34015	171	103920	0.2
2007	New Jersey	Middlesex County	34023	76	408751	0.0
2007	New Jersey	Monmouth County	34025	24	257015	0.0
2007	New Jersey	Ocean County	34029	115	150320	0.1
2007	New Jersey	Passaic County	34031	155	176888	0.1
2007	New Jersey	Sussex County	34037	60	39104	0.2
2007	New Jersey	Warren County	34041	157	37274	0.4
2007	New Mexico		35000	19378	821484	2.4
2007	New Mexico	Bernalillo County	35001	100	333466	0.0
2007	New Mexico	Chaves County	35005	420	22314	1.9
2007	New Mexico	Colfax County	35007	62	5323	1.2
2007	New Mexico	Dona Ana County	35013	71	67818	0.1
2007	New Mexico	Eddy County	35015	3359	22030	15.2
2007	New Mexico	Lea County	35025	6683	28058	23.8
2007	New Mexico	Lincoln County	35027	18	7064	0.3
2007	New Mexico	Luna County	35029	11	8147	0.1
2007	New Mexico	Mckinley County	35031	438	22130	2.0
2007	New Mexico	Otero County	35035	8	17854	0.0
2007	New Mexico	Rio Arriba County	35039	87	11241	0.8
2007	New Mexico	Sandoval County	35043	32	29350	0.1
2007	New Mexico	San Juan County	35045	5787	51044	11.3
2007	New Mexico	San Miguel County	35047	18	8628	0.2
2007	New Mexico	Santa Fe County	35049	155	65908	0.2
2007	New Mexico	Taos County	35055	414	11374	3.6
2007	New Mexico	Valencia County	35061	31	15595	0.2
2007	New York		36000	5434	8554012	0.1
2007	New York	Albany County	36001	113	226716	0.0
2007	New York	Allegany County	36003	128	13873	0.9
2007	New York	Broome County	36007	47	95155	0.0
2007	New York	Cattaraugus County	36009	148	31297	0.5
2007	New York	Chautauqua County	36013	194	55061	0.4
2007	New York	Chemung County	36015	180	39133	0.5
2007	New York	Chenango County	36017	20	16175	0.1
2007	New York	Clinton County	36019	5	34659	0.0
2007	New York	Cortland County	36023	9	17295	0.1
2007	New York	Delaware County	36025	96	17159	0.6
2007	New York	Dutchess County	36027	146	116614	0.1
2007	New York	Erie County	36029	229	454066	0.1
2007	New York	Essex County	36031	145	15118	1.0
2007	New York	Genesee County	36037	71	23551	0.3
2007	New York	Herkimer County	36043	40	16510	0.2
2007	New York	Jefferson County	36045	76	41658	0.2
2007	New York	Kings County	36047	17	470396	0.0
2007	New York	Monroe County	36055	141	379568	0.0
2007	New York	Nassau County	36059	4	604184	0.0
2007	New York	New York County	36061	25	2359046	0.0
2007	New York	Oneida County	36065	134	110463	0.1
2007	New York	Onondaga County	36067	204	251196	0.1
2007	New York	Ontario County	36069	82	49847	0.2
2007	New York	Orange County	36071	58	130134	0.0
2007	New York	Orleans County	36073	42	12983	0.3
2007	New York	Otsego County	36077	38	24245	0.2
2007	New York	Queens County	36081	15	497065	0.0
2007	New York	Rensselaer County	36083	169	51394	0.3
2007	New York	St. Lawrence County	36089	378	36891	1.0
2007	New York	Schuyler County	36097	66	4818	1.4
2007	New York	Steuben County	36101	93	37261	0.2
2007	New York	Suffolk County	36103	212	622605	0.0
2007	New York	Sullivan County	36105	142	25964	0.5
2007	New York	Tioga County	36107	25	14663	0.2
2007	New York	Tompkins County	36109	266	50156	0.5
2007	New York	Ulster County	36111	138	62267	0.2
2007	New York	Washington County	36115	85	15757	0.5
2007	New York	Wyoming County	36121	11	14565	0.1
2007	North Carolina		37000	3975	4062955	0.1
2007	North Carolina	Buncombe County	37021	94	116030	0.1
2007	North Carolina	Caldwell County	37027	24	27206	0.1
2007	North Carolina	Chatham County	37037	51	16936	0.3
2007	North Carolina	Cleveland County	37045	101	34274	0.3
2007	North Carolina	Craven County	37049	51	41985	0.1
2007	North Carolina	Davidson County	37057	62	44184	0.1
2007	North Carolina	Forsyth County	37067	55	186169	0.0
2007	North Carolina	Guilford County	37081	175	281574	0.1
2007	North Carolina	Johnston County	37101	80	44503	0.2
2007	North Carolina	Lee County	37105	66	27468	0.2
2007	North Carolina	Lincoln County	37109	49	22603	0.2
2007	North Carolina	McDowell County	37111	81	16633	0.5
2007	North Carolina	Mecklenburg County	37119	228	566204	0.0
2007	North Carolina	Orange County	37135	49	61506	0.1
2007	North Carolina	Richmond County	37153	143	15294	0.9
2007	North Carolina	Rowan County	37159	288	47735	0.6
2007	North Carolina	Wake County	37183	596	448826	0.1
2007	North Carolina	Watauga County	37189	36	22487	0.2
2007	North Dakota		38000	5099	341705	1.5
2007	North Dakota	Bottineau County	38009	167	2216	7.5
2007	North Dakota	Bowman County	38011	94	1454	6.5
2007	North Dakota	Burke County	38013	48	589	8.1
2007	North Dakota	Burleigh County	38015	57	49043	0.1
2007	North Dakota	McKenzie County	38053	281	2837	9.9
2007	North Dakota	Morton County	38059	71	9053	0.8
2007	North Dakota	Mountrail County	38061	38	2217	1.7
2007	North Dakota	Stark County	38089	490	12199	4.0
2007	North Dakota	Ward County	38101	372	27919	1.3
2007	North Dakota	Williams County	38105	2045	11209	18.2
2007	Ohio		39000	11318	5306812	0.2
2007	Ohio	Allen County	39003	55	54008	0.1
2007	Ohio	Ashland County	39005	43	18652	0.2
2007	Ohio	Ashtabula County	39007	101	32271	0.3
2007	Ohio	Belmont County	39013	1152	24446	4.7
2007	Ohio	Butler County	39017	211	147056	0.1
2007	Ohio	Clark County	39023	49	50848	0.1
2007	Ohio	Columbiana County	39029	230	31986	0.7
2007	Ohio	Coshocton County	39031	145	11996	1.2
2007	Ohio	Cuyahoga County	39035	327	747223	0.0
2007	Ohio	Delaware County	39041	96	67565	0.1
2007	Ohio	Fairfield County	39045	19	39832	0.0
2007	Ohio	Franklin County	39049	239	688252	0.0
2007	Ohio	Guernsey County	39059	132	14877	0.9
2007	Ohio	Hamilton County	39061	238	520046	0.0
2007	Ohio	Harrison County	39067	281	3679	7.6
2007	Ohio	Highland County	39071	66	11667	0.6
2007	Ohio	Hocking County	39073	217	7053	3.1
2007	Ohio	Holmes County	39075	126	17314	0.7
2007	Ohio	Jackson County	39079	180	11702	1.5
2007	Ohio	Knox County	39083	137	19583	0.7
2007	Ohio	Lake County	39085	242	101096	0.2
2007	Ohio	Licking County	39089	112	54629	0.2
2007	Ohio	Logan County	39091	33	20395	0.2
2007	Ohio	Lucas County	39095	63	220563	0.0
2007	Ohio	Meigs County	39105	142	3730	3.8
2007	Ohio	Miami County	39109	51	41244	0.1
2007	Ohio	Monroe County	39111	61	3691	1.7
2007	Ohio	Morrow County	39117	35	5689	0.6
2007	Ohio	Muskingum County	39119	361	34262	1.1
2007	Ohio	Ottawa County	39123	148	14281	1.0
2007	Ohio	Perry County	39127	258	6119	4.2
2007	Ohio	Portage County	39133	368	53825	0.7
2007	Ohio	Richland County	39139	24	56154	0.0
2007	Ohio	Ross County	39141	29	26832	0.1
2007	Ohio	Scioto County	39145	18	23992	0.1
2007	Ohio	Seneca County	39147	113	21146	0.5
2007	Ohio	Stark County	39151	309	162409	0.2
2007	Ohio	Summit County	39153	89	273166	0.0
2007	Ohio	Trumbull County	39155	36	79246	0.0
2007	Ohio	Tuscarawas County	39157	458	36216	1.3
2007	Ohio	Warren County	39165	23	77717	0.0
2007	Ohio	Washington County	39167	422	25312	1.7
2007	Ohio	Wayne County	39169	449	46425	1.0
2007	Ohio	Williams County	39171	24	16716	0.1
2007	Ohio	Wood County	39173	45	58806	0.1
2007	Ohio	Wyandot County	39175	153	9073	1.7
2007	Oklahoma		40000	46588	1534802	3.0
2007	Oklahoma	Beaver County	40007	248	1473	16.8
2007	Oklahoma	Beckham County	40009	1593	9506	16.8
2007	Oklahoma	Blaine County	40011	103	3360	3.1
2007	Oklahoma	Caddo County	40015	162	7032	2.3
2007	Oklahoma	Canadian County	40017	1164	25750	4.5
2007	Oklahoma	Carter County	40019	968	22225	4.4
2007	Oklahoma	Cleveland County	40027	446	75019	0.6
2007	Oklahoma	Coal County	40029	30	1078	2.8
2007	Oklahoma	Comanche County	40031	119	41047	0.3
2007	Oklahoma	Creek County	40037	377	17504	2.2
2007	Oklahoma	Custer County	40039	514	11416	4.5
2007	Oklahoma	Ellis County	40045	50	1069	4.7
2007	Oklahoma	Garfield County	40047	965	24606	3.9
2007	Oklahoma	Garvin County	40049	1048	9575	10.9
2007	Oklahoma	Grady County	40051	463	12881	3.6
2007	Oklahoma	Grant County	40053	45	1125	4.0
2007	Oklahoma	Harper County	40059	64	1257	5.1
2007	Oklahoma	Haskell County	40061	343	3812	9.0
2007	Oklahoma	Hughes County	40063	47	2576	1.8
2007	Oklahoma	Jefferson County	40067	16	1178	1.4
2007	Oklahoma	Johnston County	40069	227	3078	7.4
2007	Oklahoma	Kay County	40071	1701	20941	8.1
2007	Oklahoma	Kingfisher County	40073	812	6098	13.3
2007	Oklahoma	Kiowa County	40075	156	2399	6.5
2007	Oklahoma	Le Flore County	40079	844	13796	6.1
2007	Oklahoma	Logan County	40083	116	6793	1.7
2007	Oklahoma	McClain County	40087	324	7542	4.3
2007	Oklahoma	McCurtain County	40089	13	10510	0.1
2007	Oklahoma	McIntosh County	40091	40	4343	0.9
2007	Oklahoma	Major County	40093	245	2295	10.7
2007	Oklahoma	Mayes County	40097	75	11767	0.6
2007	Oklahoma	Muskogee County	40101	50	29397	0.2
2007	Oklahoma	Nowata County	40105	13	1818	0.7
2007	Oklahoma	Okfuskee County	40107	71	2356	3.0
2007	Oklahoma	Oklahoma County	40109	11781	420315	2.8
2007	Oklahoma	Okmulgee County	40111	182	10306	1.8
2007	Oklahoma	Osage County	40113	445	6404	6.9
2007	Oklahoma	Ottawa County	40115	55	11317	0.5
2007	Oklahoma	Payne County	40119	1190	35949	3.3
2007	Oklahoma	Pittsburg County	40121	534	17612	3.0
2007	Oklahoma	Pontotoc County	40123	263	17905	1.5
2007	Oklahoma	Pottawatomie County	40125	194	21606	0.9
2007	Oklahoma	Rogers County	40131	273	24817	1.1
2007	Oklahoma	Seminole County	40133	706	7613	9.3
2007	Oklahoma	Sequoyah County	40135	39	9703	0.4
2007	Oklahoma	Stephens County	40137	1985	15792	12.6
2007	Oklahoma	Texas County	40139	186	8813	2.1
2007	Oklahoma	Tulsa County	40143	5218	346193	1.5
2007	Oklahoma	Wagoner County	40145	14	7443	0.2
2007	Oklahoma	Washington County	40147	3378	20466	16.5
2007	Oklahoma	Washita County	40149	244	2239	10.9
2007	Oklahoma	Woods County	40151	68	3129	2.2
2007	Oklahoma	Woodward County	40153	2206	9985	22.1
2007	Oregon		41000	2149	1727886	0.1
2007	Oregon	Clackamas County	41005	86	150183	0.1
2007	Oregon	Columbia County	41009	81	10727	0.8
2007	Oregon	Coos County	41011	63	23324	0.3
2007	Oregon	Crook County	41013	30	7035	0.4
2007	Oregon	Deschutes County	41017	131	69314	0.2
2007	Oregon	Douglas County	41019	103	38869	0.3
2007	Oregon	Jackson County	41029	175	84374	0.2
2007	Oregon	Josephine County	41033	76	25098	0.3
2007	Oregon	Klamath County	41035	16	23913	0.1
2007	Oregon	Lane County	41039	324	151024	0.2
2007	Oregon	Linn County	41043	21	43411	0.0
2007	Oregon	Marion County	41047	235	140221	0.2
2007	Oregon	Polk County	41053	56	18612	0.3
2007	Oregon	Umatilla County	41059	18	29594	0.1
2007	Oregon	Washington County	41067	313	250580	0.1
2007	Oregon	Yamhill County	41071	81	32648	0.2
2007	Pennsylvania		42000	20561	5652547	0.4
2007	Pennsylvania	Allegheny County	42003	878	684335	0.1
2007	Pennsylvania	Armstrong County	42005	1161	18242	6.4
2007	Pennsylvania	Beaver County	42007	117	56665	0.2
2007	Pennsylvania	Berks County	42011	279	168933	0.2
2007	Pennsylvania	Bradford County	42015	147	21768	0.7
2007	Pennsylvania	Bucks County	42017	212	265315	0.1
2007	Pennsylvania	Butler County	42019	604	79666	0.8
2007	Pennsylvania	Cambria County	42021	188	58599	0.3
2007	Pennsylvania	Carbon County	42025	34	16703	0.2
2007	Pennsylvania	Centre County	42027	98	65718	0.1
2007	Pennsylvania	Chester County	42029	214	240667	0.1
2007	Pennsylvania	Clarion County	42031	298	14680	2.0
2007	Pennsylvania	Clearfield County	42033	652	31660	2.1
2007	Pennsylvania	Columbia County	42037	43	25326	0.2
2007	Pennsylvania	Crawford County	42039	203	31451	0.6
2007	Pennsylvania	Cumberland County	42041	94	126047	0.1
2007	Pennsylvania	Dauphin County	42043	68	182148	0.0
2007	Pennsylvania	Delaware County	42045	110	210432	0.1
2007	Pennsylvania	Erie County	42049	184	128291	0.1
2007	Pennsylvania	Fayette County	42051	503	41556	1.2
2007	Pennsylvania	Greene County	42059	2908	12675	22.9
2007	Pennsylvania	Indiana County	42063	1896	32661	5.8
2007	Pennsylvania	Jefferson County	42065	711	16400	4.3
2007	Pennsylvania	Lackawanna County	42069	104	101768	0.1
2007	Pennsylvania	Lancaster County	42071	397	229068	0.2
2007	Pennsylvania	Lawrence County	42073	83	31146	0.3
2007	Pennsylvania	Luzerne County	42079	358	142191	0.3
2007	Pennsylvania	Lycoming County	42081	126	51679	0.2
2007	Pennsylvania	Mckean County	42083	887	17417	5.1
2007	Pennsylvania	Mercer County	42085	233	49021	0.5
2007	Pennsylvania	Monroe County	42089	78	58534	0.1
2007	Pennsylvania	Montgomery County	42091	186	488177	0.0
2007	Pennsylvania	Northampton County	42095	75	99491	0.1
2007	Pennsylvania	Northumberland County	42097	233	30603	0.8
2007	Pennsylvania	Pike County	42103	30	11296	0.3
2007	Pennsylvania	Potter County	42105	14	5612	0.2
2007	Pennsylvania	Schuylkill County	42107	466	52646	0.9
2007	Pennsylvania	Somerset County	42111	895	26238	3.4
2007	Pennsylvania	Susquehanna County	42115	423	8977	4.7
2007	Pennsylvania	Venango County	42121	91	20532	0.4
2007	Pennsylvania	Warren County	42123	209	15247	1.4
2007	Pennsylvania	Washington County	42125	1167	78907	1.5
2007	Pennsylvania	Wayne County	42127	124	15996	0.8
2007	Pennsylvania	Westmoreland County	42129	365	136543	0.3
2007	Pennsylvania	Wyoming County	42131	43	9664	0.4
2007	Pennsylvania	York County	42133	466	176618	0.3
2007	Rhode Island		44000	255	480132	0.1
2007	Rhode Island	Newport County	44005	38	39791	0.1
2007	Rhode Island	Providence County	44007	80	287090	0.0
2007	Rhode Island	Washington County	44009	123	49985	0.2
2007	South Carolina		45000	1449	1891255	0.1
2007	South Carolina	Aiken County	45003	114	56301	0.2
2007	South Carolina	Anderson County	45007	69	60439	0.1
2007	South Carolina	Charleston County	45019	5	210806	0.0
2007	South Carolina	Chesterfield County	45025	107	14349	0.7
2007	South Carolina	Colleton County	45029	21	10675	0.2
2007	South Carolina	Dorchester County	45035	41	30756	0.1
2007	South Carolina	Greenville County	45045	88	237996	0.0
2007	South Carolina	Horry County	45051	68	116686	0.1
2007	South Carolina	Kershaw County	45055	35	18070	0.2
2007	South Carolina	Lexington County	45063	134	95877	0.1
2007	South Carolina	Spartanburg County	45083	161	119036	0.1
2007	South Carolina	York County	45091	49	72987	0.1
2007	South Dakota		46000	848	392060	0.2
2007	South Dakota	Codington County	46029	12	15925	0.1
2007	South Dakota	Custer County	46033	41	2437	1.7
2007	South Dakota	Fall River County	46047	14	2500	0.6
2007	South Dakota	Harding County	46063	36	376	9.6
2007	South Dakota	Lawrence County	46081	172	11493	1.5
2007	South Dakota	Pennington County	46103	43	52496	0.1
2007	Tennessee		47000	3876	2745099	0.1
2007	Tennessee	Anderson County	47001	55	36566	0.2
2007	Tennessee	Campbell County	47013	105	9520	1.1
2007	Tennessee	Claiborne County	47025	267	8940	3.0
2007	Tennessee	Cumberland County	47035	164	16501	1.0
2007	Tennessee	Davidson County	47037	211	444351	0.0
2007	Tennessee	Franklin County	47051	70	9713	0.7
2007	Tennessee	Hamilton County	47065	76	193672	0.0
2007	Tennessee	Hardin County	47071	54	7791	0.7
2007	Tennessee	Knox County	47093	462	227598	0.2
2007	Tennessee	Overton County	47133	51	4461	1.1
2007	Tennessee	Putnam County	47141	56	32234	0.2
2007	Tennessee	Rhea County	47143	36	10557	0.3
2007	Tennessee	Scott County	47151	44	6323	0.7
2007	Tennessee	Shelby County	47157	47	507343	0.0
2007	Tennessee	Sullivan County	47163	80	69329	0.1
2007	Tennessee	Weakley County	47183	148	10256	1.4
2007	Tennessee	Williamson County	47187	46	85327	0.1
2007	Tennessee	Wilson County	47189	51	34763	0.1
2007	Texas		48000	205472	10231906	2.0
2007	Texas	Anderson County	48001	782	17412	4.5
2007	Texas	Andrews County	48003	1167	5516	21.2
2007	Texas	Angelina County	48005	154	37389	0.4
2007	Texas	Aransas County	48007	234	5833	4.0
2007	Texas	Archer County	48009	340	2135	15.9
2007	Texas	Atascosa County	48013	699	9289	7.5
2007	Texas	Austin County	48015	60	11803	0.5
2007	Texas	Bastrop County	48021	39	13335	0.3
2007	Texas	Bee County	48025	404	8328	4.9
2007	Texas	Bell County	48027	154	97783	0.2
2007	Texas	Bexar County	48029	2212	716666	0.3
2007	Texas	Bosque County	48035	19	3691	0.5
2007	Texas	Bowie County	48037	66	42709	0.2
2007	Texas	Brazoria County	48039	864	86015	1.0
2007	Texas	Brazos County	48041	1441	82598	1.7
2007	Texas	Brooks County	48047	156	2423	6.4
2007	Texas	Brown County	48049	80	15605	0.5
2007	Texas	Burleson County	48051	389	3834	10.1
2007	Texas	Burnet County	48053	84	12514	0.7
2007	Texas	Caldwell County	48055	303	6583	4.6
2007	Texas	Calhoun County	48057	249	9648	2.6
2007	Texas	Callahan County	48059	71	2140	3.3
2007	Texas	Cameron County	48061	55	123482	0.0
2007	Texas	Camp County	48063	13	4417	0.3
2007	Texas	Carson County	48065	54	4869	1.1
2007	Texas	Cass County	48067	45	7990	0.6
2007	Texas	Chambers County	48071	461	9341	4.9
2007	Texas	Cherokee County	48073	33	15464	0.2
2007	Texas	Clay County	48077	19	1789	1.1
2007	Texas	Cochran County	48079	32	877	3.6
2007	Texas	Coke County	48081	19	838	2.3
2007	Texas	Coleman County	48083	16	2314	0.7
2007	Texas	Collin County	48085	973	280657	0.3
2007	Texas	Colorado County	48089	201	6662	3.0
2007	Texas	Comal County	48091	278	36955	0.8
2007	Texas	Comanche County	48093	14	3842	0.4
2007	Texas	Concho County	48095	36	912	3.9
2007	Texas	Cooke County	48097	1673	15517	10.8
2007	Texas	Crane County	48103	553	1471	37.6
2007	Texas	Crockett County	48105	240	1437	16.7
2007	Texas	Culberson County	48109	101	1169	8.6
2007	Texas	Dallas County	48113	6565	1480465	0.4
2007	Texas	Dawson County	48115	173	4476	3.9
2007	Texas	Denton County	48121	674	165297	0.4
2007	Texas	DeWitt County	48123	153	6571	2.3
2007	Texas	Dimmit County	48127	178	2880	6.2
2007	Texas	Duval County	48131	763	3075	24.8
2007	Texas	Eastland County	48133	469	6535	7.2
2007	Texas	Ector County	48135	5807	58652	9.9
2007	Texas	Ellis County	48139	45	38806	0.1
2007	Texas	El Paso County	48141	115	266400	0.0
2007	Texas	Erath County	48143	70	15101	0.5
2007	Texas	Fannin County	48147	25	6984	0.4
2007	Texas	Fayette County	48149	400	8727	4.6
2007	Texas	Fort Bend County	48157	2513	123756	2.0
2007	Texas	Freestone County	48161	574	5875	9.8
2007	Texas	Frio County	48163	234	4287	5.5
2007	Texas	Gaines County	48165	504	4842	10.4
2007	Texas	Galveston County	48167	567	96208	0.6
2007	Texas	Garza County	48169	144	1748	8.2
2007	Texas	Gillespie County	48171	33	8939	0.4
2007	Texas	Gonzales County	48177	206	6563	3.1
2007	Texas	Gray County	48179	1072	8702	12.3
2007	Texas	Grayson County	48181	115	42530	0.3
2007	Texas	Gregg County	48183	4084	73042	5.6
2007	Texas	Grimes County	48185	12	6735	0.2
2007	Texas	Guadalupe County	48187	64	28787	0.2
2007	Texas	Hale County	48189	19	13976	0.1
2007	Texas	Hansford County	48195	114	1848	6.2
2007	Texas	Hardeman County	48197	12	1333	0.9
2007	Texas	Harris County	48201	76676	2013043	3.8
2007	Texas	Harrison County	48203	1786	23278	7.7
2007	Texas	Haskell County	48207	27	1883	1.4
2007	Texas	Hays County	48209	183	47714	0.4
2007	Texas	Hemphill County	48211	389	2095	18.6
2007	Texas	Henderson County	48213	107	16018	0.7
2007	Texas	Hidalgo County	48215	2158	213669	1.0
2007	Texas	Hill County	48217	153	9028	1.7
2007	Texas	Hockley County	48219	1496	8646	17.3
2007	Texas	Hood County	48221	526	12230	4.3
2007	Texas	Hopkins County	48223	140	11449	1.2
2007	Texas	Houston County	48225	114	6231	1.8
2007	Texas	Howard County	48227	729	12560	5.8
2007	Texas	Hutchinson County	48233	939	8685	10.8
2007	Texas	Irion County	48235	198	544	36.4
2007	Texas	Jack County	48237	810	2538	31.9
2007	Texas	Jackson County	48239	160	5058	3.2
2007	Texas	Jasper County	48241	211	11094	1.9
2007	Texas	Jefferson County	48245	624	123984	0.5
2007	Texas	Jim Hogg County	48247	76	1880	4.0
2007	Texas	Jim Wells County	48249	3575	17807	20.1
2007	Texas	Johnson County	48251	1466	39025	3.8
2007	Texas	Jones County	48253	200	4352	4.6
2007	Texas	Karnes County	48255	129	3798	3.4
2007	Texas	Kaufman County	48257	66	26315	0.3
2007	Texas	Kendall County	48259	12	10176	0.1
2007	Texas	Kleberg County	48273	296	12379	2.4
2007	Texas	Knox County	48275	167	1317	12.7
2007	Texas	La Salle County	48283	353	1636	21.6
2007	Texas	Lavaca County	48285	143	6272	2.3
2007	Texas	Lee County	48287	446	5519	8.1
2007	Texas	Leon County	48289	516	5282	9.8
2007	Texas	Liberty County	48291	541	17447	3.1
2007	Texas	Limestone County	48293	210	8079	2.6
2007	Texas	Lipscomb County	48295	278	1389	20.0
2007	Texas	Live Oak County	48297	274	2942	9.3
2007	Texas	Lubbock County	48303	173	121386	0.1
2007	Texas	McLennan County	48309	182	103781	0.2
2007	Texas	Martin County	48317	14	1265	1.1
2007	Texas	Matagorda County	48321	155	10833	1.4
2007	Texas	Maverick County	48323	22	14789	0.1
2007	Texas	Medina County	48325	106	8649	1.2
2007	Texas	Midland County	48329	11325	65396	17.3
2007	Texas	Milam County	48331	74	7307	1.0
2007	Texas	Mitchell County	48335	69	2260	3.1
2007	Texas	Montague County	48337	358	4978	7.2
2007	Texas	Montgomery County	48339	2781	120753	2.3
2007	Texas	Moore County	48341	244	9337	2.6
2007	Texas	Morris County	48343	76	4730	1.6
2007	Texas	Nacogdoches County	48347	51	22732	0.2
2007	Texas	Navarro County	48349	136	15780	0.9
2007	Texas	Nolan County	48353	269	6036	4.5
2007	Texas	Nueces County	48355	3816	151815	2.5
2007	Texas	Ochiltree County	48357	1134	4454	25.5
2007	Texas	Orange County	48361	261	23094	1.1
2007	Texas	Palo Pinto County	48363	360	8827	4.1
2007	Texas	Panola County	48365	734	8153	9.0
2007	Texas	Parker County	48367	816	24580	3.3
2007	Texas	Pecos County	48371	340	4592	7.4
2007	Texas	Polk County	48373	34	10216	0.3
2007	Texas	Potter County	48375	1929	75098	2.6
2007	Texas	Randall County	48381	56	28476	0.2
2007	Texas	Reagan County	48383	458	1879	24.4
2007	Texas	Reeves County	48389	333	3786	8.8
2007	Texas	Refugio County	48391	231	2091	11.0
2007	Texas	Roberts County	48393	20	232	8.6
2007	Texas	Robertson County	48395	117	3758	3.1
2007	Texas	Rockwall County	48397	16	18895	0.1
2007	Texas	Rusk County	48401	1626	13828	11.8
2007	Texas	Sabine County	48403	105	2219	4.7
2007	Texas	San Patricio County	48409	393	17621	2.2
2007	Texas	San Saba County	48411	45	1823	2.5
2007	Texas	Schleicher County	48413	82	833	9.8
2007	Texas	Scurry County	48415	1134	6186	18.3
2007	Texas	Shackelford County	48417	307	1109	27.7
2007	Texas	Shelby County	48419	62	8181	0.8
2007	Texas	Smith County	48423	1974	92877	2.1
2007	Texas	Somervell County	48425	54	3512	1.5
2007	Texas	Starr County	48427	87	12964	0.7
2007	Texas	Stephens County	48429	324	3253	10.0
2007	Texas	Sterling County	48431	126	528	23.9
2007	Texas	Stonewall County	48433	64	585	10.9
2007	Texas	Sutton County	48435	707	2556	27.7
2007	Texas	Tarrant County	48439	5672	758236	0.7
2007	Texas	Taylor County	48441	1535	57318	2.7
2007	Texas	Terry County	48445	350	3944	8.9
2007	Texas	Throckmorton County	48447	51	464	11.0
2007	Texas	Titus County	48449	355	17130	2.1
2007	Texas	Tom Green County	48451	1043	44582	2.3
