Fiscal Year,Land Class,Revenue Type,Mineral Lease Type,Commodity,Product,Revenue
2012,Native American,Other Revenues,Oil & Gas,Oil,Condensate,"$32,808.92"
2012,Native American,Other Revenues,Oil & Gas,Gas,Coal Bed Methane,"$73,742.35"
2012,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$169,344.42"
2012,Native American,Other Revenues,Copper,Copper,,"$1,202,240.00"
2012,Native American,Other Revenues,Coal,Coal,,"$3,556,845.81"
2012,Native American,Other Revenues,Oil & Gas,Oil,Oil,"$23,687,082.10"
2012,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$34,950,016.36"
2012,Native American,Rents,Coal,Coal,,"-$55,694.58"
2012,Native American,Rents,Phosphate,Phosphate,,$200.00
2012,Native American,Rents,Sand & Gravel,Sand & Gravel,,$528.40
2012,Native American,Rents,Gypsum,Gypsum,,"$1,055.00"
2012,Native American,Rents,Copper,Copper,,"$8,168.74"
2012,Native American,Rents,Oil & Gas,Oil & Gas (Non Royalty),,"$1,796,221.66"
2012,Native American,Royalties,Oil & Gas,Oil,Oil Lost,"$4,942.99"
2012,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$7,420.00"
2012,Native American,Royalties,Cinders,Cinders,Cinders,"$8,160.78"
2012,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,"$11,088.02"
2012,Native American,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours","$30,728.25"
2012,Native American,Royalties,Coal,Coal,Coal-Bituminous-Raw,"$109,790.35"
2012,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$146,364.99"
2012,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$402,207.23"
2012,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"$536,725.95"
2012,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$591,527.40"
2012,Native American,Royalties,Copper,Copper,Copper Concentrate,"$2,353,911.01"
2012,Native American,Royalties,Oil & Gas,Oil,Condensate,"$8,175,043.36"
2012,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$15,941,290.87"
2012,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"$20,549,877.33"
2012,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$36,601,335.72"
2012,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$63,301,345.97"
2012,Native American,Royalties,Coal,Coal,Coal,"$76,538,509.76"
2012,Native American,Royalties,Oil & Gas,Oil,Oil,"$415,589,235.09"
2013,Native American,Bonus,Coal,Coal,,"$10,611,353.00"
2013,Native American,Other Revenues,Oil & Gas,Oil,Oil,"-$170,360.24"
2013,Native American,Other Revenues,Oil & Gas,Gas,Unprocessed (Wet) Gas,"-$8,979.91"
2013,Native American,Other Revenues,Oil & Gas,Gas,Flash Gas,-$5.20
2013,Native American,Other Revenues,Oil & Gas,Oil,Drip or Scrubber Condensate,$42.81
2013,Native American,Other Revenues,Phosphate,Phosphate,,"$1,200.00"
2013,Native American,Other Revenues,Oil & Gas,Gas,Processed (Residue) Gas,"$20,130.09"
2013,Native American,Other Revenues,Gypsum,Gypsum,,"$20,651.90"
2013,Native American,Other Revenues,Oil & Gas,NGL,Gas Plant Products,"$21,263.37"
2013,Native American,Other Revenues,Oil & Gas,Gas,Coal Bed Methane,"$33,816.26"
2013,Native American,Other Revenues,Oil & Gas,Oil,Condensate,"$39,537.04"
2013,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$556,250.40"
2013,Native American,Other Revenues,Copper,Copper,,"$1,481,367.48"
2013,Native American,Other Revenues,Coal,Coal,,"$22,036,210.11"
2013,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$30,714,413.99"
2013,Native American,Rents,Phosphate,Phosphate,,$200.00
2013,Native American,Rents,Gypsum,Gypsum,,"$1,055.00"
2013,Native American,Rents,Copper,Copper,,"$6,174.37"
2013,Native American,Rents,Sand & Gravel,Sand & Gravel,,"$51,056.80"
2013,Native American,Rents,Coal,Coal,,"$106,735.70"
2013,Native American,Rents,Oil & Gas,Oil & Gas (Non Royalty),,"$2,474,841.56"
2013,Native American,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours","$4,690.48"
2013,Native American,Royalties,Cinders,Cinders,Cinders,"$6,564.40"
2013,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$7,556.00"
2013,Native American,Royalties,Oil & Gas,Oil,Oil Lost,"$8,690.40"
2013,Native American,Royalties,Coal,Coal,Coal-Bituminous-Raw,"$45,265.05"
2013,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,"$45,990.03"
2013,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$313,232.36"
2013,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$467,778.55"
2013,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"$685,517.24"
2013,Native American,Royalties,Copper,Copper,Copper Concentrate,"$996,978.62"
2013,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$1,525,851.93"
2013,Native American,Royalties,Oil & Gas,Oil,Condensate,"$6,996,494.01"
2013,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"$12,634,562.58"
2013,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$18,378,753.65"
2013,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$55,156,971.02"
2013,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$56,740,400.88"
2013,Native American,Royalties,Coal,Coal,Coal,"$78,174,119.92"
2013,Native American,Royalties,Oil & Gas,Oil,Oil,"$677,075,371.60"
2014,Native American,Bonus,Coal,Coal,,"$19,050,000.00"
2014,Native American,Other Revenues,Oil & Gas,Oil,Oil,"-$125,642.85"
2014,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sweet,"-$35,614.50"
2014,Native American,Other Revenues,Oil & Gas,Gas,Unprocessed (Wet) Gas,"-$8,120.12"
2014,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sour,"-$6,206.90"
2014,Native American,Other Revenues,Oil & Gas,Oil,Drip or Scrubber Condensate,$85.97
2014,Native American,Other Revenues,Phosphate,Phosphate,,"$1,200.00"
2014,Native American,Other Revenues,Gypsum,Gypsum,,"$3,259.58"
2014,Native American,Other Revenues,Oil & Gas,NGL,Gas Plant Products,"$16,587.26"
2014,Native American,Other Revenues,Oil & Gas,Gas,Processed (Residue) Gas,"$17,367.01"
2014,Native American,Other Revenues,Oil & Gas,Gas,Coal Bed Methane,"$22,545.45"
2014,Native American,Other Revenues,Oil & Gas,Oil,Condensate,"$26,786.81"
2014,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$278,957.70"
2014,Native American,Other Revenues,Copper,Copper,,"$1,200,000.00"
2014,Native American,Other Revenues,Coal,Coal,,"$8,484,325.57"
2014,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$11,634,073.88"
2014,Native American,Rents,Phosphate,Phosphate,,$200.00
2014,Native American,Rents,Gypsum,Gypsum,,"$1,960.00"
2014,Native American,Rents,Copper,Copper,,"$4,180.00"
2014,Native American,Rents,Sand & Gravel,Sand & Gravel,,"$26,328.40"
2014,Native American,Rents,Coal,Coal,,"$106,325.42"
2014,Native American,Rents,Oil & Gas,Oil & Gas (Non Royalty),,"$4,072,878.22"
2014,Native American,Royalties,Oil & Gas,Oil,Oil Lost,$169.86
2014,Native American,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours","$4,966.64"
2014,Native American,Royalties,Cinders,Cinders,Cinders,"$6,959.28"
2014,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$8,646.00"
2014,Native American,Royalties,Oil & Gas,Oil,Other Liquid Hydrocarbons,"$32,092.12"
2014,Native American,Royalties,Coal,Coal,Coal-Bituminous-Raw,"$38,072.81"
2014,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$40,540.35"
2014,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Asphaltic,"$78,443.12"
2014,Native American,Royalties,Oil & Gas,Gas,Helium,"$139,208.00"
2014,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$524,801.08"
2014,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"$660,855.35"
2014,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,"$894,606.17"
2014,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$1,308,904.79"
2014,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sour,"$2,079,786.60"
2014,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Yellow Wax,"$5,094,661.63"
2014,Native American,Royalties,Oil & Gas,Oil,Condensate,"$9,485,837.50"
2014,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Black Wax,"$10,908,964.33"
2014,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"$18,002,610.71"
2014,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$30,875,036.43"
2014,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$63,463,463.09"
2014,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$68,099,334.73"
2014,Native American,Royalties,Coal,Coal,Coal,"$69,916,904.41"
2014,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sweet,"$116,112,361.94"
2014,Native American,Royalties,Oil & Gas,Oil,Oil,"$699,198,907.39"
2015,Native American,Bonus,Coal,Coal,,"$200,000.00"
2015,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"-$10,569,160.29"
2015,Native American,Other Revenues,Coal,Coal,,"-$9,542,500.76"
2015,Native American,Other Revenues,Oil & Gas,Gas,Unprocessed (Wet) Gas,"-$249,513.84"
2015,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sweet,"-$80,074.38"
2015,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sour,"-$15,954.04"
2015,Native American,Other Revenues,Gypsum,Gypsum,,"-$10,622.07"
2015,Native American,Other Revenues,Oil & Gas,Gas,Fuel Gas,-$0.31
2015,Native American,Other Revenues,Oil & Gas,Gas,Flash Gas,$5.20
2015,Native American,Other Revenues,Oil & Gas,Oil,Oil,$410.22
2015,Native American,Other Revenues,Phosphate,Phosphate,,"$1,200.00"
2015,Native American,Other Revenues,Oil & Gas,NGL,Gas Plant Products,"$5,515.94"
2015,Native American,Other Revenues,Oil & Gas,Gas,Processed (Residue) Gas,"$8,894.69"
2015,Native American,Other Revenues,Oil & Gas,Oil,Condensate,"$11,177.10"
2015,Native American,Other Revenues,Hardrock,Hardrock,,"$50,000.00"
2015,Native American,Other Revenues,Oil & Gas,Gas,Coal Bed Methane,"$417,285.03"
2015,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$504,584.25"
2015,Native American,Other Revenues,Copper,Copper,,"$1,200,000.00"
2015,Native American,Rents,Phosphate,Phosphate,,$200.00
2015,Native American,Rents,Sand & Gravel,Sand & Gravel,,$528.40
2015,Native American,Rents,Gypsum,Gypsum,,"$1,040.00"
2015,Native American,Rents,Copper,Copper,,"$6,174.37"
2015,Native American,Rents,Coal,Coal,,"$106,325.42"
2015,Native American,Rents,Oil & Gas,Oil & Gas (Non Royalty),,"$4,140,464.34"
2015,Native American,Royalties,Oil & Gas,Oil,Oil,"-$75,738,201.47"
2015,Native American,Royalties,Oil & Gas,Gas,Gas Hydrate,$0.12
2015,Native American,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours","$4,258.37"
2015,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$6,256.80"
2015,Native American,Royalties,Oil & Gas,Oil,Inlet Scrubber,"$6,314.81"
2015,Native American,Royalties,Cinders,Cinders,Cinders,"$9,964.16"
2015,Native American,Royalties,Copper,Copper,Molybdenum Concentrate,"$12,328.57"
2015,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$23,324.95"
2015,Native American,Royalties,Oil & Gas,Oil,Other Liquid Hydrocarbons,"$121,206.57"
2015,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Asphaltic,"$192,337.99"
2015,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"$473,872.36"
2015,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$500,008.98"
2015,Native American,Royalties,Oil & Gas,Gas,Helium,"$604,406.00"
2015,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$723,762.31"
2015,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,"$1,252,163.39"
2015,Native American,Royalties,Copper,Copper,Copper Concentrate,"$1,792,594.19"
2015,Native American,Royalties,Oil & Gas,Oil,Condensate,"$5,217,754.41"
2015,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sour,"$8,120,011.30"
2015,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"$14,974,922.80"
2015,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$19,474,645.62"
2015,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Yellow Wax,"$23,184,598.16"
2015,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Black Wax,"$43,753,212.34"
2015,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$47,974,628.35"
2015,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$66,277,947.83"
2015,Native American,Royalties,Coal,Coal,Coal,"$74,385,900.34"
2015,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sweet,"$596,505,443.47"
2016,Native American,Bonus,Coal,Coal,,"$5,500,000.00"
2016,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sweet,"-$45,063.43"
2016,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sour,"-$18,809.01"
2016,Native American,Other Revenues,Oil & Gas,Oil,Condensate,"-$2,771.38"
2016,Native American,Other Revenues,Oil & Gas,Gas,Unprocessed (Wet) Gas,"-$2,411.79"
2016,Native American,Other Revenues,Oil & Gas,Gas,Fuel Gas,-$32.38
2016,Native American,Other Revenues,Oil & Gas,Oil,Other Liquid Hydrocarbons,-$6.74
2016,Native American,Other Revenues,Oil & Gas,NGL,Gas Plant Products,$161.74
2016,Native American,Other Revenues,Oil & Gas,Gas,Processed (Residue) Gas,$746.95
2016,Native American,Other Revenues,Phosphate,Phosphate,,"$1,200.00"
2016,Native American,Other Revenues,Silica Sand,Silica Sand,,"$15,000.00"
2016,Native American,Other Revenues,Oil & Gas,Gas,Coal Bed Methane,"$16,195.78"
2016,Native American,Other Revenues,Gypsum,Gypsum,,"$47,694.47"
2016,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$837,077.30"
2016,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$1,345,801.33"
2016,Native American,Other Revenues,Copper,Copper,,"$2,059,034.36"
2016,Native American,Other Revenues,Coal,Coal,,"$5,358,588.15"
2016,Native American,Rents,Phosphate,Phosphate,,$200.00
2016,Native American,Rents,Gypsum,Gypsum,,"$1,040.00"
2016,Native American,Rents,Mining-Unspecified,Mining-Unspecified,,"$1,281.52"
2016,Native American,Rents,Copper,Copper,,"$10,163.11"
2016,Native American,Rents,Coal,Coal,,"$165,380.94"
2016,Native American,Rents,Sand & Gravel,Sand & Gravel,,"$547,328.40"
2016,Native American,Rents,Oil & Gas,Oil & Gas (Non Royalty),,"$2,710,020.87"
2016,Native American,Royalties,Oil & Gas,Oil,Oil,"-$129,603,804.79"
2016,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"-$682,964.64"
2016,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"-$336,124.56"
2016,Native American,Royalties,Copper,Copper,Copper Concentrate,"-$298,860.09"
2016,Native American,Royalties,Oil & Gas,Oil,Oil Lost,$146.47
2016,Native American,Royalties,Oil & Gas,Oil,Fuel Oil,$684.91
2016,Native American,Royalties,Copper,Copper,Molybdenum Concentrate,"$2,887.13"
2016,Native American,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours","$4,313.27"
2016,Native American,Royalties,Cinders,Cinders,Cinders,"$4,852.13"
2016,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$5,702.40"
2016,Native American,Royalties,Oil & Gas,Oil,Other Liquid Hydrocarbons,"$15,759.60"
2016,Native American,Royalties,Mining-Unspecified,Mining-Unspecified,,"$68,510.00"
2016,Native American,Royalties,Oil & Gas,Gas,Helium,"$151,488.46"
2016,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$215,450.34"
2016,Native American,Royalties,Oil & Gas,Oil,Inlet Scrubber,"$302,596.87"
2016,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$569,040.01"
2016,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,"$896,146.22"
2016,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$2,134,616.60"
2016,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sour,"$3,593,418.73"
2016,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$4,659,290.86"
2016,Native American,Royalties,Oil & Gas,Oil,Condensate,"$5,573,721.71"
2016,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Yellow Wax,"$11,228,614.23"
2016,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Black Wax,"$17,185,610.35"
2016,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$26,613,402.97"
2016,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Asphaltic,"$30,962,279.22"
2016,Native American,Royalties,Coal,Coal,Coal,"$58,492,018.87"
2016,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$64,549,046.54"
2016,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sweet,"$440,350,988.02"
2017,Native American,Bonus,Coal,Coal,,"$8,000,000.00"
2017,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"-$638,919.92"
2017,Native American,Other Revenues,Gypsum,Gypsum,,"-$54,257.57"
2017,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sweet,"-$44,100.32"
2017,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sour,"-$32,923.06"
2017,Native American,Other Revenues,Oil & Gas,Oil,Condensate,"-$17,318.63"
2017,Native American,Other Revenues,Oil & Gas,Gas,Processed (Residue) Gas,"-$7,123.03"
2017,Native American,Other Revenues,Oil & Gas,Gas,Unprocessed (Wet) Gas,"-$4,908.81"
2017,Native American,Other Revenues,Oil & Gas,NGL,Gas Plant Products,"-$4,529.27"
2017,Native American,Other Revenues,Oil & Gas,Oil,Oil,-$437.16
2017,Native American,Other Revenues,Oil & Gas,Oil,Other Liquid Hydrocarbons,-$4.29
2017,Native American,Other Revenues,Oil & Gas,Gas,Fuel Gas,-$2.73
2017,Native American,Other Revenues,Mining-Unspecified,Mining-Unspecified,,"$1,000.00"
2017,Native American,Other Revenues,Phosphate,Phosphate,,"$1,200.00"
2017,Native American,Other Revenues,Oil & Gas,Gas,Coal Bed Methane,"$20,113.76"
2017,Native American,Other Revenues,Limestone,Limestone,,"$534,208.64"
2017,Native American,Other Revenues,Copper,Copper,,"$1,350,000.00"
2017,Native American,Other Revenues,Coal,Coal,,"$3,609,463.36"
2017,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$18,730,648.22"
2017,Native American,Rents,Phosphate,Phosphate,,$200.00
2017,Native American,Rents,Sand & Gravel,Sand & Gravel,,$961.12
2017,Native American,Rents,Gypsum,Gypsum,,"$1,040.00"
2017,Native American,Rents,Mining-Unspecified,Mining-Unspecified,,"$1,281.52"
2017,Native American,Rents,Coal,Coal,,"$109,111.87"
2017,Native American,Rents,Copper,Copper,,"$313,557.82"
2017,Native American,Rents,Oil & Gas,Oil & Gas (Non Royalty),,"$2,663,501.65"
2017,Native American,Royalties,Oil & Gas,Oil,Oil,"-$107,229,022.54"
2017,Native American,Royalties,Oil & Gas,,,"-$1,214.91"
2017,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$7,632.23"
2017,Native American,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours","$25,088.61"
2017,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$37,768.31"
2017,Native American,Royalties,Oil & Gas,Oil,Other Liquid Hydrocarbons,"$57,134.52"
2017,Native American,Royalties,Mining-Unspecified,Mining-Unspecified,,"$104,900.00"
2017,Native American,Royalties,Oil & Gas,Oil,Inlet Scrubber,"$222,696.57"
2017,Native American,Royalties,Oil & Gas,Gas,Helium,"$285,884.59"
2017,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"$291,744.12"
2017,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$544,124.94"
2017,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$939,437.84"
2017,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,"$1,068,184.35"
2017,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sour,"$3,441,021.91"
2017,Native American,Royalties,Oil & Gas,Oil,Condensate,"$7,781,989.03"
2017,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"$9,800,084.65"
2017,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$11,331,220.33"
2017,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Asphaltic,"$14,209,111.67"
2017,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Yellow Wax,"$19,471,483.68"
2017,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Black Wax,"$22,921,677.10"
2017,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$34,384,070.47"
2017,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$64,386,245.11"
2017,Native American,Royalties,Coal,Coal,Coal,"$67,446,191.45"
2017,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sweet,"$489,034,490.97"
2018,Native American,Bonus,Coal,Coal,,"$1,000,000.00"
2018,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sweet,"-$60,895.94"
2018,Native American,Other Revenues,Oil & Gas,Oil,Indian Oil- Sour,"-$36,934.42"
2018,Native American,Other Revenues,Oil & Gas,Gas,Unprocessed (Wet) Gas,"-$3,504.35"
2018,Native American,Other Revenues,Mining-Unspecified,Mining-Unspecified,,"-$1,000.00"
2018,Native American,Other Revenues,Oil & Gas,NGL,Gas Plant Products,-$251.71
2018,Native American,Other Revenues,Oil & Gas,Gas,Processed (Residue) Gas,-$200.70
2018,Native American,Other Revenues,Oil & Gas,Oil,Condensate,-$31.37
2018,Native American,Other Revenues,Oil & Gas,Gas,Fuel Gas,-$3.07
2018,Native American,Other Revenues,Oil & Gas,Oil,Other Liquid Hydrocarbons,-$2.87
2018,Native American,Other Revenues,Phosphate,Phosphate,,"$1,200.00"
2018,Native American,Other Revenues,Oil & Gas,Gas,Coal Bed Methane,"$23,422.70"
2018,Native American,Other Revenues,Gypsum,Gypsum,,"$23,920.80"
2018,Native American,Other Revenues,Limestone,Limestone,,"$54,325.32"
2018,Native American,Other Revenues,Sand & Gravel,Sand & Gravel,,"$313,738.64"
2018,Native American,Other Revenues,Copper,Copper,,"$1,725,000.00"
2018,Native American,Other Revenues,Coal,Coal,,"$3,904,144.80"
2018,Native American,Other Revenues,Oil & Gas,Oil & Gas,,"$15,077,866.38"
2018,Native American,Rents,Phosphate,Phosphate,,$200.00
2018,Native American,Rents,Gypsum,Gypsum,,"$1,040.00"
2018,Native American,Rents,Mining-Unspecified,Mining-Unspecified,,"$1,281.52"
2018,Native American,Rents,Sand & Gravel,Sand & Gravel,,"$67,404.48"
2018,Native American,Rents,Coal,Coal,,"$94,365.95"
2018,Native American,Rents,Copper,Copper,,"$324,958.92"
2018,Native American,Rents,Oil & Gas,Oil & Gas (Non Royalty),,"$2,880,240.49"
2018,Native American,Royalties,Oil & Gas,Oil,Oil,"-$38,146,319.22"
2018,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sour,"-$3,972,113.39"
2018,Native American,Royalties,Geothermal,Geothermal,"Geothermal - Electrical Generation, Kilowatt Hours","-$16,693.49"
2018,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel-Cubic Yards,"$6,556.93"
2018,Native American,Royalties,Oil & Gas,Oil,Other Liquid Hydrocarbons,"$45,754.85"
2018,Native American,Royalties,Coal,Coal,Coal Waste (Sub-Econ),"$79,031.09"
2018,Native American,Royalties,Mining-Unspecified,Mining-Unspecified,,"$126,405.00"
2018,Native American,Royalties,Oil & Gas,Gas,Gas Lost - Flared or Vented,"$182,204.55"
2018,Native American,Royalties,Sand & Gravel,Sand & Gravel,Borrow Sand & Gravel,"$270,355.42"
2018,Native American,Royalties,Oil & Gas,Oil,Inlet Scrubber,"$307,171.09"
2018,Native American,Royalties,Oil & Gas,Oil,Drip or Scrubber Condensate,"$503,698.12"
2018,Native American,Royalties,Gypsum,Gypsum,Gypsum,"$661,645.39"
2018,Native American,Royalties,Oil & Gas,Gas,Helium,"$979,734.99"
2018,Native American,Royalties,Sand & Gravel,Sand & Gravel,Sand/Gravel,"$1,737,498.03"
2018,Native American,Royalties,Oil & Gas,Gas,Fuel Gas,"$2,081,481.05"
2018,Native American,Royalties,Oil & Gas,Oil,Condensate,"$8,716,800.39"
2018,Native American,Royalties,Oil & Gas,Gas,Processed (Residue) Gas,"$23,557,824.08"
2018,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Black Wax,"$24,601,538.04"
2018,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Asphaltic,"$27,044,493.39"
2018,Native American,Royalties,Copper,Copper,Copper Concentrate,"$28,207,879.75"
2018,Native American,Royalties,Oil & Gas,Gas,Coal Bed Methane,"$28,896,075.99"
2018,Native American,Royalties,Oil & Gas,NGL,Gas Plant Products,"$32,296,936.48"
2018,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Yellow Wax,"$32,596,067.34"
2018,Native American,Royalties,Oil & Gas,Gas,Unprocessed (Wet) Gas,"$51,723,420.58"
2018,Native American,Royalties,Coal,Coal,Coal,"$75,035,894.48"
2018,Native American,Royalties,Oil & Gas,Oil,Indian Oil- Sweet,"$728,356,072.78"
